fps,et,screenshots_num
18,1719221162,36
20,1719221163,40
20,1719221164,41
20,1719221165,40
20,1719221166,43
20,1719221167,43
21,1719221168,43
18,1719221169,43
20,1719221170,45
20,1719221171,47
18,1719221172,42
22,1719221173,46
20,1719221174,44
20,1719221175,40
20,1719221176,43
19,1719221177,43
20,1719221178,41
19,1719221179,42
20,1719221180,45
20,1719221181,42
20,1719221182,41
21,1719221183,46
19,1719221184,44
20,1719221185,47
18,1719221186,43
10,1719221187,49
0,1719221188,58
26,1719221189,42
20,1719221190,45
20,1719221191,46
21,1719221192,46
19,1719221193,46
20,1719221194,47
19,1719221195,45
19,1719221196,45
20,1719221197,44
20,1719221198,43
20,1719221199,44
16,1719221200,48
13,1719221201,51
4,1719221202,53
21,1719221203,40
16,1719221204,43
16,1719221205,44
16,1719221206,46
15,1719221207,45
16,1719221208,42
14,1719221209,44
17,1719221210,43
21,1719221211,40
21,1719221212,40
18,1719221213,43
19,1719221214,43
20,1719221215,45
17,1719221216,45
20,1719221217,45
19,1719221218,43
19,1719221219,45
14,1719221220,46
8,1719221221,50
17,1719221222,41
19,1719221223,42
17,1719221224,42
16,1719221225,46
15,1719221226,45
15,1719221227,45
15,1719221228,44
15,1719221229,44
15,1719221230,43
19,1719221231,45
19,1719221232,39
21,1719221233,41
20,1719221234,40
20,1719221235,44
20,1719221236,44
20,1719221237,46
20,1719221238,45
19,1719221239,41
20,1719221240,43
20,1719221241,47
19,1719221242,42
20,1719221243,43
20,1719221244,44
19,1719221245,44
19,1719221246,43
20,1719221247,45
20,1719221248,46
19,1719221249,42
19,1719221250,43
19,1719221251,44
20,1719221252,40
20,1719221253,47
17,1719221254,47
20,1719221255,40
20,1719221256,42
19,1719221257,43
19,1719221258,46
21,1719221259,45
18,1719221260,44
21,1719221261,42
20,1719221262,44
19,1719221263,42
19,1719221264,45
20,1719221265,40
19,1719221266,40
20,1719221267,40
19,1719221268,45
20,1719221269,42
19,1719221270,40
20,1719221271,39
20,1719221272,42
20,1719221273,44
20,1719221274,44
20,1719221275,42
18,1719221276,42
21,1719221277,42
20,1719221278,45
20,1719221279,42
20,1719221280,42
19,1719221281,40
20,1719221282,43
21,1719221283,43
19,1719221284,41
18,1719221285,40
20,1719221286,44
20,1719221287,41
19,1719221288,42
20,1719221289,44
19,1719221290,44
20,1719221291,42
20,1719221292,44
19,1719221293,44
19,1719221294,42
21,1719221295,42
19,1719221296,42
21,1719221297,40
19,1719221298,46
18,1719221299,43
20,1719221300,43
20,1719221301,42
21,1719221302,41
20,1719221303,44
19,1719221304,41
20,1719221305,43
19,1719221306,41
21,1719221307,44
20,1719221308,44
19,1719221309,45
19,1719221310,43
20,1719221311,42
19,1719221312,43
21,1719221313,41
20,1719221314,44
20,1719221315,42
19,1719221316,43
19,1719221317,47
21,1719221318,41
19,1719221319,46
21,1719221320,41
19,1719221321,42
19,1719221322,42
20,1719221323,43
20,1719221324,42
20,1719221325,40
20,1719221326,40
20,1719221327,40
20,1719221328,42
20,1719221329,44
19,1719221330,39
21,1719221331,46
20,1719221332,43
20,1719221333,39
20,1719221334,43
19,1719221335,45
20,1719221336,41
20,1719221337,40
19,1719221338,43
21,1719221339,43
20,1719221340,42
19,1719221341,40
19,1719221342,42
20,1719221343,44
20,1719221344,45
21,1719221345,42
19,1719221346,44
19,1719221347,44
19,1719221348,42
20,1719221349,40
19,1719221350,41
21,1719221351,41
19,1719221352,41
21,1719221353,43
20,1719221354,41
18,1719221355,41
20,1719221356,44
21,1719221357,43
19,1719221358,42
19,1719221359,41
20,1719221360,43
19,1719221361,44
19,1719221362,40
20,1719221363,44
19,1719221364,41
21,1719221365,42
19,1719221366,43
21,1719221367,40
19,1719221368,45
19,1719221369,41
19,1719221370,40
21,1719221371,44
20,1719221372,42
20,1719221373,41
20,1719221374,41
20,1719221375,40
18,1719221376,42
20,1719221377,40
19,1719221378,42
20,1719221379,39
21,1719221380,41
18,1719221381,45
20,1719221382,41
20,1719221383,43
20,1719221384,38
20,1719221385,45
21,1719221386,45
20,1719221387,40
20,1719221388,45
19,1719221389,41
20,1719221390,42
20,1719221391,43
20,1719221392,44
21,1719221393,39
20,1719221394,42
19,1719221395,40
20,1719221396,43
20,1719221397,42
20,1719221398,39
19,1719221399,37
20,1719221400,38
19,1719221401,38
19,1719221402,44
20,1719221403,43
