bps,et
2073920,1716565891
2111280,1716565892
2127360,1716565893
2077520,1716565894
2011760,1716565895
2023040,1716565896
2056159,1716565897
2056159,1716565898
2025920,1716565899
2007840,1716565900
2018400,1716565901
2015840,1716565902
2012480,1716565903
2009840,1716565904
2013200,1716565905
2016960,1716565906
2000240,1716565907
2006960,1716565908
2013680,1716565909
2020480,1716565910
2023200,1716565911
2022240,1716565912
2012320,1716565913
2015280,1716565914
2017840,1716565915
2023200,1716565916
2008640,1716565917
2000880,1716565918
2007680,1716565919
2006960,1716565920
2011920,1716565921
2015200,1716565922
2014560,1716565923
2018800,1716565924
2018160,1716565925
2015440,1716565926
2018480,1716565927
2015120,1716565928
2020000,1716565929
2013120,1716565930
2010240,1716565931
2014880,1716565932
2009680,1716565933
2018640,1716565934
2020320,1716565935
2019280,1716565936
2005840,1716565937
2008960,1716565938
2011200,1716565939
2001920,1716565940
2013520,1716565941
2018800,1716565942
2002400,1716565943
2003680,1716565945
2015040,1716565946
2017840,1716565947
2008640,1716565948
2004560,1716565949
1993440,1716565950
2006080,1716565951
2011200,1716565952
2004320,1716565953
2004320,1716565954
1998000,1716565955
1992480,1716565956
1974160,1716565957
1987440,1716565958
1971600,1716565959
1941280,1716565960
2006560,1716565961
2006640,1716565962
2018800,1716565963
2021520,1716565964
2053440,1716565965
2034000,1716565966
2049840,1716565967
2078080,1716565968
2010080,1716565969
2012720,1716565970
2010320,1716565971
2008960,1716565972
2004160,1716565973
2011200,1716565974
2011200,1716565975
2004080,1716565976
2012960,1716565977
2006720,1716565978
2009600,1716565979
2010320,1716565980
2007760,1716565981
2000640,1716565982
2006320,1716565983
2008480,1716565984
2005440,1716565985
2014160,1716565986
1995520,1716565987
2010640,1716565988
2010640,1716565989
2015520,1716565990
2015440,1716565991
2016560,1716565992
2024080,1716565993
2018400,1716565994
2014960,1716565995
2027280,1716565996
2013760,1716565997
2014000,1716565998
2025600,1716565999
2020400,1716566000
2024320,1716566001
2019920,1716566002
2025840,1716566003
2023200,1716566004
2019760,1716566005
2020800,1716566006
2007600,1716566007
2013840,1716566008
2007520,1716566009
2009360,1716566010
2017440,1716566011
2011360,1716566012
2023280,1716566013
2016480,1716566014
2021360,1716566015
2020160,1716566016
2021440,1716566017
2024480,1716566018
2020160,1716566019
2020480,1716566020
2018000,1716566021
2021520,1716566022
2029840,1716566023
2015360,1716566024
2017440,1716566025
2017360,1716566026
2017840,1716566027
2019520,1716566028
2014880,1716566029
2014960,1716566030
2007120,1716566031
2021840,1716566032
2026240,1716566033
2024320,1716566034
2012960,1716566035
2013920,1716566036
2024720,1716566037
2024160,1716566038
2001680,1716566039
1808800,1716566040
1629440,1716566041
1629440,1716566042
1470560,1716566043
1310960,1716566044
1149600,1716566045
983120,1716566046
831600,1716566047
706720,1716566048
754960,1716566049
781040,1716566050
808800,1716566051
837840,1716566052
867760,1716566053
912480,1716566054
957840,1716566055
1007280,1716566056
1071200,1716566057
1153360,1716566058
1218880,1716566059
1308960,1716566060
1389680,1716566061
1472240,1716566062
1532160,1716566063
1638160,1716566064
1710800,1716566065
1762720,1716566066
1839040,1716566067
1872960,1716566068
1924720,1716566069
1963120,1716566070
2007840,1716566071
2007040,1716566072
2002800,1716566073
2020320,1716566074
2012000,1716566075
2017760,1716566076
2021120,1716566077
2021920,1716566078
2025520,1716566079
2018480,1716566080
2006640,1716566081
1994400,1716566082
1994400,1716566083
2022400,1716566084
2028960,1716566085
2021040,1716566086
2018560,1716566087
2026480,1716566088
2026080,1716566089
2050159,1716566090
2047360,1716566091
2024720,1716566092
2020240,1716566093
2035520,1716566094
2023120,1716566095
2021840,1716566096
2018800,1716566097
2019040,1716566098
2023600,1716566099
2017280,1716566100
2026000,1716566101
2024800,1716566102
2018560,1716566103
2018560,1716566104
2020880,1716566105
2026560,1716566106
2015280,1716566107
2023120,1716566108
2021840,1716566109
2020320,1716566110
2023280,1716566111
2023760,1716566112
2030560,1716566113
2024240,1716566114
2029520,1716566115
2030320,1716566116
2029840,1716566117
2021200,1716566118
2016240,1716566119
2030240,1716566120
2012880,1716566121
2025840,1716566122
2021680,1716566123
2015920,1716566124
2032000,1716566125
2030320,1716566126
2020480,1716566127
2025680,1716566128
2022960,1716566129
2011600,1716566130
2023600,1716566131
1999280,1716566132
