fps,et
18,1716565890
19,1716565891
18,1716565892
20,1716565893
19,1716565894
20,1716565895
21,1716565896
20,1716565897
19,1716565898
19,1716565899
20,1716565900
19,1716565901
20,1716565902
20,1716565903
20,1716565904
18,1716565905
19,1716565906
21,1716565907
19,1716565908
20,1716565909
20,1716565910
19,1716565911
21,1716565912
18,1716565913
22,1716565914
20,1716565915
19,1716565916
20,1716565917
20,1716565918
20,1716565919
18,1716565920
20,1716565921
19,1716565922
20,1716565923
19,1716565924
20,1716565925
20,1716565926
19,1716565927
19,1716565928
20,1716565929
19,1716565930
22,1716565931
19,1716565932
19,1716565933
21,1716565934
20,1716565935
20,1716565936
20,1716565937
19,1716565938
21,1716565939
20,1716565940
18,1716565941
20,1716565942
20,1716565943
20,1716565944
20,1716565945
19,1716565946
20,1716565947
21,1716565948
19,1716565949
20,1716565950
19,1716565951
21,1716565952
19,1716565953
21,1716565954
17,1716565955
17,1716565956
21,1716565957
16,1716565958
17,1716565959
21,1716565960
18,1716565961
20,1716565962
21,1716565963
20,1716565964
19,1716565965
18,1716565966
20,1716565967
19,1716565968
20,1716565969
20,1716565970
20,1716565971
20,1716565972
20,1716565973
20,1716565974
20,1716565975
20,1716565976
20,1716565977
20,1716565978
20,1716565979
19,1716565980
17,1716565981
21,1716565982
17,1716565983
20,1716565984
21,1716565985
19,1716565986
20,1716565987
19,1716565988
20,1716565989
19,1716565990
20,1716565991
19,1716565992
20,1716565993
19,1716565994
20,1716565995
20,1716565996
19,1716565997
20,1716565998
19,1716565999
20,1716566000
21,1716566001
20,1716566002
19,1716566003
18,1716566004
21,1716566005
20,1716566006
19,1716566007
20,1716566008
20,1716566009
18,1716566010
19,1716566011
18,1716566012
20,1716566013
20,1716566014
19,1716566015
21,1716566016
18,1716566017
19,1716566018
21,1716566019
20,1716566020
19,1716566021
19,1716566022
20,1716566023
20,1716566024
20,1716566025
19,1716566026
20,1716566027
20,1716566028
18,1716566029
21,1716566030
19,1716566031
20,1716566032
13,1716566033
0,1716566034
0,1716566035
0,1716566036
0,1716566037
0,1716566038
1,1716566039
18,1716566040
14,1716566041
16,1716566042
16,1716566043
14,1716566044
15,1716566045
18,1716566046
21,1716566047
21,1716566048
19,1716566049
21,1716566050
20,1716566051
17,1716566052
20,1716566053
19,1716566054
20,1716566055
20,1716566056
20,1716566057
19,1716566058
19,1716566059
20,1716566060
20,1716566061
17,1716566062
17,1716566063
23,1716566064
20,1716566065
19,1716566066
20,1716566067
19,1716566068
20,1716566069
19,1716566070
19,1716566071
21,1716566072
20,1716566073
20,1716566074
19,1716566075
19,1716566076
21,1716566077
20,1716566078
20,1716566079
20,1716566080
18,1716566081
16,1716566082
23,1716566083
21,1716566084
20,1716566085
18,1716566086
20,1716566087
20,1716566088
19,1716566089
20,1716566090
20,1716566091
20,1716566092
20,1716566093
20,1716566094
20,1716566095
19,1716566096
18,1716566097
21,1716566098
21,1716566099
20,1716566100
18,1716566101
21,1716566102
19,1716566103
21,1716566104
19,1716566105
18,1716566106
19,1716566107
19,1716566108
19,1716566109
19,1716566110
19,1716566111
20,1716566112
18,1716566113
21,1716566114
19,1716566115
20,1716566116
20,1716566117
20,1716566118
20,1716566119
20,1716566120
19,1716566121
19,1716566122
19,1716566123
20,1716566124
20,1716566125
18,1716566126
20,1716566127
17,1716566128
20,1716566129
18,1716566130
17,1716566131
2,1716566132
