fps,et
19,1714924511
20,1714924512
17,1714924513
20,1714924514
20,1714924515
19,1714924516
20,1714924517
20,1714924518
19,1714924519
20,1714924520
20,1714924521
18,1714924522
22,1714924523
19,1714924524
18,1714924525
19,1714924526
22,1714924527
19,1714924528
20,1714924529
19,1714924530
18,1714924531
20,1714924532
20,1714924533
17,1714924534
21,1714924535
19,1714924536
21,1714924537
16,1714924538
22,1714924539
19,1714924540
20,1714924541
19,1714924542
20,1714924543
19,1714924544
18,1714924545
21,1714924546
19,1714924547
20,1714924548
21,1714924549
19,1714924550
19,1714924551
19,1714924552
20,1714924553
21,1714924554
19,1714924555
20,1714924556
19,1714924557
20,1714924558
16,1714924559
20,1714924560
18,1714924561
19,1714924562
18,1714924563
21,1714924564
6,1714924565
1,1714924566
2,1714924567
3,1714924568
2,1714924569
2,1714924570
0,1714924571
4,1714924572
4,1714924573
2,1714924574
3,1714924575
7,1714924576
10,1714924577
15,1714924578
17,1714924579
16,1714924580
17,1714924581
15,1714924582
11,1714924583
16,1714924584
16,1714924585
15,1714924586
15,1714924587
15,1714924588
14,1714924589
17,1714924590
15,1714924591
15,1714924592
14,1714924593
16,1714924594
14,1714924595
15,1714924596
15,1714924597
14,1714924598
16,1714924599
15,1714924600
15,1714924601
14,1714924602
16,1714924603
15,1714924604
15,1714924605
15,1714924606
15,1714924607
15,1714924608
15,1714924609
15,1714924610
12,1714924611
15,1714924612
14,1714924613
16,1714924614
15,1714924615
14,1714924616
1,1714924617
19,1714924618
18,1714924619
14,1714924620
14,1714924621
14,1714924622
16,1714924623
15,1714924624
15,1714924625
13,1714924626
23,1714924627
19,1714924628
20,1714924629
20,1714924630
14,1714924631
20,1714924632
19,1714924633
20,1714924634
20,1714924635
17,1714924636
21,1714924637
19,1714924638
20,1714924639
19,1714924640
19,1714924641
17,1714924642
12,1714924643
2,1714924644
3,1714924645
3,1714924646
3,1714924647
1,1714924648
3,1714924649
5,1714924650
3,1714924651
5,1714924652
13,1714924653
15,1714924654
14,1714924655
15,1714924656
15,1714924657
15,1714924658
15,1714924659
15,1714924660
15,1714924661
14,1714924662
14,1714924663
14,1714924664
15,1714924665
13,1714924666
16,1714924667
16,1714924668
15,1714924669
15,1714924670
15,1714924671
15,1714924672
15,1714924673
15,1714924674
15,1714924675
13,1714924676
15,1714924677
15,1714924678
16,1714924679
14,1714924680
15,1714924681
12,1714924682
15,1714924683
15,1714924684
14,1714924685
16,1714924686
15,1714924687
15,1714924688
20,1714924689
19,1714924690
18,1714924691
17,1714924692
21,1714924693
20,1714924694
19,1714924695
21,1714924696
18,1714924697
19,1714924698
20,1714924699
6,1714924700
3,1714924701
3,1714924702
3,1714924703
2,1714924704
3,1714924705
5,1714924706
3,1714924707
4,1714924708
7,1714924709
14,1714924710
16,1714924711
17,1714924712
17,1714924713
17,1714924714
12,1714924715
16,1714924716
16,1714924717
14,1714924718
17,1714924719
15,1714924720
16,1714924721
13,1714924722
16,1714924723
15,1714924724
16,1714924725
14,1714924726
6,1714924727
19,1714924728
19,1714924729
16,1714924730
14,1714924731
15,1714924732
15,1714924733
13,1714924734
14,1714924735
16,1714924736
14,1714924737
16,1714924738
15,1714924739
14,1714924740
12,1714924741
15,1714924742
14,1714924743
16,1714924744
15,1714924745
14,1714924746
9,1714924747
26,1714924748
21,1714924749
19,1714924750
19,1714924751
17,1714924752
1,1714924753
