et,brisque,piqe
1716743010,45.33788,28.1127
1716743011,45.34122,27.87149
1716743012,45.61544,27.17259
1716743013,45.15148,29.10006
1716743014,46.98495,28.14265
1716743015,45.54266,27.15355
1716743016,46.05496,29.43965
1716743017,45.65387,27.88191
1716743018,44.99189,26.08803
1716743019,45.27313,27.64008
1716743020,45.32101,26.6593
1716743021,45.99693,28.55277
1716743022,45.62383,26.21786
1716743023,44.9808,27.47218
1716743024,44.84096,26.9883
1716743025,45.17816,28.2425
1716743026,46.34767,29.17503
1716743027,45.45669,26.77529
1716743028,45.17457,27.05523
1716743029,44.57943,28.26368
1716743030,44.23653,27.07587
1716743031,44.27657,26.04769
1716743032,45.99037,28.41429
1716743033,44.71924,28.98959
1716743034,48.31638,30.81197
1716743035,45.50493,28.54249
1716743036,44.71411,28.31643
1716743037,43.99793,27.92225
1716743038,44.45742,28.07387
1716743039,44.94653,28.07207
1716743040,44.903,28.0084
1716743041,44.21369,28.62855
1716743042,44.03044,27.89127
1716743043,44.39008,27.10666
1716743044,43.53611,26.80433
1716743045,44.17565,26.9814
1716743046,44.09392,27.47222
1716743047,43.61216,26.50506
1716743048,43.42156,26.73928
1716743049,43.1447,27.4225
1716743050,43.45347,27.25918
1716743051,43.79998,27.15618
1716743052,43.91724,27.64451
1716743053,43.2974,27.7262
1716743054,43.05121,27.35754
1716743055,42.99528,26.02198
1716743056,42.98453,25.22056
1716743057,44.76537,28.9592
1716743058,44.84626,28.85562
1716743059,44.79513,29.10369
1716743060,44.24408,28.31703
1716743061,44.03863,27.07419
1716743062,45.1647,29.53688
1716743063,44.32217,28.53469
1716743064,44.33968,28.57839
1716743065,44.24119,28.90618
1716743066,47.48121,29.42211
1716743067,45.37802,29.13866
1716743068,46.16402,29.24091
1716743069,48.14275,28.95411
1716743070,45.4937,28.89173
1716743071,44.80307,26.96504
1716743072,44.60172,27.73101
1716743073,44.2394,27.22809
1716743074,45.95532,28.28241
1716743075,44.21737,26.64926
1716743076,44.64183,28.24086
1716743077,47.53131,30.04062
1716743078,46.61574,29.75926
1716743079,45.67161,29.58975
1716743080,45.96843,27.80775
1716743081,45.95827,29.05147
1716743082,44.56195,27.96985
1716743083,43.57008,28.3767
1716743084,43.2131,27.75857
1716743085,43.64204,27.48206
1716743086,43.55084,26.06084
1716743087,43.4178,27.06169
1716743088,43.39693,28.02212
1716743089,45.82882,27.92343
1716743090,44.96456,27.93323
1716743091,45.0588,27.61624
1716743092,44.69025,27.73915
1716743093,44.7477,28.80904
1716743094,46.3124,28.39439
1716743095,43.90942,28.19224
1716743096,43.55162,28.5889
1716743097,43.46129,27.95965
1716743098,43.24578,28.05042
1716743099,44.08143,26.77402
1716743100,43.26251,25.51858
1716743101,43.2613,27.21341
1716743102,43.56235,27.73293
1716743103,45.25478,27.00583
1716743104,43.4247,26.78773
1716743105,43.93267,27.59241
1716743106,43.49755,26.76522
1716743107,44.17668,27.43713
1716743108,44.77011,28.82844
1716743109,43.48172,26.67345
1716743110,44.35588,27.70818
1716743111,43.78705,28.32769
1716743112,43.62146,27.16722
1716743113,42.9934,26.39922
1716743114,43.30588,26.50855
1716743115,43.35723,26.4147
1716743116,43.45868,27.15033
1716743117,42.60648,26.28313
1716743118,42.65193,26.12468
1716743119,43.03182,27.93471
1716743120,43.14873,25.59278
1716743121,43.07494,25.86424
1716743122,42.38189,27.09529
1716743123,42.91466,28.3232
1716743124,43.00273,29.13135
1716743125,42.67397,26.97816
1716743126,42.5596,26.94251
1716743127,43.07608,26.40768
1716743128,42.77764,26.39174
1716743129,43.04962,26.802
1716743130,43.06925,26.86422
1716743131,43.05472,27.26097
1716743132,42.78917,25.79587
1716743133,42.58334,24.99997
1716743134,42.34916,27.30357
1716743135,42.25896,26.18337
1716743136,42.44774,23.90819
1716743137,45.49775,28.58262
1716743138,43.61744,27.03017
1716743139,43.1128,27.14263
1716743140,43.37824,26.3775
1716743141,42.86705,26.71053
1716743142,43.22936,25.83067
1716743143,43.16973,26.66486
1716743144,42.67378,26.33303
1716743145,43.19424,26.59207
1716743146,43.87869,26.94309
1716743147,44.69432,28.04051
1716743148,43.50048,26.40065
1716743149,44.30454,25.62434
1716743150,44.89555,27.82973
1716743151,44.61265,28.33821
1716743152,43.8113,28.62536
1716743153,43.85055,27.00092
1716743154,46.78394,28.45519
1716743155,43.73122,26.89051
1716743156,43.45346,27.6681
1716743157,43.7408,25.89059
1716743158,43.68158,27.31136
1716743159,43.64238,27.02961
1716743160,43.66476,25.94394
1716743161,45.30089,27.06127
1716743162,44.00129,27.01599
1716743163,43.61371,27.98483
1716743164,43.75943,25.46889
1716743165,43.43191,25.13388
1716743166,44.16587,26.25006
1716743167,43.66392,25.78338
1716743168,43.51993,25.76148
1716743169,43.45275,26.16036
1716743170,43.60427,26.28509
1716743171,43.65733,25.62917
1716743172,43.51997,25.69421
1716743173,43.75606,25.99121
1716743174,43.97669,26.15005
1716743175,43.56689,26.35227
1716743176,43.90269,25.6761
1716743177,43.95389,25.59051
1716743178,43.67284,25.10132
1716743179,43.78214,25.90941
1716743180,43.4308,26.2461
1716743181,43.67516,26.84348
1716743182,42.811,24.86271
1716743183,44.18602,27.52799
1716743184,43.44491,25.67132
1716743185,43.32103,26.88147
1716743186,44.92146,26.16367
1716743187,44.49628,26.87896
1716743188,44.16528,26.38519
1716743189,43.82995,27.17154
1716743190,44.15802,28.26268
1716743191,43.68127,27.91109
1716743192,43.76816,25.79552
1716743193,43.05808,25.25614
1716743194,45.4822,28.12989
1716743195,44.9814,27.80747
1716743196,45.24054,26.67353
1716743197,44.13147,25.77728
1716743198,44.40464,27.6775
1716743199,44.2857,27.25038
1716743200,44.52322,26.64583
1716743201,44.46375,26.91132
1716743202,45.15869,29.05925
1716743203,44.37392,27.6553
1716743204,44.77032,28.98764
1716743205,44.40658,26.62894
1716743206,44.38638,26.71254
1716743207,44.41256,26.62549
1716743208,46.65343,27.93929
1716743209,47.33598,30.53443
1716743210,46.34761,29.40083
1716743211,45.74723,28.72831
1716743212,44.59165,28.41278
1716743213,47.27038,29.60879
1716743214,46.19588,28.2488
1716743215,45.90345,26.92717
1716743216,45.2975,28.36696
1716743217,44.24424,27.90388
1716743218,44.41871,25.98008
1716743219,44.84347,27.8605
1716743220,44.42252,26.47824
1716743221,44.46153,26.25298
1716743222,44.04352,25.67148
1716743223,44.68253,27.57636
1716743224,44.41879,25.67926
1716743225,44.60717,27.48627
1716743226,44.6772,26.01675
1716743227,44.37362,25.02607
1716743228,44.71865,28.33358
1716743229,44.26228,27.49982
1716743230,44.36555,25.28318
1716743231,44.78782,26.37212
1716743232,43.84184,26.66247
1716743233,44.73705,26.01662
1716743234,43.5809,26.85639
1716743235,44.23808,25.54998
1716743236,47.32181,29.4912
1716743237,45.29336,27.31473
1716743238,45.01185,26.42175
1716743239,44.65387,26.78631
1716743240,44.32505,27.24418
1716743241,44.30021,26.98241
1716743242,43.74967,25.48528
1716743243,42.77039,25.74056
1716743244,44.84104,26.01831
1716743245,44.58082,28.11728
1716743246,43.84581,26.78283
1716743247,44.08183,25.33498
1716743248,44.24416,27.12074
1716743249,47.08625,30.00827
1716743250,44.75792,27.66232
1716743251,44.85332,28.12016
