fps,et,screenshots_num
9,1719226268,17
20,1719226269,38
19,1719226270,41
20,1719226271,44
21,1719226272,44
19,1719226273,44
19,1719226274,42
21,1719226275,44
20,1719226276,38
19,1719226277,47
20,1719226278,42
20,1719226279,40
18,1719226280,44
21,1719226281,41
18,1719226282,40
20,1719226283,35
21,1719226284,44
20,1719226285,42
18,1719226286,43
20,1719226287,41
19,1719226288,38
21,1719226289,37
18,1719226290,42
20,1719226291,40
21,1719226292,37
19,1719226293,44
18,1719226294,43
21,1719226295,43
18,1719226296,39
21,1719226297,42
19,1719226298,44
14,1719226299,44
5,1719226300,55
0,1719226301,58
4,1719226302,54
17,1719226303,42
17,1719226304,41
16,1719226305,43
16,1719226306,44
17,1719226307,44
15,1719226308,43
16,1719226309,42
14,1719226310,42
16,1719226311,43
15,1719226312,46
14,1719226313,46
15,1719226314,45
16,1719226315,42
19,1719226316,43
20,1719226317,43
11,1719226318,50
11,1719226319,47
16,1719226320,44
16,1719226321,42
17,1719226322,45
16,1719226323,46
14,1719226324,43
15,1719226325,45
17,1719226326,46
14,1719226327,44
16,1719226328,43
14,1719226329,46
16,1719226330,45
19,1719226331,40
21,1719226332,42
20,1719226333,43
18,1719226334,42
20,1719226335,41
20,1719226336,39
20,1719226337,43
20,1719226338,42
20,1719226339,42
19,1719226340,39
20,1719226341,42
20,1719226342,45
19,1719226343,42
19,1719226344,42
19,1719226345,40
20,1719226346,42
19,1719226347,40
20,1719226348,42
20,1719226349,39
20,1719226350,45
19,1719226351,41
8,1719226352,52
2,1719226353,56
0,1719226354,58
12,1719226355,53
15,1719226356,47
16,1719226357,38
16,1719226358,40
15,1719226359,41
16,1719226360,42
15,1719226361,47
16,1719226362,44
14,1719226363,45
14,1719226364,46
16,1719226365,47
14,1719226366,44
15,1719226367,44
15,1719226368,44
15,1719226369,47
15,1719226370,43
15,1719226371,44
15,1719226372,46
15,1719226373,47
15,1719226374,45
15,1719226375,42
15,1719226376,45
15,1719226377,49
15,1719226378,47
15,1719226379,45
15,1719226380,42
15,1719226381,43
15,1719226382,44
15,1719226383,45
15,1719226384,47
15,1719226385,45
15,1719226386,42
15,1719226387,44
15,1719226388,43
15,1719226389,46
15,1719226390,42
15,1719226391,46
15,1719226392,45
15,1719226393,45
14,1719226394,46
16,1719226395,46
15,1719226396,44
15,1719226397,44
14,1719226398,44
16,1719226399,44
16,1719226400,43
19,1719226401,40
21,1719226402,42
21,1719226403,42
19,1719226404,40
20,1719226405,40
18,1719226406,44
21,1719226407,44
19,1719226408,41
19,1719226409,43
19,1719226410,44
20,1719226411,46
20,1719226412,44
21,1719226413,42
19,1719226414,42
20,1719226415,39
20,1719226416,41
19,1719226417,42
12,1719226418,47
12,1719226419,48
16,1719226420,44
20,1719226421,39
22,1719226422,43
22,1719226423,42
21,1719226424,41
21,1719226425,39
20,1719226426,40
21,1719226427,43
19,1719226428,42
20,1719226429,42
20,1719226430,39
21,1719226431,40
19,1719226432,40
20,1719226433,42
21,1719226434,43
19,1719226435,39
20,1719226436,41
20,1719226437,47
20,1719226438,42
20,1719226439,44
19,1719226440,42
19,1719226441,39
20,1719226442,42
20,1719226443,41
20,1719226444,45
19,1719226445,39
20,1719226446,39
18,1719226447,48
20,1719226448,42
20,1719226449,40
20,1719226450,42
21,1719226451,43
19,1719226452,42
19,1719226453,42
21,1719226454,41
20,1719226455,43
19,1719226456,42
21,1719226457,43
19,1719226458,41
20,1719226459,43
19,1719226460,43
20,1719226461,43
20,1719226462,39
20,1719226463,46
19,1719226464,42
19,1719226465,43
20,1719226466,42
19,1719226467,43
18,1719226468,42
18,1719226469,43
22,1719226470,44
20,1719226471,43
22,1719226472,40
19,1719226473,40
20,1719226474,41
19,1719226475,42
20,1719226476,42
20,1719226477,46
20,1719226478,43
19,1719226479,43
18,1719226480,44
20,1719226481,43
21,1719226482,43
19,1719226483,40
20,1719226484,42
20,1719226485,45
17,1719226486,47
20,1719226487,39
20,1719226488,41
21,1719226489,41
20,1719226490,42
18,1719226491,45
20,1719226492,41
12,1719226493,48
11,1719226494,47
12,1719226495,49
13,1719226496,46
18,1719226497,41
22,1719226498,41
22,1719226499,40
22,1719226500,46
22,1719226501,39
21,1719226502,39
21,1719226503,45
20,1719226504,41
20,1719226505,42
19,1719226506,44
20,1719226507,43
20,1719226508,44
19,1719226509,43
