fps,et
3,1714918562
16,1714918563
15,1714918564
15,1714918565
14,1714918566
16,1714918567
15,1714918568
18,1714918569
18,1714918570
22,1714918571
20,1714918572
19,1714918573
19,1714918574
20,1714918575
19,1714918576
19,1714918577
20,1714918578
20,1714918579
19,1714918580
17,1714918581
2,1714918582
2,1714918583
2,1714918584
2,1714918585
2,1714918586
2,1714918587
2,1714918588
0,1714918589
1,1714918590
9,1714918591
9,1714918592
9,1714918593
9,1714918594
9,1714918595
8,1714918596
10,1714918597
10,1714918598
12,1714918599
12,1714918600
8,1714918601
15,1714918602
15,1714918603
16,1714918604
16,1714918605
17,1714918606
15,1714918607
16,1714918608
14,1714918609
16,1714918610
10,1714918611
17,1714918612
17,1714918613
15,1714918614
15,1714918615
15,1714918616
15,1714918617
14,1714918618
13,1714918619
16,1714918620
15,1714918621
14,1714918622
9,1714918623
18,1714918624
16,1714918625
14,1714918626
15,1714918627
15,1714918628
15,1714918629
15,1714918630
14,1714918631
15,1714918632
15,1714918633
15,1714918634
15,1714918635
15,1714918636
15,1714918637
13,1714918638
15,1714918639
15,1714918640
13,1714918641
17,1714918642
15,1714918643
15,1714918644
14,1714918645
16,1714918646
14,1714918647
15,1714918648
15,1714918649
15,1714918650
15,1714918651
15,1714918652
15,1714918653
15,1714918654
15,1714918655
15,1714918656
14,1714918657
15,1714918658
15,1714918659
15,1714918660
16,1714918661
14,1714918662
15,1714918663
15,1714918664
15,1714918665
15,1714918666
15,1714918667
15,1714918668
15,1714918669
15,1714918670
15,1714918671
15,1714918672
15,1714918673
15,1714918674
15,1714918675
14,1714918676
16,1714918677
15,1714918678
13,1714918679
17,1714918680
14,1714918681
15,1714918682
15,1714918683
15,1714918684
15,1714918685
14,1714918686
16,1714918687
15,1714918688
15,1714918689
15,1714918690
15,1714918691
15,1714918692
15,1714918693
15,1714918694
16,1714918695
14,1714918696
14,1714918697
16,1714918698
14,1714918699
13,1714918700
16,1714918701
14,1714918702
15,1714918703
15,1714918704
14,1714918705
16,1714918706
15,1714918707
15,1714918708
13,1714918709
16,1714918710
15,1714918711
14,1714918712
15,1714918713
14,1714918714
16,1714918715
16,1714918716
14,1714918717
15,1714918718
15,1714918719
14,1714918720
17,1714918721
14,1714918722
15,1714918723
15,1714918724
15,1714918725
15,1714918726
15,1714918727
15,1714918728
14,1714918729
15,1714918730
10,1714918731
0,1714918732
0,1714918733
5,1714918734
2,1714918735
1,1714918736
2,1714918737
1,1714918738
1,1714918739
7,1714918740
7,1714918741
8,1714918742
9,1714918743
9,1714918744
7,1714918745
8,1714918746
9,1714918747
10,1714918748
10,1714918749
12,1714918750
10,1714918751
13,1714918752
15,1714918753
15,1714918754
16,1714918755
16,1714918756
14,1714918757
16,1714918758
8,1714918759
17,1714918760
17,1714918761
16,1714918762
16,1714918763
14,1714918764
16,1714918765
15,1714918766
15,1714918767
14,1714918768
12,1714918769
18,1714918770
13,1714918771
17,1714918772
15,1714918773
15,1714918774
15,1714918775
15,1714918776
13,1714918777
14,1714918778
15,1714918779
16,1714918780
10,1714918781
18,1714918782
17,1714918783
15,1714918784
14,1714918785
15,1714918786
16,1714918787
14,1714918788
16,1714918789
15,1714918790
14,1714918791
16,1714918792
14,1714918793
16,1714918794
15,1714918795
14,1714918796
16,1714918797
15,1714918798
10,1714918799
3,1714918800
18,1714918801
22,1714918802
14,1714918803
12,1714918804
