bps,et
991520,1714918563
993440,1714918564
1003200,1714918565
999200,1714918566
1008240,1714918567
1003520,1714918568
1017040,1714918569
994240,1714918570
1011680,1714918571
1017760,1714918572
1013200,1714918573
101912000,1714918574
1013360,1714918575
1008960,1714918576
1003040,1714918577
1015520,1714918578
1008720,1714918580
1018240,1714918581
966720,1714918582
852160,1714918583
737280,1714918584
737280,1714918585
-8000,1714918586
50032000,1714918587
382160,1714918588
271360,1714918589
151440,1714918590
81680,1714918591
117120,1714918592
113440,1714918593
109600,1714918594
104720,1714918595
102240,1714918596
99680,1714918597
98080,1714918598
98080,1714918599
61680,1714918600
65840,1714918601
69040,1714918602
7488000,1714918603
77360,1714918604
82800,1714918605
86080,1714918606
88240,1714918607
91680,1714918608
95600,1714918609
100160,1714918610
100160,1714918611
102000,1714918612
115840,1714918613
120560,1714918614
127840,1714918615
136080,1714918616
151280,1714918617
161920,1714918618
175440,1714918619
193120,1714918620
20432000,1714918621
216640,1714918622
230240,1714918623
239680,1714918624
252560,1714918625
252560,1714918626
266320,1714918627
290160,1714918628
299600,1714918629
318560,1714918630
34072000,1714918631
358240,1714918632
377120,1714918633
395600,1714918634
420720,1714918635
436960,1714918636
482160,1714918637
50808000,1714918638
546320,1714918639
564080,1714918640
-8000,1714918641
606640,1714918642
625680,1714918643
636960,1714918644
625680,1714918645
616880,1714918646
610240,1714918647
625680,1714918648
635440,1714918649
646400,1714918650
651680,1714918651
659520,1714918652
665840,1714918653
685120,1714918654
699120,1714918655
711920,1714918656
697440,1714918657
710880,1714918658
711680,1714918659
711680,1714918660
711440,1714918661
732800,1714918662
722400,1714918663
730880,1714918664
724640,1714918665
725200,1714918666
724240,1714918667
727200,1714918668
736560,1714918669
738880,1714918670
747680,1714918671
737120,1714918672
753200,1714918673
753920,1714918674
750640,1714918675
761120,1714918676
759040,1714918677
759920,1714918678
760800,1714918679
770640,1714918680
764240,1714918681
785120,1714918682
801360,1714918683
796160,1714918684
808240,1714918685
791840,1714918686
798880,1714918687
804800,1714918688
808400,1714918689
818560,1714918690
811120,1714918691
802560,1714918692
798560,1714918693
815200,1714918694
805920,1714918695
803280,1714918696
809680,1714918697
810640,1714918698
814800,1714918699
841760,1714918700
846960,1714918701
856160,1714918702
875840,1714918703
882320,1714918704
887600,1714918705
888720,1714918706
882480,1714918707
884480,1714918708
896320,1714918709
904240,1714918710
907280,1714918711
903360,1714918712
901600,1714918713
892720,1714918714
1545200,1714918715
906240,1714918716
903040,1714918717
904720,1714918718
910800,1714918719
921920,1714918720
92440000,1714918721
954880,1714918722
965200,1714918723
972960,1714918724
968320,1714918725
968320,1714918726
974480,1714918727
971200,1714918728
974880,1714918729
980880,1714918730
966880,1714918731
954480,1714918732
838480,1714918733
838480,1714918734
730960,1714918735
613920,1714918736
503280,1714918737
392400,1714918738
284400,1714918739
176160,1714918740
133440,1714918741
130000,1714918742
127600,1714918743
123040,1714918744
122160,1714918745
119280,1714918746
11608000,1714918747
115280,1714918748
576000,1714918749
58720,1714918750
5848000,1714918751
61440,1714918752
60640,1714918753
62400,1714918754
66080,1714918755
69440,1714918756
73256000,1714918757
79360,1714918758
85520,1714918759
91600,1714918760
96560,1714918761
103440,1714918762
104080,1714918763
104080,1714918764
106320,1714918765
109280,1714918766
120000,1714918767
127680,1714918768
134160,1714918769
145040,1714918770
156080,1714918771
171440,1714918772
184960,1714918773
200400,1714918774
209920,1714918775
224560,1714918776
239440,1714918777
252000,1714918778
264000,1714918779
282880,1714918780
308720,1714918781
320960,1714918782
337680,1714918783
352160,1714918784
366000,1714918785
382560,1714918786
403360,1714918787
407920,1714918788
415760,1714918789
436720,1714918790
446960,1714918791
454400,1714918792
485360,1714918793
502720,1714918794
517440,1714918795
546080,1714918796
555520,1714918797
563520,1714918798
582720,1714918799
40000,1714918800
594240,1714918801
597200,1714918802
597040,1714918803
5992000,1714918804
605600,1714918805
