fps,et,screenshots_num
15,1721398482,1
14,1721398483,39
18,1721398484,45
17,1721398485,41
17,1721398486,43
14,1721398487,41
17,1721398488,43
12,1721398489,45
16,1721398490,47
19,1721398491,42
14,1721398492,40
14,1721398493,45
15,1721398494,43
17,1721398495,41
14,1721398496,42
13,1721398497,45
12,1721398498,46
18,1721398499,44
15,1721398500,41
17,1721398501,44
15,1721398502,41
16,1721398503,46
18,1721398504,41
15,1721398505,42
17,1721398506,43
15,1721398507,41
17,1721398508,44
17,1721398509,43
17,1721398510,41
15,1721398511,43
16,1721398512,43
16,1721398513,42
16,1721398514,42
14,1721398515,44
16,1721398516,44
13,1721398517,44
15,1721398518,46
15,1721398519,43
16,1721398520,45
18,1721398521,42
14,1721398522,42
15,1721398523,44
16,1721398524,43
17,1721398525,45
16,1721398526,43
15,1721398527,42
13,1721398528,42
16,1721398529,46
12,1721398530,42
17,1721398531,45
17,1721398532,43
17,1721398533,42
15,1721398534,43
14,1721398535,43
16,1721398536,43
15,1721398537,42
16,1721398538,44
16,1721398539,43
13,1721398540,41
17,1721398541,46
16,1721398542,42
12,1721398543,42
15,1721398544,46
16,1721398545,44
13,1721398546,43
14,1721398547,44
14,1721398548,44
15,1721398549,44
16,1721398550,42
15,1721398551,43
12,1721398552,44
15,1721398553,46
15,1721398554,44
11,1721398555,42
15,1721398556,46
13,1721398557,42
16,1721398558,45
13,1721398559,43
15,1721398560,46
15,1721398561,42
17,1721398562,41
14,1721398563,43
13,1721398564,43
15,1721398565,48
14,1721398566,44
17,1721398567,44
15,1721398568,44
17,1721398569,44
14,1721398570,45
16,1721398571,46
16,1721398572,43
17,1721398573,42
13,1721398574,43
14,1721398575,45
15,1721398576,43
18,1721398577,44
15,1721398578,44
15,1721398579,44
16,1721398580,44
13,1721398581,46
15,1721398582,46
13,1721398583,43
13,1721398584,45
15,1721398585,46
16,1721398586,46
15,1721398587,41
15,1721398588,44
14,1721398589,46
16,1721398590,43
16,1721398591,45
16,1721398592,43
14,1721398593,42
15,1721398594,45
18,1721398595,43
15,1721398596,42
17,1721398597,42
15,1721398598,43
17,1721398599,44
17,1721398600,43
16,1721398601,42
15,1721398602,44
13,1721398603,44
17,1721398604,45
16,1721398605,42
11,1721398606,44
10,1721398607,47
15,1721398608,48
15,1721398609,45
15,1721398610,41
16,1721398611,50
15,1721398612,44
18,1721398613,43
17,1721398614,40
16,1721398615,43
14,1721398616,44
14,1721398617,45
14,1721398618,47
14,1721398619,45
17,1721398620,46
17,1721398621,41
15,1721398622,45
17,1721398623,43
16,1721398624,43
18,1721398625,42
16,1721398626,41
15,1721398627,44
15,1721398628,43
16,1721398629,45
15,1721398630,43
14,1721398631,42
16,1721398632,49
14,1721398633,44
16,1721398634,47
18,1721398635,44
17,1721398636,40
14,1721398637,42
15,1721398638,45
17,1721398639,44
12,1721398640,41
0,1721398641,45
0,1721398642,56
0,1721398643,58
4,1721398644,58
15,1721398645,54
12,1721398646,44
12,1721398647,31
14,1721398648,34
14,1721398649,44
14,1721398650,44
15,1721398651,45
18,1721398652,45
18,1721398653,41
19,1721398654,40
17,1721398655,39
18,1721398656,44
15,1721398657,41
17,1721398658,44
19,1721398659,44
14,1721398660,40
17,1721398661,43
18,1721398662,42
19,1721398663,41
17,1721398664,41
17,1721398665,41
17,1721398666,40
15,1721398667,40
14,1721398668,42
16,1721398669,37
19,1721398670,36
18,1721398671,43
18,1721398672,41
16,1721398673,43
18,1721398674,43
18,1721398675,41
17,1721398676,41
18,1721398677,40
20,1721398678,43
19,1721398679,43
19,1721398680,41
18,1721398681,41
19,1721398682,40
18,1721398683,40
17,1721398684,42
17,1721398685,41
19,1721398686,41
16,1721398687,40
15,1721398688,42
18,1721398689,44
16,1721398690,42
16,1721398691,42
18,1721398692,44
16,1721398693,43
20,1721398694,43
16,1721398695,40
18,1721398696,43
18,1721398697,40
19,1721398698,41
17,1721398699,43
16,1721398700,43
20,1721398701,42
16,1721398702,40
19,1721398703,43
18,1721398704,42
17,1721398705,42
16,1721398706,41
16,1721398707,41
20,1721398708,33
18,1721398709,34
16,1721398710,41
21,1721398711,41
18,1721398712,39
18,1721398713,42
18,1721398714,41
17,1721398715,43
17,1721398716,40
20,1721398717,41
15,1721398718,41
18,1721398719,42
19,1721398720,40
17,1721398721,41
19,1721398722,40
18,1721398723,41
