et,brisque,piqe
1721398481,52.04866,31.52805
1721398482,51.81759,29.87363
1721398483,51.1303,29.0242
1721398484,51.67306,29.75061
1721398485,51.20998,30.05455
1721398486,51.98126,31.0046
1721398487,51.63457,30.90098
1721398488,51.95197,29.55332
1721398489,51.97582,28.18649
1721398490,52.41099,30.59086
1721398491,51.73627,30.4149
1721398492,52.52336,30.17879
1721398493,52.37343,30.23641
1721398494,52.00703,30.19002
1721398495,52.52932,29.90872
1721398496,52.59242,27.81893
1721398497,52.79125,30.11437
1721398498,52.81775,31.00925
1721398499,52.95171,28.82704
1721398500,53.10546,32.34289
1721398501,52.50261,30.05423
1721398502,52.91925,29.78523
1721398503,52.84926,30.40206
1721398504,52.62374,30.68753
1721398505,53.53223,29.38239
1721398506,53.09927,30.24526
1721398507,52.58907,30.80533
1721398508,52.43472,32.0263
1721398509,52.64846,31.88474
1721398510,53.43541,30.84567
1721398511,52.37884,29.42293
1721398512,53.31648,31.11688
1721398513,52.95373,30.15128
1721398514,55.58211,30.47119
1721398515,53.19291,32.78235
1721398516,55.85079,31.85016
1721398517,53.26113,30.95535
1721398518,52.05341,30.19827
1721398519,52.33018,31.60713
1721398520,51.89946,28.07048
1721398521,51.92891,29.81181
1721398522,52.00594,28.94259
1721398523,51.44619,28.97334
1721398524,52.1381,30.12294
1721398525,51.94256,30.53589
1721398526,51.49274,30.27619
1721398527,51.18498,30.70357
1721398528,51.57883,31.21655
1721398529,51.51543,31.16156
1721398530,51.67354,29.62137
1721398531,51.73957,31.17574
1721398532,51.64677,30.78681
1721398533,52.17846,30.55059
1721398534,51.32911,31.37785
1721398535,52.08972,31.51861
1721398536,51.58194,29.93267
1721398537,52.07016,31.521
1721398538,51.84632,31.11682
1721398539,51.81876,30.48651
1721398540,52.07757,30.40435
1721398541,52.49435,29.85419
1721398542,52.02167,30.9058
1721398543,51.97937,30.43017
1721398544,51.91431,28.31712
1721398545,51.43112,30.14743
1721398546,52.03072,31.25626
1721398547,51.61863,30.06333
1721398548,51.84842,30.52657
1721398549,51.09458,30.18941
1721398550,50.80963,29.8591
1721398551,50.58447,30.38616
1721398552,50.92928,31.34297
1721398553,51.29077,30.82709
1721398554,50.95438,30.73893
1721398555,50.85882,30.41114
1721398556,50.75252,30.74248
1721398557,51.15485,31.26422
1721398558,52.02065,30.46173
1721398559,51.56471,30.06607
1721398560,51.49686,30.30667
1721398561,51.23705,31.32269
