et,brisque
1721398481,52.04866
1721398482,51.81759
1721398483,51.1303
1721398484,51.67306
1721398485,51.20998
1721398486,51.98126
1721398487,51.63457
1721398488,51.95197
1721398489,51.97582
1721398490,52.41099
1721398491,51.73627
1721398492,52.52336
1721398493,52.37343
1721398494,52.00703
1721398495,52.52932
1721398496,52.59242
1721398497,52.79125
1721398498,52.81775
1721398499,52.95171
1721398500,53.10546
1721398501,52.50261
1721398502,52.91925
1721398503,52.84926
1721398504,52.62374
1721398505,53.53223
1721398506,53.09927
1721398507,52.58907
1721398508,52.43472
1721398509,52.64846
1721398510,53.43541
1721398511,52.37884
1721398512,53.31648
1721398513,52.95373
1721398514,55.58211
1721398515,53.19291
1721398516,55.85079
1721398517,53.26113
1721398518,52.05341
1721398519,52.33018
1721398520,51.89946
1721398521,51.92891
1721398522,52.00594
1721398523,51.44619
1721398524,52.1381
1721398525,51.94256
1721398526,51.49274
1721398527,51.18498
1721398528,51.57883
1721398529,51.51543
1721398530,51.67354
1721398531,51.73957
1721398532,51.64677
1721398533,52.17846
1721398534,51.32911
1721398535,52.08972
1721398536,51.58194
1721398537,52.07016
1721398538,51.84632
1721398539,51.81876
1721398540,52.07757
1721398541,52.49435
1721398542,52.02167
1721398543,51.97937
1721398544,51.91431
1721398545,51.43112
1721398546,52.03072
1721398547,51.61863
1721398548,51.84842
1721398549,51.09458
1721398550,50.80963
1721398551,50.58447
1721398552,50.92928
1721398553,51.29077
1721398554,50.95438
1721398555,50.85882
1721398556,50.75252
1721398557,51.15485
1721398558,52.02065
1721398559,51.56471
1721398560,51.49686
1721398561,51.23705
1721398562,51.12244
1721398563,51.25646
1721398564,51.57733
1721398565,51.14801
1721398566,50.66536
1721398567,51.2026
1721398568,51.5615
1721398569,50.94621
1721398570,51.50407
1721398571,50.06071
1721398572,48.4681
1721398573,49.40655
1721398574,49.36515
1721398575,49.78136
1721398576,50.13858
1721398577,50.39269
1721398578,49.87157
1721398579,50.02575
1721398580,49.92248
1721398581,50.25284
1721398582,49.87496
1721398583,49.95619
1721398584,49.74083
1721398585,49.79949
1721398586,49.41311
1721398587,49.24869
1721398588,49.68943
1721398589,49.89903
1721398590,49.26882
1721398591,49.99695
1721398592,50.11305
1721398593,50.11726
1721398594,49.67929
1721398595,49.81719
1721398596,49.56942
1721398597,49.48381
1721398598,49.21212
1721398599,49.53273
1721398600,49.37832
1721398601,49.28734
1721398602,48.8694
1721398603,48.71253
1721398604,49.03172
1721398605,48.73985
1721398606,49.22507
1721398607,49.7035
1721398608,49.54772
1721398609,49.70751
1721398610,49.9636
1721398611,49.77591
1721398612,49.6614
1721398613,49.96884
1721398614,49.81079
1721398615,49.15472
1721398616,48.90438
1721398617,49.18699
1721398618,48.86564
1721398619,49.36018
1721398620,49.42535
1721398621,50.31605
1721398622,50.24709
1721398623,49.83263
1721398624,50.74928
1721398625,50.41854
1721398626,50.25984
1721398627,50.33317
1721398628,50.13393
1721398629,49.99127
1721398630,50.183
1721398631,51.90173
1721398632,50.01578
1721398633,49.53523
1721398634,49.45924
1721398635,49.9702
1721398636,49.79856
1721398637,49.78591
1721398638,49.66174
1721398639,49.6025
1721398640,49.29913
1721398641,49.31262
1721398642,49.32654
1721398643,49.33664
1721398644,58.08906
1721398645,57.06939
1721398646,56.00276
1721398647,55.38255
1721398648,55.01939
1721398649,54.78027
1721398650,58.2576
1721398651,55.92126
1721398652,55.39544
1721398653,56.17421
1721398654,55.96901
1721398655,56.18598
1721398656,56.11865
1721398657,55.48791
1721398658,55.37311
1721398659,55.53929
1721398660,55.3671
1721398661,55.25779
1721398662,55.11668
1721398663,55.14834
1721398664,55.08433
1721398665,55.61662
1721398666,55.86612
1721398667,56.00128
1721398668,56.08586
1721398669,56.06664
1721398670,56.48168
1721398671,56.07649
1721398672,55.4463
1721398673,55.7082
1721398674,55.41361
1721398675,55.35035
1721398676,56.15553
1721398677,55.74497
1721398678,55.7069
1721398679,55.793
1721398680,55.85588
1721398681,57.05326
1721398682,56.80773
1721398683,58.52086
1721398684,57.76834
1721398685,57.4613
1721398686,57.87934
1721398687,57.80631
1721398688,56.3144
1721398689,54.54875
1721398690,54.09311
1721398691,54.78634
1721398692,53.97588
1721398693,55.09171
1721398694,55.00507
1721398695,54.42518
1721398696,54.48594
1721398697,53.81279
1721398698,53.85842
1721398699,53.79048
1721398700,53.69804
1721398701,54.0718
1721398702,53.86713
1721398703,54.17794
1721398704,54.38184
1721398705,55.3539
1721398706,54.17802
1721398707,54.67453
1721398708,54.11028
1721398709,54.25692
1721398710,54.46754
1721398711,54.6324
1721398712,54.49563
1721398713,54.42373
1721398714,54.71813
1721398715,54.43297
1721398716,54.64116
1721398717,54.30113
1721398718,54.11984
1721398719,54.20044
1721398720,54.1278
1721398721,54.41738
1721398722,54.49566
