fps,et,screenshots_num
13,1719217974,26
20,1719217975,41
19,1719217976,41
20,1719217977,41
19,1719217978,43
21,1719217979,41
20,1719217980,44
19,1719217981,43
20,1719217982,40
19,1719217983,45
21,1719217984,43
20,1719217985,42
19,1719217986,44
19,1719217987,44
20,1719217988,42
17,1719217989,46
4,1719217990,55
2,1719217991,56
0,1719217992,58
12,1719217993,49
14,1719217994,45
15,1719217995,45
15,1719217996,43
16,1719217997,45
17,1719217998,43
16,1719217999,43
17,1719218000,43
16,1719218001,43
15,1719218002,45
15,1719218003,47
15,1719218004,43
15,1719218005,43
15,1719218006,45
15,1719218007,47
15,1719218008,45
15,1719218009,45
15,1719218010,45
15,1719218011,45
15,1719218012,44
15,1719218013,44
15,1719218014,46
15,1719218015,45
15,1719218016,45
15,1719218017,43
15,1719218018,46
12,1719218019,49
15,1719218020,43
15,1719218021,45
15,1719218022,51
15,1719218023,47
15,1719218024,48
15,1719218025,46
15,1719218026,45
15,1719218027,45
15,1719218028,45
15,1719218029,45
15,1719218030,43
15,1719218031,45
15,1719218032,45
15,1719218033,46
14,1719218034,44
15,1719218035,45
15,1719218036,42
16,1719218037,46
14,1719218038,46
15,1719218039,47
15,1719218040,45
15,1719218041,43
14,1719218042,43
16,1719218043,44
16,1719218044,46
14,1719218045,48
15,1719218046,46
16,1719218047,45
14,1719218048,45
15,1719218049,44
15,1719218050,45
15,1719218051,46
15,1719218052,47
15,1719218053,42
15,1719218054,45
15,1719218055,47
14,1719218056,45
16,1719218057,43
15,1719218058,46
15,1719218059,47
15,1719218060,46
15,1719218061,46
15,1719218062,47
15,1719218063,46
15,1719218064,49
15,1719218065,45
15,1719218066,45
15,1719218067,45
15,1719218068,45
15,1719218069,45
15,1719218070,45
15,1719218071,48
15,1719218072,45
15,1719218073,43
15,1719218074,45
15,1719218075,47
15,1719218076,48
15,1719218077,45
15,1719218078,44
15,1719218079,44
15,1719218080,47
15,1719218081,44
15,1719218082,44
15,1719218083,46
13,1719218084,49
16,1719218085,43
16,1719218086,45
15,1719218087,44
15,1719218088,44
15,1719218089,43
15,1719218090,43
15,1719218091,45
15,1719218092,43
15,1719218093,47
15,1719218094,44
15,1719218095,47
15,1719218096,44
15,1719218097,48
15,1719218098,45
15,1719218099,45
15,1719218100,48
15,1719218101,44
15,1719218102,44
15,1719218103,47
15,1719218104,46
15,1719218105,46
16,1719218106,46
19,1719218107,43
21,1719218108,43
21,1719218109,41
20,1719218110,43
18,1719218111,43
19,1719218112,45
20,1719218113,44
20,1719218114,42
17,1719218115,43
20,1719218116,45
21,1719218117,42
20,1719218118,44
20,1719218119,43
20,1719218120,45
19,1719218121,48
19,1719218122,42
20,1719218123,44
19,1719218124,42
21,1719218125,45
20,1719218126,44
19,1719218127,43
20,1719218128,44
20,1719218129,41
20,1719218130,43
20,1719218131,41
20,1719218132,44
19,1719218133,44
20,1719218134,42
19,1719218135,44
20,1719218136,44
20,1719218137,43
19,1719218138,46
20,1719218139,41
19,1719218140,42
20,1719218141,45
20,1719218142,43
20,1719218143,44
20,1719218144,47
20,1719218145,44
19,1719218146,44
21,1719218147,44
19,1719218148,41
19,1719218149,42
20,1719218150,43
19,1719218151,41
20,1719218152,45
20,1719218153,42
20,1719218154,42
19,1719218155,48
20,1719218156,44
21,1719218157,42
19,1719218158,42
20,1719218159,44
20,1719218160,45
20,1719218161,43
19,1719218162,44
19,1719218163,45
20,1719218164,43
19,1719218165,45
20,1719218166,42
20,1719218167,47
19,1719218168,45
20,1719218169,41
20,1719218170,42
19,1719218171,45
21,1719218172,42
20,1719218173,41
20,1719218174,44
20,1719218175,45
20,1719218176,43
18,1719218177,41
21,1719218178,41
21,1719218179,45
19,1719218180,45
19,1719218181,45
20,1719218182,43
19,1719218183,42
20,1719218184,44
20,1719218185,44
20,1719218186,41
19,1719218187,44
19,1719218188,45
20,1719218189,44
20,1719218190,46
16,1719218191,44
19,1719218192,45
19,1719218193,48
20,1719218194,48
19,1719218195,40
20,1719218196,39
20,1719218197,47
19,1719218198,39
19,1719218199,39
20,1719218200,42
20,1719218201,44
19,1719218202,42
20,1719218203,41
20,1719218204,44
20,1719218205,46
20,1719218206,42
19,1719218207,40
20,1719218208,44
20,1719218209,44
20,1719218210,42
20,1719218211,43
20,1719218212,42
20,1719218213,43
19,1719218214,42
19,1719218215,42
