bps,et
277872000,1714921492
27096000,1714921493
2734640,1714921494
27144000,1714921495
2679920,1714921496
2594080,1714921497
2629760,1714921498
2509840,1714921499
2527680,1714921500
2579760,1714921501
2497840,1714921502
2494480,1714921503
2547520,1714921504
2592000,1714921505
2525840,1714921506
2580960,1714921507
2609120,1714921508
2617440,1714921509
2683760,1714921510
2676640,1714921511
2691600,1714921512
2718640,1714921513
2793440,1714921514
2767680,1714921515
27144000,1714921516
2745360,1714921517
2725840,1714921519
2729200,1714921520
2689440,1714921521
2631680,1714921522
2619760,1714921523
2630160,1714921524
2616400,1714921525
2558720,1714921526
2520160,1714921527
2504960,1714921528
2567680,1714921529
258816000,1714921530
2489280,1714921531
2413120,1714921532
2141760,1714921533
1838800,1714921534
1560000,1714921535
1560000,1714921536
1258880,1714921537
895040,1714921538
60408000,1714921539
397600,1714921540
160240,1714921541
159120,1714921542
160720,1714921543
160000,1714921544
160160,1714921545
629360,1714921546
56000,1714921547
614240,1714921548
607840,1714921549
605360,1714921550
601120,1714921551
598320,1714921552
597200,1714921553
128160,1714921554
136160,1714921555
143040,1714921556
152160,1714921557
165280,1714921558
175200,1714921559
188960,1714921560
201120,1714921561
217920,1714921562
233280,1714921563
250240,1714921564
268960,1714921565
286720,1714921566
311840,1714921567
337840,1714921568
35776000,1714921569
375840,1714921570
403040,1714921571
449200,1714921572
488320,1714921573
529200,1714921574
568800,1714921575
625600,1714921576
697360,1714921577
758880,1714921578
840400,1714921579
897040,1714921580
958320,1714921581
1019440,1714921582
1105360,1714921583
1122640,1714921584
1179840,1714921585
1179840,1714921586
12360000,1714921587
1293280,1714921588
1349360,1714921589
1414560,1714921590
1484160,1714921591
1494560,1714921592
1589120,1714921593
1636720,1714921594
1620800,1714921595
1650080,1714921596
1680480,1714921597
1693120,1714921598
1667280,1714921599
1698160,1714921600
1696160,1714921601
1699680,1714921602
1775200,1714921603
1774000,1714921604
1756720,1714921605
1762000,1714921606
1818960,1714921607
1821520,1714921608
1785360,1714921609
1779120,1714921610
1773360,1714921611
1789120,1714921612
1822720,1714921613
1818000,1714921614
1815520,1714921615
182032000,1714921616
1869360,1714921617
1876320,1714921618
1876480,1714921619
1867680,1714921620
1865440,1714921621
1865360,1714921622
1862000,1714921623
1876640,1714921624
1861200,1714921625
18760000,1714921626
1885520,1714921627
1901840,1714921628
1896800,1714921629
1916880,1714921630
1915600,1714921631
1920320,1714921632
19400000,1714921633
1853520,1714921634
1631440,1714921635
1400240,1714921636
1179360,1714921637
960320,1714921638
741200,1714921639
517039,1714921640
656960,1714921641
512320,1714921642
512080,1714921643
512080,1714921644
507120,1714921645
505920,1714921646
504080,1714921647
500640,1714921648
49848000,1714921649
142880,1714921650
145920,1714921651
158080,1714921652
166560,1714921653
17848000,1714921654
197040,1714921655
219440,1714921656
234880,1714921657
253440,1714921658
281040,1714921659
297200,1714921660
323440,1714921661
352720,1714921662
375680,1714921663
403680,1714921664
440000,1714921665
480240,1714921666
516400,1714921667
563040,1714921668
60464000,1714921669
655040,1714921670
711600,1714921671
744480,1714921672
794080,1714921673
843360,1714921674
892480,1714921675
158064000,1714921676
1001040,1714921677
1057520,1714921678
1071440,1714921679
1157680,1714921680
1223760,1714921681
1297360,1714921682
1312160,1714921683
1362800,1714921684
1414640,1714921685
1435520,1714921686
1494800,1714921687
1502160,1714921688
1511840,1714921689
1508960,1714921690
1557360,1714921691
1576320,1714921692
1561920,1714921693
1576640,1714921694
1571200,1714921695
1566000,1714921696
1543600,1714921697
1525760,1714921698
1517120,1714921699
1518960,1714921700
1521680,1714921701
1503360,1714921702
1506240,1714921703
1533200,1714921704
1543040,1714921705
1550560,1714921706
1550560,1714921707
1545360,1714921708
1508880,1714921709
1481920,1714921710
1547440,1714921711
1558160,1714921712
1556240,1714921713
1595600,1714921714
1616240,1714921715
1647040,1714921716
1642800,1714921718
1669200,1714921719
1639040,1714921720
1651440,1714921721
1649360,1714921722
1648560,1714921723
1651280,1714921724
1669840,1714921725
1718720,1714921726
1735120,1714921727
1736480,1714921728
1751040,1714921729
1724880,1714921730
1695840,1714921731
1696400,1714921732
1689280,1714921733
1689680,1714921734
