et,brisque
1714917840,47.13461
1714917841,46.8473
1714917842,46.3795
1714917843,46.62411
1714917844,46.6231
1714917845,46.84733
1714917846,46.75418
1714917847,46.88628
1714917848,45.92788
1714917849,47.19536
1714917850,46.73385
1714917851,46.13626
1714917852,46.88252
1714917853,45.53569
1714917854,45.88663
1714917855,46.17642
1714917856,46.01596
1714917857,45.63688
1714917858,46.06513
1714917859,45.96373
1714917860,45.54816
1714917861,45.49406
1714917862,45.57044
1714917863,45.49755
1714917864,45.49788
1714917865,81.26537
1714917866,82.40608
1714917867,81.66152
1714917868,80.43593
1714917869,79.70259
1714917870,81.65478
1714917871,80.97086
1714917872,80.38196
1714917873,80.04787
1714917874,79.66867
1714917875,79.56195
1714917876,79.04656
1714917877,79.6769
1714917878,79.10446
1714917879,78.69366
1714917880,78.18443
1714917881,80.51507
1714917882,79.36725
1714917883,79.00688
1714917884,78.4364
1714917885,79.86879
1714917886,78.34812
1714917887,77.91973
1714917888,81.49751
1714917889,79.82092
1714917890,79.28956
1714917891,78.95179
1714917892,82.80619
1714917893,79.85749
1714917894,80.03587
1714917895,78.97003
1714917896,80.48963
1714917897,78.91702
1714917898,78.40334
1714917899,78.15729
1714917900,78.37021
1714917901,80.10424
1714917902,78.66716
1714917903,78.08178
1714917904,78.19828
1714917905,80.00619
1714917906,78.72596
1714917907,78.9702
1714917908,79.2491
1714917909,80.65224
1714917910,79.59648
1714917911,79.87858
1714917912,79.82829
1714917913,80.17623
1714917914,79.06716
1714917915,78.91572
1714917916,81.0537
1714917917,79.38563
1714917918,78.52437
1714917919,77.70415
1714917920,80.7146
1714917921,78.56427
1714917922,77.8123
1714917923,77.57143
1714917924,80.83973
1714917925,78.22679
1714917926,78.09311
1714917927,77.52649
1714917928,77.71579
1714917929,80.64927
1714917930,79.15795
1714917931,79.33236
1714917932,78.61467
1714917933,79.38878
1714917934,78.4821
1714917935,78.41359
1714917936,78.42927
1714917937,78.98177
1714917938,78.28727
1714917939,77.63186
1714917940,77.91138
1714917941,78.91119
1714917942,78.32285
1714917943,78.14713
1714917944,78.0214
1714917945,80.12607
1714917946,76.16205
1714917947,74.43429
1714917948,74.55759
1714917949,74.22722
1714917950,74.16938
1714917951,73.86226
1714917952,73.57832
1714917953,73.43885
1714917954,73.07998
1714917955,52.28533
1714917956,51.49576
1714917957,50.9831
1714917958,50.71797
1714917959,50.55775
1714917960,50.61121
1714917961,50.32286
1714917962,50.37778
1714917963,50.21183
1714917964,51.12279
1714917965,50.45104
1714917966,50.33454
1714917967,51.45468
1714917968,50.73521
1714917969,49.35871
1714917970,48.79955
1714917971,48.63282
1714917972,49.16926
1714917973,48.4982
1714917974,49.40326
1714917975,48.71407
1714917976,48.45874
1714917977,48.5303
1714917978,47.99083
1714917979,48.06487
1714917980,48.28029
1714917981,47.99741
1714917982,47.70133
1714917983,50.06103
1714917984,48.47405
1714917985,48.41958
1714917986,48.51306
1714917987,47.93547
1714917988,47.616
1714917989,48.56318
1714917990,47.32377
1714917991,47.63657
1714917992,47.49028
1714917993,47.45626
1714917994,48.11431
1714917995,47.89536
1714917996,47.04165
1714917997,46.82426
1714917998,47.01523
1714917999,49.10726
1714918000,47.64576
1714918001,47.18075
1714918002,47.02405
1714918003,46.99192
1714918004,47.11392
1714918005,47.03781
1714918006,47.01936
1714918007,82.17391
1714918008,79.82394
1714918009,78.79035
1714918010,78.13271
1714918011,78.22117
1714918012,81.02
1714918013,81.93286
1714918014,79.40477
1714918015,78.42738
1714918016,78.10492
1714918017,80.74972
1714918018,78.80469
1714918019,78.26621
1714918020,78.20303
1714918021,79.97506
1714918022,79.19766
1714918023,78.79531
1714918024,78.52329
1714918025,78.11096
1714918026,79.03239
1714918027,78.57467
1714918028,78.10396
1714918029,81.21378
1714918030,79.47342
1714918031,78.86275
1714918032,78.02593
1714918033,77.64472
1714918034,79.86116
1714918035,78.55441
1714918036,77.95345
1714918037,78.68352
1714918038,78.7806
1714918039,77.92474
1714918040,77.02923
1714918041,77.37748
1714918042,74.28749
1714918043,73.66453
1714918044,72.50714
1714918045,72.8158
1714918046,72.50634
1714918047,72.10836
1714918048,71.94428
1714918049,72.11976
1714918050,72.05599
1714918051,71.68376
1714918052,71.78599
1714918053,46.99247
1714918054,45.62368
1714918055,45.31979
1714918056,47.31414
1714918057,52.12254
1714918058,51.0974
1714918059,50.51685
1714918060,50.07428
1714918061,49.71198
1714918062,49.87707
1714918063,50.15083
1714918064,50.24752
1714918065,50.03041
1714918066,49.41725
1714918067,50.01395
1714918068,49.44463
1714918069,49.68522
1714918070,49.76173
1714918071,49.69002
1714918072,49.4928
1714918073,49.58605
1714918074,49.42366
1714918075,49.56185
1714918076,49.98505
1714918077,49.96655
1714918078,50.03856
1714918079,49.26852
1714918080,49.03645
1714918081,49.20305
