bps,et
26792000,1714917839
26192000,1714917840
2617360,1714917841
2657280,1714917842
2642080,1714917843
2595680,1714917844
2536880,1714917845
2528720,1714917846
2560000,1714917847
2611440,1714917848
2572720,1714917849
2576960,1714917850
2539840,1714917851
2587360,1714917852
2640400,1714917853
2666000,1714917854
2659360,1714917855
2655440,1714917856
2641680,1714917857
2653440,1714917858
2650080,1714917859
2315280,1714917860
1996720,1714917861
1663840,1714917862
1351920,1714917863
1031440,1714917864
772320,1714917865
50008000,1714917866
238000,1714917867
238400,1714917868
239280,1714917869
237360,1714917870
237360,1714917871
236560,1714917872
236240,1714917873
236640,1714917874
237440,1714917875
234480,1714917876
234720,1714917877
236080,1714917878
233280,1714917879
233280,1714917880
238320,1714917881
237520,1714917882
237520,1714917883
237200,1714917884
238960,1714917885
238720,1714917886
238400,1714917887
239280,1714917888
238880,1714917889
240560,1714917890
238320,1714917891
237040,1714917892
238320,1714917893
232480,1714917894
230480,1714917895
231520,1714917896
237120,1714917897
236880,1714917898
239280,1714917899
239680,1714917900
236320,1714917901
242720,1714917902
244000,1714917903
242800,1714917904
237520,1714917905
237360,1714917906
237360,1714917907
238240,1714917908
239840,1714917909
239600,1714917910
229920,1714917911
224000,1714917912
216400,1714917913
207680,1714917914
201200,1714917915
199600,1714917916
201120,1714917917
198160,1714917918
2032000,1714917919
208320,1714917920
221120,1714917921
234960,1714917922
244320,1714917923
251680,1714917924
25816000,1714917925
259600,1714917926
264960,1714917927
265680,1714917928
260480,1714917929
252000,1714917930
249040,1714917931
239600,1714917932
239600,1714917933
226080,1714917934
224560,1714917935
220640,1714917936
217760,1714917937
22056000,1714917938
224240,1714917939
226560,1714917940
236560,1714917941
251440,1714917942
266000,1714917943
279360,1714917944
297760,1714917945
309120,1714917946
329920,1714917947
338640,1714917948
353200,1714917949
365440,1714917950
376640,1714917951
398080,1714917952
428320,1714917953
460400,1714917954
481120,1714917955
523440,1714917956
568320,1714917957
-8000,1714917958
682720,1714917959
736240,1714917960
803600,1714917961
874800,1714917962
941520,1714917963
1005280,1714917964
1059440,1714917965
1104000,1714917966
1135200,1714917967
1182080,1714917968
1207520,1714917969
1254960,1714917970
1281120,1714917971
1308160,1714917972
1319200,1714917973
1353680,1714917975
1416480,1714917976
1459200,1714917977
1492640,1714917978
1497680,1714917979
1522720,1714917980
1547120,1714917981
1584160,1714917982
1561600,1714917983
1544080,1714917984
1540960,1714917985
1547600,1714917986
1537680,1714917987
1568800,1714917988
1527280,1714917989
1523120,1714917990
1523120,1714917991
1567520,1714917992
1581280,1714917993
1589440,1714917994
1589680,1714917995
1593200,1714917996
1588240,1714917997
16392000,1714917998
16392000,1714917999
16312000,1714918000
1615040,1714918001
1618720,1714918002
1632320,1714918003
1471520,1714918004
1307360,1714918005
1126000,1714918006
947280,1714918007
790320,1714918008
639040,1714918009
454640,1714918010
258640,1714918011
233280,1714918012
237440,1714918013
237600,1714918014
237040,1714918015
237520,1714918016
237040,1714918017
238320,1714918018
238560,1714918019
236560,1714918020
235680,1714918021
234640,1714918022
234720,1714918023
234880,1714918024
235280,1714918025
235040,1714918026
235360,1714918027
238160,1714918028
238960,1714918029
251680,1714918030
249840,1714918031
250400,1714918032
254000,1714918033
258800,1714918034
260880,1714918035
268640,1714918036
279520,1714918037
288080,1714918038
298320,1714918039
309440,1714918040
319120,1714918041
333600,1714918042
351120,1714918043
359120,1714918044
367040,1714918045
368640,1714918046
368640,1714918047
386640,1714918048
393440,1714918049
409920,1714918050
428960,1714918051
446960,1714918052
482480,1714918053
516640,1714918054
554560,1714918055
591520,1714918056
636000,1714918057
674480,1714918058
719040,1714918059
734240,1714918060
771920,1714918061
782640,1714918062
824960,1714918063
843440,1714918064
880240,1714918065
92456000,1714918066
93888000,1714918067
981680,1714918068
989360,1714918069
1023200,1714918070
1027920,1714918071
1050720,1714918072
1056240,1714918073
1050800,1714918074
1050000,1714918075
1063280,1714918076
1072400,1714918077
1078000,1714918078
1077200,1714918079
1073520,1714918080
