fps,et
10,1716562927
16,1716562928
14,1716562929
22,1716562930
17,1716562931
18,1716562932
15,1716562933
27,1716562934
18,1716562935
21,1716562936
19,1716562937
19,1716562938
16,1716562939
24,1716562940
16,1716562941
20,1716562942
18,1716562943
19,1716562944
14,1716562945
19,1716562946
14,1716562947
16,1716562948
9,1716562949
20,1716562950
12,1716562951
15,1716562952
17,1716562953
18,1716562954
3,1716562955
13,1716562956
14,1716562957
12,1716562958
15,1716562959
12,1716562960
9,1716562961
11,1716562962
16,1716562963
20,1716562964
16,1716562965
9,1716562966
17,1716562967
13,1716562968
10,1716562969
8,1716562970
8,1716562971
14,1716562972
12,1716562973
8,1716562974
21,1716562975
18,1716562976
16,1716562977
10,1716562978
19,1716562979
19,1716562980
18,1716562981
18,1716562982
19,1716562983
15,1716562984
6,1716562985
19,1716562986
14,1716562987
9,1716562988
16,1716562989
18,1716562990
19,1716562991
19,1716562992
20,1716562993
13,1716562994
13,1716562995
20,1716562996
14,1716562997
15,1716562998
16,1716562999
10,1716563000
12,1716563001
22,1716563002
10,1716563003
20,1716563004
18,1716563005
19,1716563006
17,1716563007
19,1716563008
24,1716563009
17,1716563010
16,1716563011
18,1716563012
19,1716563013
18,1716563014
25,1716563015
22,1716563016
13,1716563017
21,1716563018
17,1716563019
17,1716563020
24,1716563021
13,1716563022
19,1716563023
16,1716563024
22,1716563025
16,1716563026
17,1716563027
11,1716563028
21,1716563029
18,1716563030
20,1716563031
18,1716563032
11,1716563033
10,1716563034
9,1716563035
15,1716563036
17,1716563037
16,1716563038
21,1716563039
6,1716563040
9,1716563041
14,1716563042
12,1716563043
5,1716563044
20,1716563045
17,1716563046
17,1716563047
22,1716563048
5,1716563049
22,1716563050
14,1716563051
21,1716563052
21,1716563053
19,1716563054
19,1716563055
14,1716563056
14,1716563057
8,1716563058
5,1716563059
12,1716563060
13,1716563061
17,1716563062
12,1716563063
20,1716563064
17,1716563065
16,1716563066
24,1716563067
20,1716563068
18,1716563069
9,1716563070
15,1716563071
9,1716563072
20,1716563073
14,1716563074
9,1716563075
15,1716563076
14,1716563077
12,1716563078
13,1716563079
5,1716563080
6,1716563081
17,1716563082
11,1716563083
7,1716563084
14,1716563085
18,1716563086
19,1716563087
7,1716563088
12,1716563089
19,1716563090
22,1716563091
15,1716563092
21,1716563093
14,1716563094
5,1716563095
8,1716563096
24,1716563097
16,1716563098
20,1716563099
7,1716563100
16,1716563101
15,1716563102
23,1716563103
21,1716563104
18,1716563105
19,1716563106
13,1716563107
18,1716563108
16,1716563109
14,1716563110
23,1716563111
17,1716563112
5,1716563113
17,1716563114
12,1716563115
14,1716563116
15,1716563117
15,1716563118
15,1716563119
19,1716563120
14,1716563121
10,1716563122
15,1716563123
19,1716563124
15,1716563125
24,1716563126
20,1716563127
17,1716563128
15,1716563129
17,1716563130
17,1716563131
19,1716563132
17,1716563133
21,1716563134
20,1716563135
10,1716563136
22,1716563137
19,1716563138
15,1716563139
16,1716563140
12,1716563141
23,1716563142
17,1716563143
13,1716563144
20,1716563145
17,1716563146
18,1716563147
15,1716563148
22,1716563149
17,1716563150
18,1716563151
24,1716563152
19,1716563153
19,1716563154
16,1716563155
22,1716563156
18,1716563157
18,1716563158
17,1716563159
16,1716563160
20,1716563161
20,1716563162
15,1716563163
20,1716563164
12,1716563165
17,1716563166
15,1716563167
23,1716563168
9,1716563169
