fps,et,screenshots_num
16,1719221459,33
20,1719221460,40
20,1719221461,39
20,1719221462,40
20,1719221463,45
19,1719221464,44
21,1719221465,39
20,1719221466,45
19,1719221467,44
19,1719221468,43
21,1719221469,42
19,1719221470,44
19,1719221471,44
19,1719221472,41
19,1719221473,40
21,1719221474,43
19,1719221475,45
19,1719221476,37
19,1719221477,35
19,1719221478,27
19,1719221479,34
19,1719221480,43
20,1719221481,40
19,1719221482,42
20,1719221483,41
19,1719221484,42
21,1719221485,43
20,1719221486,44
19,1719221487,42
19,1719221488,45
19,1719221489,43
19,1719221490,43
10,1719221491,49
5,1719221492,52
17,1719221493,43
18,1719221494,40
16,1719221495,44
15,1719221496,45
16,1719221497,42
21,1719221498,39
21,1719221499,37
21,1719221500,40
19,1719221501,40
20,1719221502,43
16,1719221503,44
20,1719221504,44
20,1719221505,46
20,1719221506,44
19,1719221507,44
14,1719221508,45
13,1719221509,47
18,1719221510,46
16,1719221511,45
17,1719221512,45
16,1719221513,42
18,1719221514,45
22,1719221515,38
21,1719221516,44
20,1719221517,44
17,1719221518,46
21,1719221519,41
19,1719221520,43
19,1719221521,40
19,1719221522,43
21,1719221523,40
19,1719221524,41
19,1719221525,43
20,1719221526,46
20,1719221527,41
18,1719221528,39
20,1719221529,40
20,1719221530,43
20,1719221531,42
20,1719221532,43
18,1719221533,44
21,1719221534,41
22,1719221535,44
19,1719221536,44
21,1719221537,39
20,1719221538,41
19,1719221539,43
20,1719221540,44
20,1719221541,42
13,1719221542,47
5,1719221543,54
11,1719221544,47
20,1719221545,40
14,1719221546,44
17,1719221547,46
20,1719221548,45
22,1719221549,40
20,1719221550,42
20,1719221551,45
20,1719221552,45
20,1719221553,43
19,1719221554,44
20,1719221555,44
20,1719221556,45
18,1719221557,37
20,1719221558,38
18,1719221559,39
21,1719221560,38
20,1719221561,41
19,1719221562,43
19,1719221563,41
20,1719221564,46
20,1719221565,42
20,1719221566,44
20,1719221567,41
19,1719221568,43
21,1719221569,41
20,1719221570,43
18,1719221571,45
20,1719221572,43
20,1719221573,42
20,1719221574,43
20,1719221575,43
20,1719221576,43
20,1719221577,43
17,1719221578,41
20,1719221579,45
20,1719221580,42
19,1719221581,42
20,1719221582,41
20,1719221583,44
21,1719221584,47
20,1719221585,48
17,1719221586,44
20,1719221587,43
18,1719221588,43
18,1719221589,42
18,1719221590,42
18,1719221591,47
18,1719221592,48
8,1719221593,53
2,1719221594,56
3,1719221595,55
27,1719221596,39
22,1719221597,44
21,1719221598,39
17,1719221599,44
20,1719221600,47
18,1719221601,45
20,1719221602,47
18,1719221603,41
6,1719221604,54
0,1719221605,58
14,1719221606,47
21,1719221607,43
22,1719221608,42
21,1719221609,46
7,1719221610,53
2,1719221611,58
14,1719221612,44
17,1719221613,42
18,1719221614,48
23,1719221615,40
22,1719221616,40
21,1719221617,45
15,1719221618,45
21,1719221619,41
19,1719221620,45
18,1719221621,45
18,1719221622,44
20,1719221623,44
20,1719221624,44
17,1719221625,43
11,1719221626,50
3,1719221627,55
26,1719221628,32
23,1719221629,49
24,1719221630,38
22,1719221631,38
22,1719221632,40
21,1719221633,46
18,1719221634,40
20,1719221635,39
21,1719221636,45
18,1719221637,40
20,1719221638,47
21,1719221639,39
20,1719221640,44
19,1719221641,44
20,1719221642,42
20,1719221643,44
20,1719221644,43
19,1719221645,40
19,1719221646,44
21,1719221647,45
19,1719221648,43
20,1719221649,37
20,1719221650,40
20,1719221651,42
18,1719221652,44
20,1719221653,43
21,1719221654,42
20,1719221655,43
19,1719221656,43
20,1719221657,41
18,1719221658,31
21,1719221659,40
20,1719221660,42
19,1719221661,42
20,1719221662,43
21,1719221663,47
18,1719221664,42
20,1719221665,45
21,1719221666,42
20,1719221667,45
20,1719221668,42
19,1719221669,40
19,1719221670,41
20,1719221671,42
20,1719221672,43
21,1719221673,45
20,1719221674,42
19,1719221675,43
19,1719221676,47
20,1719221677,42
19,1719221678,42
20,1719221679,45
20,1719221680,41
20,1719221681,42
20,1719221682,39
20,1719221683,41
19,1719221684,42
20,1719221685,43
19,1719221686,41
20,1719221687,41
19,1719221688,40
20,1719221689,40
20,1719221690,40
18,1719221691,44
20,1719221692,42
19,1719221693,46
19,1719221694,43
21,1719221695,42
18,1719221696,40
19,1719221697,38
18,1719221698,42
22,1719221699,41
22,1719221700,42
