fps,et,screenshots_num
1,1721397802,19
18,1721397803,40
19,1721397804,39
20,1721397805,40
16,1721397806,41
21,1721397807,38
18,1721397808,42
20,1721397809,41
18,1721397810,43
18,1721397811,41
18,1721397812,40
20,1721397813,41
19,1721397814,40
18,1721397815,39
19,1721397816,41
19,1721397817,40
18,1721397818,42
19,1721397819,43
19,1721397820,39
20,1721397821,42
18,1721397822,43
19,1721397823,40
21,1721397824,39
17,1721397825,43
19,1721397826,40
16,1721397827,43
18,1721397828,42
19,1721397829,40
19,1721397830,40
19,1721397831,40
18,1721397832,41
20,1721397833,40
20,1721397834,41
18,1721397835,39
19,1721397836,41
17,1721397837,41
21,1721397838,44
15,1721397839,45
21,1721397840,42
19,1721397841,43
20,1721397842,41
18,1721397843,43
19,1721397844,40
17,1721397845,41
20,1721397846,41
19,1721397847,41
18,1721397848,41
20,1721397849,40
18,1721397850,41
19,1721397851,37
21,1721397852,45
17,1721397853,41
19,1721397854,41
21,1721397855,37
18,1721397856,41
19,1721397857,40
20,1721397858,40
19,1721397859,41
20,1721397860,38
18,1721397861,40
19,1721397862,41
20,1721397863,39
18,1721397864,44
19,1721397865,39
20,1721397866,39
19,1721397867,39
18,1721397868,40
18,1721397869,39
20,1721397870,41
18,1721397871,40
18,1721397872,40
20,1721397873,39
19,1721397874,42
19,1721397875,41
18,1721397876,40
17,1721397877,42
21,1721397878,38
17,1721397879,41
16,1721397880,43
18,1721397881,44
18,1721397882,39
19,1721397883,41
19,1721397884,39
19,1721397885,40
18,1721397886,41
17,1721397887,41
19,1721397888,39
20,1721397889,39
18,1721397890,40
20,1721397891,39
19,1721397892,42
18,1721397893,39
21,1721397894,39
18,1721397895,41
19,1721397896,42
18,1721397897,39
19,1721397898,45
17,1721397899,42
17,1721397900,44
19,1721397901,38
17,1721397902,43
18,1721397903,43
21,1721397904,39
20,1721397905,39
19,1721397906,38
19,1721397907,40
19,1721397908,41
18,1721397909,39
18,1721397910,40
19,1721397911,41
18,1721397912,43
18,1721397913,40
19,1721397914,40
17,1721397915,41
18,1721397916,41
20,1721397917,39
18,1721397918,40
20,1721397919,41
19,1721397920,39
20,1721397921,40
17,1721397922,40
20,1721397923,39
18,1721397924,40
20,1721397925,37
18,1721397926,38
20,1721397927,40
17,1721397928,43
19,1721397929,41
19,1721397930,39
20,1721397931,43
20,1721397932,39
18,1721397933,44
16,1721397934,42
19,1721397935,41
19,1721397936,39
19,1721397937,38
18,1721397938,43
18,1721397939,42
19,1721397940,43
18,1721397941,43
20,1721397942,40
20,1721397943,41
19,1721397944,39
17,1721397945,45
19,1721397946,44
16,1721397947,44
19,1721397948,39
19,1721397949,39
20,1721397950,42
19,1721397951,40
18,1721397952,39
19,1721397953,40
18,1721397954,39
18,1721397955,41
20,1721397956,39
19,1721397957,40
19,1721397958,38
19,1721397959,39
19,1721397960,39
17,1721397961,40
21,1721397962,39
16,1721397963,42
20,1721397964,39
18,1721397965,40
20,1721397966,43
19,1721397967,39
20,1721397968,38
20,1721397969,40
20,1721397970,39
19,1721397971,41
18,1721397972,40
19,1721397973,43
17,1721397974,42
18,1721397975,41
19,1721397976,40
20,1721397977,40
20,1721397978,40
17,1721397979,41
19,1721397980,38
17,1721397981,43
18,1721397982,42
19,1721397983,40
19,1721397984,39
20,1721397985,40
18,1721397986,39
20,1721397987,40
18,1721397988,42
19,1721397989,43
18,1721397990,43
18,1721397991,45
17,1721397992,43
20,1721397993,40
19,1721397994,41
19,1721397995,41
16,1721397996,42
20,1721397997,39
19,1721397998,40
17,1721397999,42
19,1721398000,41
19,1721398001,39
18,1721398002,40
19,1721398003,38
16,1721398004,46
20,1721398005,40
16,1721398006,42
16,1721398007,41
19,1721398008,40
17,1721398009,44
20,1721398010,41
18,1721398011,43
18,1721398012,40
19,1721398013,39
20,1721398014,41
18,1721398015,43
19,1721398016,43
20,1721398017,39
20,1721398018,43
19,1721398019,39
18,1721398020,42
19,1721398021,39
19,1721398022,39
20,1721398023,39
18,1721398024,44
17,1721398025,43
19,1721398026,42
19,1721398027,41
19,1721398028,41
19,1721398029,44
19,1721398030,39
19,1721398031,42
19,1721398032,40
19,1721398033,41
19,1721398034,42
18,1721398035,43
19,1721398036,41
16,1721398037,41
19,1721398038,42
19,1721398039,40
19,1721398040,39
19,1721398041,38
18,1721398042,41
20,1721398043,40
