fps,et
5,1716735338
19,1716735339
21,1716735340
15,1716735341
13,1716735342
18,1716735343
14,1716735344
20,1716735345
20,1716735346
19,1716735347
18,1716735348
18,1716735349
14,1716735350
20,1716735351
18,1716735352
18,1716735353
21,1716735354
17,1716735355
18,1716735356
13,1716735357
20,1716735358
11,1716735359
21,1716735360
19,1716735361
17,1716735362
16,1716735363
21,1716735364
18,1716735365
18,1716735366
20,1716735367
16,1716735368
20,1716735369
19,1716735370
19,1716735371
18,1716735372
20,1716735373
18,1716735374
14,1716735375
17,1716735376
16,1716735377
18,1716735378
17,1716735379
18,1716735380
19,1716735381
17,1716735382
21,1716735383
18,1716735384
17,1716735385
17,1716735386
9,1716735387
14,1716735388
18,1716735389
19,1716735390
19,1716735391
19,1716735392
17,1716735393
18,1716735394
19,1716735395
20,1716735396
20,1716735397
17,1716735398
21,1716735399
18,1716735400
19,1716735401
18,1716735402
19,1716735403
17,1716735404
16,1716735405
18,1716735406
21,1716735407
17,1716735408
21,1716735409
15,1716735410
18,1716735411
16,1716735412
15,1716735413
18,1716735414
13,1716735415
20,1716735416
19,1716735417
16,1716735418
19,1716735419
20,1716735420
15,1716735421
20,1716735422
19,1716735423
19,1716735424
14,1716735425
19,1716735426
20,1716735427
20,1716735428
20,1716735429
20,1716735430
15,1716735431
18,1716735432
15,1716735433
17,1716735434
17,1716735435
16,1716735436
18,1716735437
17,1716735438
19,1716735439
18,1716735440
20,1716735441
19,1716735442
20,1716735443
18,1716735444
17,1716735445
19,1716735446
19,1716735447
17,1716735448
17,1716735449
16,1716735450
18,1716735451
19,1716735452
20,1716735453
16,1716735454
16,1716735455
19,1716735456
17,1716735457
13,1716735458
18,1716735459
18,1716735460
21,1716735461
19,1716735462
14,1716735463
14,1716735464
13,1716735465
17,1716735466
21,1716735467
16,1716735468
17,1716735469
18,1716735470
19,1716735471
20,1716735472
18,1716735473
20,1716735474
18,1716735475
17,1716735476
18,1716735477
20,1716735478
17,1716735479
19,1716735480
15,1716735481
17,1716735482
20,1716735483
20,1716735484
17,1716735485
17,1716735486
18,1716735487
13,1716735488
21,1716735489
19,1716735490
18,1716735491
19,1716735492
20,1716735493
17,1716735494
18,1716735495
16,1716735496
22,1716735497
15,1716735498
18,1716735499
20,1716735500
15,1716735501
19,1716735502
18,1716735503
9,1716735504
0,1716735505
0,1716735506
18,1716735507
11,1716735508
9,1716735509
9,1716735510
15,1716735511
20,1716735512
19,1716735513
20,1716735514
17,1716735515
17,1716735516
18,1716735517
20,1716735518
18,1716735519
15,1716735520
19,1716735521
20,1716735522
19,1716735523
21,1716735524
17,1716735525
18,1716735526
20,1716735527
20,1716735528
16,1716735529
14,1716735530
20,1716735531
20,1716735532
18,1716735533
12,1716735534
15,1716735535
16,1716735536
21,1716735537
19,1716735538
18,1716735539
16,1716735540
20,1716735541
18,1716735542
21,1716735543
15,1716735544
19,1716735545
18,1716735546
16,1716735547
18,1716735548
19,1716735549
20,1716735550
20,1716735551
20,1716735552
20,1716735553
18,1716735554
19,1716735555
18,1716735556
20,1716735557
19,1716735558
18,1716735559
15,1716735560
20,1716735561
18,1716735562
20,1716735563
16,1716735564
18,1716735565
19,1716735566
21,1716735567
18,1716735568
15,1716735569
16,1716735570
20,1716735571
17,1716735572
19,1716735573
17,1716735574
18,1716735575
18,1716735576
20,1716735577
18,1716735578
20,1716735579
7,1716735580
