bps,et
1992000,1716735340
2022240,1716735341
1972880,1716735342
1995680,1716735343
1926640,1716735344
1914000,1716735345
1934400,1716735346
1882880,1716735347
1906720,1716735348
1889600,1716735349
1945600,1716735350
1880000,1716735351
1983600,1716735352
2029680,1716735353
1976000,1716735354
2010720,1716735355
1974880,1716735356
2007760,1716735357
1964320,1716735358
1972720,1716735359
1987440,1716735360
1952000,1716735361
1969280,1716735362
1975680,1716735363
1981200,1716735364
1952000,1716735365
1977440,1716735366
1990240,1716735367
2002160,1716735368
2006960,1716735369
2001360,1716735370
1961440,1716735371
1992000,1716735372
2016800,1716735373
1992000,1716735374
1986880,1716735375
1966800,1716735376
1974160,1716735377
1974080,1716735378
1978480,1716735379
1978480,1716735380
1960400,1716735381
1934000,1716735382
1963600,1716735383
1990240,1716735384
1953600,1716735385
1949600,1716735386
2008560,1716735387
1978720,1716735388
2078000,1716735389
1952000,1716735390
1948800,1716735391
1920000,1716735392
2014480,1716735393
1935440,1716735394
1904000,1716735395
1963040,1716735396
1841840,1716735397
1960000,1716735398
1962720,1716735399
1960000,1716735400
1905280,1716735401
1977600,1716735402
2001760,1716735403
2022240,1716735404
1980960,1716735405
1978080,1716735406
1978080,1716735407
1988800,1716735408
1984480,1716735409
1980640,1716735410
1979280,1716735411
1972000,1716735412
1897200,1716735413
2000560,1716735414
1995600,1716735415
1974720,1716735416
1987200,1716735417
1975440,1716735418
1971200,1716735419
1949600,1716735420
1982720,1716735421
1950800,1716735422
1960000,1716735423
1966640,1716735424
1973520,1716735425
1976320,1716735426
1980880,1716735427
1993520,1716735428
1982320,1716735429
1976880,1716735430
1977200,1716735431
1980640,1716735432
1991520,1716735433
1992000,1716735434
1977920,1716735435
2012560,1716735436
1970400,1716735437
1987040,1716735438
1993200,1716735439
1982960,1716735440
1953680,1716735441
1948080,1716735442
1981120,1716735443
1950320,1716735444
2009920,1716735445
1961680,1716735446
1947120,1716735447
2005840,1716735448
1977360,1716735449
1993520,1716735450
2001120,1716735451
1964160,1716735452
1952000,1716735453
1995920,1716735454
2006080,1716735455
1960000,1716735456
1985280,1716735457
2026720,1716735458
1914960,1716735459
1938400,1716735460
1921200,1716735461
1932400,1716735462
1940000,1716735463
1950400,1716735464
1926800,1716735465
1875520,1716735466
2012720,1716735467
2005600,1716735468
2005600,1716735469
2009680,1716735470
1987760,1716735471
1974960,1716735472
1984000,1716735473
1999600,1716735474
2005360,1716735475
1982720,1716735476
2010160,1716735477
1979840,1716735478
1996240,1716735479
1996240,1716735480
2020000,1716735481
1979360,1716735482
1992000,1716735483
1977200,1716735484
1960080,1716735485
1942720,1716735486
1983520,1716735487
1979760,1716735488
1940880,1716735489
1975760,1716735490
2036720,1716735491
1982160,1716735492
1988560,1716735493
1976880,1716735494
2016800,1716735495
1973040,1716735496
1989360,1716735497
1969200,1716735498
1906800,1716735499
1976880,1716735500
1962240,1716735501
1966480,1716735502
1951600,1716735503
1967840,1716735504
1964720,1716735505
1955840,1716735506
1960000,1716735507
1976800,1716735508
1944000,1716735509
2008800,1716735510
1927600,1716735511
1847760,1716735512
1850720,1716735513
1882400,1716735514
1929280,1716735515
1858800,1716735516
1910000,1716735517
1836240,1716735518
1911120,1716735519
2034320,1716735520
2060719,1716735521
2002000,1716735522
1948080,1716735523
2009680,1716735524
2007680,1716735525
2019120,1716735526
1989840,1716735527
1962320,1716735528
1934560,1716735529
2029600,1716735530
1901760,1716735531
1889040,1716735532
1937120,1716735533
1880000,1716735534
1928400,1716735535
1952000,1716735536
1926080,1716735537
1883280,1716735538
1883280,1716735539
2003040,1716735540
2000880,1716735541
1968240,1716735542
2004480,1716735543
1967840,1716735544
1951120,1716735545
1992000,1716735546
1968880,1716735547
1975440,1716735548
2000800,1716735549
1972320,1716735550
1990880,1716735551
1992000,1716735552
2020000,1716735553
1964320,1716735554
1986880,1716735555
2028720,1716735556
1982160,1716735557
1974640,1716735558
1963120,1716735559
1968480,1716735560
1931200,1716735561
1951040,1716735562
1983840,1716735563
1912000,1716735564
1944000,1716735565
1951680,1716735566
1981600,1716735567
1943200,1716735568
1956320,1716735569
1998480,1716735570
1898720,1716735571
1952000,1716735572
1972880,1716735573
1928000,1716735574
1906960,1716735575
1952000,1716735576
1912000,1716735577
1893680,1716735578
1977120,1716735579
1912000,1716735580
1911040,1716735581
