iter	RMSE
630	3.519649238
631	3.519275987
632	3.518733845
633	3.517946905
634	3.517772767
635	3.51737492
636	3.516814277
637	3.516721842
638	3.516419093
639	3.515909172
640	3.515647284
641	3.515255728
642	3.514709081
643	3.514422913
644	3.513499151
645	3.512811044
646	3.512473316
647	3.512252007
648	3.511876484
649	3.51174328
650	3.510663139
651	3.510157682
652	3.50964281
653	3.508964485
654	3.507984505
655	3.507194309
656	3.506517256
657	3.506114298
658	3.505399668
659	3.504961172
660	3.504562829
661	3.504000011
662	3.5032261
663	3.50246075
664	3.501592079
665	3.501160258
666	3.50089281
667	3.500426686
668	3.500093835
669	3.499636999
670	3.499436946
671	3.498878842
672	3.49839115
673	3.497899134
674	3.497297726
675	3.496667215
676	3.49639202
677	3.495610283
678	3.495343131
679	3.494729561
680	3.494191847
681	3.493836154
682	3.493670367
683	3.493046056
684	3.492602591
685	3.492357675
686	3.491901671
687	3.491627833
688	3.490879067
689	3.490453
690	3.490304255
691	3.490046299
692	3.489313871
693	3.489176533
694	3.488497997
695	3.487748238
696	3.487495769
697	3.487313383
698	3.486827885
699	3.486386817
700	3.48588529
701	3.485400405
702	3.484909402
703	3.484516672
704	3.484187433
705	3.483520246
706	3.482971331
707	3.482315995
708	3.481711615
709	3.481526051
710	3.480592098
711	3.479839898
712	3.479362074
713	3.47889437
714	3.478624721
715	3.478014089
716	3.477735375
717	3.477287587
718	3.477040396
719	3.476464972
720	3.475743422
721	3.475313553
722	3.474973177
723	3.474735324
724	3.473863152
725	3.473283024
726	3.472040237
727	3.471755835
728	3.471650142
729	3.471012428
730	3.470778281
731	3.470473229
732	3.470124303
733	3.469997236
734	3.469531761
735	3.469027566
736	3.468550688
737	3.467914246
738	3.467228438
739	3.466587648
740	3.466034913
741	3.465185736
742	3.464946096
743	3.464575725
744	3.463431886
745	3.46312575
746	3.462769355
747	3.462160596
748	3.461818419
749	3.461351766
750	3.460904677
751	3.460411578
752	3.45999693
753	3.459579964
754	3.459387284
755	3.459238949
756	3.458643559
757	3.458152126
758	3.457793875
759	3.457363334
760	3.456616221
761	3.456224753
762	3.455982031
763	3.45557788
764	3.455364915
765	3.455352824
766	3.454541836
767	3.453884884
768	3.453636359
769	3.453377352
770	3.452805913
771	3.452555012
772	3.45231286
773	3.451853454
774	3.451316554
775	3.450534129
776	3.449737366
777	3.449255715
778	3.449022152
779	3.448566849
780	3.448221408
781	3.447683659
782	3.447141286
783	3.446604456
784	3.446375262
785	3.446082653
786	3.445572687
787	3.445096912
788	3.444743572
789	3.444450052
790	3.444070597
791	3.443526512
792	3.443213888
793	3.442769702
794	3.442604276
795	3.442284202
796	3.441941759
797	3.441740142
798	3.441370822
799	3.440982575
800	3.44067065
801	3.440195607
802	3.439839151
803	3.43922683
804	3.439067038
805	3.438296339
806	3.438157002
807	3.437358369
808	3.437103283
809	3.436938524
810	3.436384443
811	3.43617784
812	3.435722353
813	3.435620788
814	3.43490566
815	3.434057423
816	3.433807036
817	3.433575171
818	3.433358531
819	3.432603325
820	3.432085487
821	3.431867284
822	3.43145417
823	3.431135522
824	3.43061764
825	3.429803843
826	3.429553842
827	3.429069761
828	3.428778081
829	3.4281394
830	3.4277773
831	3.427297569
832	3.427067506
833	3.426547926
834	3.426376638
835	3.42606861
836	3.425561679
837	3.425357227
838	3.425122876
839	3.424801239
840	3.424216621
841	3.423842705
842	3.423564348
843	3.423097657
844	3.422246439
845	3.421688231
846	3.421370938
847	3.421138598
848	3.420557079
849	3.420326874
850	3.420061487
851	3.419460812
852	3.419071101
853	3.418498411
854	3.418108602
855	3.417771266
856	3.417461203
857	3.416970934
858	3.416863066
859	3.416523351
860	3.415973617
861	3.415506752
862	3.41522073
863	3.414537584
864	3.414330657
865	3.413900001
866	3.413690263
867	3.41318531
868	3.41259699
869	3.412293594
870	3.411912311
871	3.411055646
872	3.410814154
873	3.410652894
874	3.410338244
875	3.409820886
876	3.409301507
877	3.409003935
878	3.408533809
879	3.408384497
880	3.407884374
881	3.40746844
882	3.406883503
883	3.406484638
884	3.406002123
885	3.405804608
886	3.405460078
887	3.405034328
888	3.404617172
889	3.404398874
890	3.404062614
891	3.403214483
892	3.402931884
893	3.402519246
894	3.402005992
895	3.401464409
896	3.401025646
897	3.400917246
898	3.400514799
899	3.400170915
900	3.399875534
901	3.399641322
902	3.399103515
903	3.398520906
904	3.398134509
905	3.397638717
906	3.396996992
907	3.396356688
908	3.395991003
909	3.395555218
910	3.395359361
911	3.39496688
912	3.394472137
913	3.393863493
914	3.393474959
915	3.393014585
916	3.392807593
917	3.392539815
918	3.392317251
919	3.391932902
920	3.39157112
921	3.391410647
922	3.391292747
923	3.391180134
924	3.390783252
925	3.390444581
926	3.390081172
927	3.389923235
928	3.389287922
929	3.388913495
930	3.388513541
931	3.388090771
932	3.387834727
933	3.387420894
934	3.387215416
935	3.387057945
936	3.38691518
937	3.386528499
938	3.386341856
939	3.385974329
940	3.385449041
941	3.38517607
942	3.384590847
943	3.384245142
944	3.383626746
945	3.383433499
946	3.383060653
947	3.382537476
948	3.382004326
949	3.381796414
950	3.381345724
951	3.381125053
952	3.380984502
953	3.380709312
954	3.380609083
955	3.380428203
956	3.380011855
957	3.379686861
958	3.379248834
959	3.378806443
960	3.37863336
961	3.378069133
962	3.377798037
963	3.377691019
964	3.37748593
965	3.377241123
966	3.376804561
967	3.37645904
968	3.376223249
969	3.375334487
970	3.374929286
971	3.374708337
972	3.374342798
973	3.373998045
974	3.373224758
975	3.372798238
976	3.372540656
977	3.372210489
978	3.371930878
979	3.37192162
980	3.371762811
981	3.37137108
982	3.370955692
983	3.370656209
984	3.370360994
985	3.370263091
986	3.369854647
987	3.369628579
988	3.369244787
989	3.36898456
990	3.368605086
991	3.368550846
992	3.368386401
993	3.367907734
994	3.36770039
995	3.36716012
996	3.367093269
997	3.366918178
998	3.366649596
999	3.366228599
