fps,et,screenshots_num
14,1719220829,30
19,1719220830,39
19,1719220831,40
20,1719220832,44
19,1719220833,44
20,1719220834,47
22,1719220835,38
20,1719220836,42
19,1719220837,43
21,1719220838,44
20,1719220839,44
18,1719220840,41
21,1719220841,43
18,1719220842,43
20,1719220843,42
20,1719220844,45
21,1719220845,41
18,1719220846,44
19,1719220847,44
20,1719220848,42
16,1719220849,43
9,1719220850,50
2,1719220851,57
25,1719220852,35
20,1719220853,44
20,1719220854,42
19,1719220855,41
20,1719220856,42
20,1719220857,41
16,1719220858,46
20,1719220859,44
20,1719220860,40
20,1719220861,42
20,1719220862,43
18,1719220863,40
14,1719220864,50
4,1719220865,56
17,1719220866,44
24,1719220867,39
20,1719220868,46
20,1719220869,40
20,1719220870,40
20,1719220871,44
17,1719220872,43
21,1719220873,42
20,1719220874,43
19,1719220875,44
20,1719220876,44
19,1719220877,43
20,1719220878,40
20,1719220879,41
19,1719220880,40
21,1719220881,44
20,1719220882,42
19,1719220883,42
21,1719220884,43
17,1719220885,44
18,1719220886,45
22,1719220887,43
21,1719220888,41
20,1719220889,46
21,1719220890,40
20,1719220891,41
19,1719220892,44
18,1719220893,39
20,1719220894,43
21,1719220895,40
20,1719220896,47
20,1719220897,43
20,1719220898,43
19,1719220899,44
20,1719220900,43
20,1719220901,41
20,1719220902,41
19,1719220903,45
19,1719220904,43
20,1719220905,45
20,1719220906,43
20,1719220907,40
20,1719220908,44
19,1719220909,40
19,1719220910,43
20,1719220911,43
20,1719220912,42
20,1719220913,44
20,1719220914,45
20,1719220915,43
19,1719220916,41
19,1719220917,45
20,1719220918,47
20,1719220919,39
20,1719220920,45
19,1719220921,46
19,1719220922,44
20,1719220923,44
20,1719220924,43
20,1719220925,42
20,1719220926,46
19,1719220927,41
19,1719220928,43
20,1719220929,42
20,1719220930,41
20,1719220931,43
20,1719220932,44
20,1719220933,43
20,1719220934,44
20,1719220935,42
20,1719220936,44
18,1719220937,46
21,1719220938,43
19,1719220939,44
21,1719220940,40
20,1719220941,42
19,1719220942,44
18,1719220943,44
19,1719220944,43
20,1719220945,43
21,1719220946,40
19,1719220947,45
21,1719220948,43
20,1719220949,40
20,1719220950,42
20,1719220951,43
19,1719220952,41
20,1719220953,35
20,1719220954,38
19,1719220955,44
20,1719220956,39
19,1719220957,37
19,1719220958,35
19,1719220959,38
19,1719220960,40
19,1719220961,44
20,1719220962,44
20,1719220963,40
19,1719220964,42
20,1719220965,43
20,1719220966,46
19,1719220967,43
20,1719220968,42
20,1719220969,41
19,1719220970,42
19,1719220971,40
20,1719220972,42
19,1719220973,47
21,1719220974,42
20,1719220975,43
20,1719220976,43
19,1719220977,38
20,1719220978,44
21,1719220979,47
20,1719220980,43
20,1719220981,42
20,1719220982,44
19,1719220983,42
19,1719220984,43
21,1719220985,42
20,1719220986,46
20,1719220987,41
20,1719220988,41
19,1719220989,41
18,1719220990,44
21,1719220991,38
19,1719220992,43
21,1719220993,42
20,1719220994,45
19,1719220995,45
21,1719220996,44
20,1719220997,40
19,1719220998,43
19,1719220999,42
21,1719221000,42
21,1719221001,43
20,1719221002,43
19,1719221003,42
20,1719221004,43
20,1719221005,42
20,1719221006,45
19,1719221007,43
20,1719221008,42
19,1719221009,46
21,1719221010,46
20,1719221011,39
20,1719221012,43
20,1719221013,44
19,1719221014,43
20,1719221015,42
19,1719221016,43
19,1719221017,41
19,1719221018,42
13,1719221019,50
8,1719221020,55
18,1719221021,42
20,1719221022,44
16,1719221023,43
16,1719221024,44
17,1719221025,42
20,1719221026,41
19,1719221027,42
19,1719221028,46
21,1719221029,45
20,1719221030,43
17,1719221031,49
21,1719221032,43
19,1719221033,44
20,1719221034,43
19,1719221035,44
20,1719221036,47
19,1719221037,46
18,1719221038,42
20,1719221039,44
19,1719221040,43
19,1719221041,44
20,1719221042,43
20,1719221043,43
20,1719221044,43
20,1719221045,43
19,1719221046,46
20,1719221047,45
20,1719221048,40
20,1719221049,42
19,1719221050,48
19,1719221051,41
19,1719221052,41
21,1719221053,44
20,1719221054,45
20,1719221055,45
19,1719221056,45
19,1719221057,44
20,1719221058,43
19,1719221059,44
20,1719221060,45
21,1719221061,40
19,1719221062,44
20,1719221063,47
20,1719221064,42
18,1719221065,45
21,1719221066,44
20,1719221067,43
20,1719221068,45
19,1719221069,43
20,1719221070,42
