fps,et,screenshots_num
3,1719155209,5
19,1719155210,39
20,1719155211,43
19,1719155212,44
20,1719155213,45
20,1719155214,46
20,1719155215,43
20,1719155216,42
19,1719155217,43
19,1719155218,46
18,1719155219,41
21,1719155220,45
20,1719155221,39
20,1719155222,43
20,1719155223,41
19,1719155224,44
20,1719155225,42
20,1719155226,43
20,1719155227,43
20,1719155228,43
19,1719155229,40
20,1719155230,43
15,1719155231,44
6,1719155232,53
10,1719155233,48
23,1719155234,35
20,1719155235,42
19,1719155236,44
20,1719155237,44
20,1719155238,44
21,1719155239,46
20,1719155240,48
16,1719155241,48
19,1719155242,40
20,1719155243,43
20,1719155244,44
19,1719155245,44
20,1719155246,43
18,1719155247,44
13,1719155248,46
7,1719155249,57
8,1719155250,50
24,1719155251,39
20,1719155252,47
19,1719155253,44
20,1719155254,42
20,1719155255,43
16,1719155256,48
20,1719155257,43
20,1719155258,49
20,1719155259,46
20,1719155260,48
20,1719155261,44
20,1719155262,45
20,1719155263,44
20,1719155264,42
19,1719155265,41
20,1719155266,47
20,1719155267,45
20,1719155268,44
20,1719155269,43
19,1719155270,42
21,1719155271,47
19,1719155272,44
19,1719155273,42
20,1719155274,41
20,1719155275,44
20,1719155276,41
20,1719155277,46
20,1719155278,42
20,1719155279,42
20,1719155280,44
18,1719155281,42
12,1719155282,46
1,1719155283,58
24,1719155284,44
21,1719155285,53
19,1719155286,43
19,1719155287,46
20,1719155288,46
20,1719155289,45
18,1719155290,45
19,1719155291,44
20,1719155292,44
20,1719155293,45
20,1719155294,43
20,1719155295,43
20,1719155296,44
17,1719155297,46
15,1719155298,48
3,1719155299,57
20,1719155300,47
20,1719155301,54
20,1719155302,42
20,1719155303,46
21,1719155304,44
19,1719155305,47
19,1719155306,44
17,1719155307,46
19,1719155308,42
20,1719155309,44
20,1719155310,42
20,1719155311,43
19,1719155312,43
19,1719155313,44
20,1719155314,45
20,1719155315,43
20,1719155316,46
20,1719155317,46
19,1719155318,45
20,1719155319,45
20,1719155320,43
20,1719155321,47
20,1719155322,45
20,1719155323,48
19,1719155324,42
20,1719155325,44
20,1719155326,45
20,1719155327,42
19,1719155328,46
19,1719155329,44
19,1719155330,45
19,1719155331,43
20,1719155332,46
20,1719155333,42
19,1719155334,46
13,1719155335,47
5,1719155336,56
11,1719155337,46
21,1719155338,40
20,1719155339,45
20,1719155340,43
18,1719155341,43
20,1719155342,45
20,1719155343,46
17,1719155344,46
20,1719155345,43
19,1719155346,45
19,1719155347,44
20,1719155348,42
19,1719155349,45
18,1719155350,45
15,1719155351,47
12,1719155352,50
18,1719155353,42
22,1719155354,43
16,1719155355,45
17,1719155356,45
18,1719155357,45
22,1719155358,45
21,1719155359,47
17,1719155360,45
20,1719155361,44
21,1719155362,46
20,1719155363,42
19,1719155364,44
21,1719155365,45
19,1719155366,46
16,1719155367,50
16,1719155368,43
9,1719155369,53
0,1719155370,58
24,1719155371,42
20,1719155372,48
20,1719155373,46
21,1719155374,42
21,1719155375,41
18,1719155376,47
19,1719155377,43
19,1719155378,48
20,1719155379,44
19,1719155380,44
21,1719155381,44
20,1719155382,41
19,1719155383,44
15,1719155384,50
14,1719155385,48
2,1719155386,57
25,1719155387,47
21,1719155388,43
21,1719155389,47
19,1719155390,44
19,1719155391,41
20,1719155392,43
17,1719155393,45
20,1719155394,45
20,1719155395,46
19,1719155396,45
18,1719155397,46
21,1719155398,43
20,1719155399,46
19,1719155400,45
20,1719155401,43
21,1719155402,45
19,1719155403,45
19,1719155404,44
19,1719155405,45
20,1719155406,47
20,1719155407,45
20,1719155408,41
21,1719155409,42
19,1719155410,45
20,1719155411,43
19,1719155412,45
19,1719155413,43
21,1719155414,40
19,1719155415,44
20,1719155416,46
20,1719155417,46
20,1719155418,46
20,1719155419,46
20,1719155420,47
21,1719155421,45
18,1719155422,47
21,1719155423,46
20,1719155424,44
20,1719155425,43
19,1719155426,44
19,1719155427,41
19,1719155428,45
20,1719155429,44
20,1719155430,43
20,1719155431,46
20,1719155432,44
19,1719155433,46
21,1719155434,46
20,1719155435,44
20,1719155436,45
20,1719155437,43
19,1719155438,44
20,1719155439,42
19,1719155440,44
20,1719155441,43
19,1719155442,43
20,1719155443,50
20,1719155444,47
21,1719155445,44
18,1719155446,43
20,1719155447,42
20,1719155448,44
20,1719155449,42
20,1719155450,45
