,precision,recall,f1
0,0.5780476833108412,0.5780476833108412,0.5780476833108412
1,0.6867816091954023,0.6694805194805196,0.6768209666439755
2,0.359375,0.35304449648711944,0.35538461538461535
3,0.5234848484848484,0.6018808777429467,0.5536982410138752
4,0.6666666666666667,0.674473067915691,0.6705069124423964
5,0.6626984126984128,0.6520833333333333,0.6565040650406504
6,0.7298387096774194,0.6590909090909091,0.6839402427637722
7,0.5077658303464755,0.5902777777777778,0.5396825396825397
8,0.5214285714285715,0.6050847457627119,0.5530434782608696
9,0.8646953405017921,0.8336065573770491,0.8480958493795463
