bps,et
1971360,1716743611
1972640,1716743612
1968400,1716743613
1970640,1716743614
1975040,1716743615
1973360,1716743616
1968880,1716743617
1967440,1716743618
1971520,1716743619
1980800,1716743620
1977120,1716743621
1979520,1716743622
1973760,1716743623
1981840,1716743624
1986960,1716743625
1985520,1716743626
1983520,1716743627
1978320,1716743628
1981840,1716743629
1976800,1716743630
1980800,1716743631
1970400,1716743632
1971280,1716743633
1966720,1716743634
1970720,1716743635
1971200,1716743636
1972960,1716743637
1972720,1716743638
1969360,1716743639
1972000,1716743640
1967680,1716743641
1966880,1716743642
1964000,1716743643
1968240,1716743644
1966880,1716743645
1969120,1716743646
1967600,1716743647
1971840,1716743648
1968640,1716743649
1978160,1716743650
1980800,1716743651
1977840,1716743652
1971920,1716743653
1974880,1716743654
1980160,1716743655
1976320,1716743656
1981600,1716743657
1978560,1716743658
1972080,1716743659
1972560,1716743660
1977680,1716743661
1971360,1716743662
1971360,1716743663
1970560,1716743664
1956720,1716743665
1952000,1716743666
1952000,1716743667
1966800,1716743668
1968160,1716743669
1972400,1716743670
1972400,1716743671
1976720,1716743672
1970960,1716743673
1990960,1716743674
1991920,1716743675
1992800,1716743676
1980960,1716743677
1979120,1716743678
1975520,1716743679
1980400,1716743680
1979440,1716743681
1978320,1716743682
1982240,1716743683
1962080,1716743684
1978560,1716743685
1982480,1716743686
1980880,1716743687
1978960,1716743688
1983200,1716743689
1977280,1716743690
1969600,1716743691
1990640,1716743692
1981440,1716743693
1970800,1716743694
1975200,1716743695
1970640,1716743696
1966640,1716743697
1973200,1716743698
1973280,1716743699
1975280,1716743700
1973360,1716743701
1976320,1716743702
1976800,1716743703
1979520,1716743704
1984400,1716743705
1974640,1716743706
1977760,1716743707
1977200,1716743708
1976960,1716743709
1981680,1716743710
1977440,1716743711
1973520,1716743712
1972400,1716743713
1978320,1716743714
1976320,1716743715
1970720,1716743716
1971920,1716743717
1969440,1716743718
1969760,1716743719
1966800,1716743720
1970800,1716743721
1970640,1716743722
1971200,1716743723
1970640,1716743724
1972480,1716743725
1979040,1716743726
1972880,1716743727
1983040,1716743728
1979840,1716743729
1979360,1716743730
1982400,1716743731
1981840,1716743732
1981120,1716743733
1981120,1716743734
1974720,1716743735
1979040,1716743736
1979360,1716743737
1978320,1716743738
1982400,1716743739
1973680,1716743740
1970320,1716743741
1974960,1716743742
1976560,1716743743
1979360,1716743744
1972960,1716743745
1971120,1716743746
1972720,1716743747
1980320,1716743748
1983120,1716743749
1976160,1716743750
1978960,1716743751
1976240,1716743752
1978000,1716743753
1981120,1716743754
1978000,1716743755
1978000,1716743756
1974320,1716743757
1982160,1716743758
1982160,1716743759
1973760,1716743760
1980080,1716743761
1985200,1716743762
1981920,1716743763
1980640,1716743764
1974400,1716743765
1968240,1716743766
1974400,1716743767
1974240,1716743768
1972880,1716743769
1962080,1716743770
1969120,1716743771
1971200,1716743772
1973600,1716743773
1973440,1716743774
1971760,1716743775
1980320,1716743776
1970000,1716743777
1974880,1716743778
1971200,1716743779
1971040,1716743780
1973760,1716743781
1960000,1716743782
1970240,1716743783
1965360,1716743784
1968320,1716743785
1972320,1716743786
1973440,1716743787
1970560,1716743788
1968000,1716743789
1976160,1716743790
1960000,1716743791
1968960,1716743792
1975280,1716743793
1966240,1716743794
1960000,1716743795
1960000,1716743796
1971520,1716743797
1967680,1716743798
1972320,1716743799
1970080,1716743800
1969520,1716743801
1973760,1716743802
1975440,1716743803
1974480,1716743804
1972880,1716743805
1971120,1716743806
1969840,1716743807
1978240,1716743808
1974960,1716743809
1975920,1716743810
1980160,1716743811
1984080,1716743812
1978160,1716743813
1983280,1716743814
1986400,1716743815
1986400,1716743816
1975040,1716743817
1977520,1716743818
1978640,1716743819
1974320,1716743820
1970880,1716743821
1973840,1716743822
1976560,1716743823
1975040,1716743824
1974560,1716743825
1977280,1716743826
1981680,1716743827
1979360,1716743828
1975680,1716743829
1980960,1716743830
1980960,1716743831
1976800,1716743832
1975520,1716743833
1978720,1716743834
1970880,1716743835
1969680,1716743836
1965920,1716743837
1976640,1716743838
1971120,1716743839
1963520,1716743840
1974880,1716743841
1971840,1716743842
1976160,1716743843
1972800,1716743844
1981280,1716743845
1970080,1716743846
1972960,1716743847
1984800,1716743848
1974560,1716743849
1978480,1716743850
1974880,1716743851
1982960,1716743852
1952000,1716743853
