et,brisque
1716743611,45.05659
1716743612,46.85268
1716743613,45.24306
1716743614,44.85471
1716743615,45.51646
1716743616,44.26045
1716743617,46.43197
1716743618,43.4967
1716743619,46.079
1716743620,43.06785
1716743621,43.33447
1716743622,42.49492
1716743623,42.99387
1716743624,42.61471
1716743625,43.74348
1716743626,44.28125
1716743627,44.1523
1716743628,44.04065
1716743629,44.24178
1716743630,44.84657
1716743631,44.28164
1716743632,46.49653
1716743633,44.03807
1716743634,43.90303
1716743635,42.72267
1716743636,43.87082
1716743637,43.50386
1716743638,43.71515
1716743639,44.81129
1716743640,44.15747
1716743641,42.85545
1716743642,42.89635
1716743643,44.58711
1716743644,43.21958
1716743645,42.88459
1716743646,42.11173
1716743647,42.29032
1716743648,42.10289
1716743649,44.08141
1716743650,43.70917
1716743651,43.65805
1716743652,45.39151
1716743653,43.4084
1716743654,44.17223
1716743655,43.4206
1716743656,43.3669
1716743657,44.957
1716743658,44.78985
1716743659,45.04787
1716743660,44.90187
1716743661,43.90859
1716743662,45.77634
1716743663,44.94576
1716743664,44.89703
1716743665,43.9865
1716743666,44.33723
1716743667,45.00804
1716743668,44.6281
1716743669,45.10068
1716743670,43.97979
1716743671,44.40996
1716743672,43.34798
1716743673,43.01372
1716743674,44.53687
1716743675,42.8863
1716743676,42.38083
1716743677,42.20221
1716743678,42.86877
1716743679,43.72508
1716743680,47.01378
1716743681,45.27811
1716743682,44.73014
1716743683,44.34299
1716743684,44.2101
1716743685,44.1246
1716743686,43.10294
1716743687,43.69421
1716743688,43.30293
1716743689,44.25577
1716743690,43.377
1716743691,72.05869
1716743692,42.84194
1716743693,43.23472
1716743694,45.09735
1716743695,43.61623
1716743696,43.78945
1716743697,44.23738
1716743698,43.97645
1716743699,44.17655
1716743700,44.06192
1716743701,44.44562
1716743702,43.57638
1716743703,43.88113
1716743704,44.74324
1716743705,43.21877
1716743706,43.54177
1716743707,43.01691
1716743708,43.70699
1716743709,44.40246
1716743710,44.24211
1716743711,44.53652
1716743712,44.4553
1716743713,47.22584
1716743714,43.97971
1716743715,43.87967
1716743716,43.01852
1716743717,43.69746
1716743718,44.94986
1716743719,43.3202
1716743720,43.63312
1716743721,45.43588
1716743722,43.82834
1716743723,44.41013
1716743724,44.17347
1716743725,44.15509
1716743726,44.45181
1716743727,43.7037
1716743728,44.0085
1716743729,47.57935
1716743730,45.17627
1716743731,44.64111
1716743732,44.04779
1716743733,43.59283
1716743734,43.36069
1716743735,44.23753
1716743736,43.70842
1716743737,43.58896
1716743738,43.7157
1716743739,43.46353
1716743740,43.08138
1716743741,43.51132
1716743742,44.38743
1716743743,43.82958
1716743744,43.74945
1716743745,44.11091
1716743746,43.85321
1716743747,44.36306
1716743748,45.30699
1716743749,43.92554
1716743750,43.56313
1716743751,43.73672
1716743752,44.03125
1716743753,44.28928
1716743754,44.02593
1716743755,43.80813
1716743756,43.21088
1716743757,44.97765
1716743758,43.75127
1716743759,43.72115
1716743760,43.26112
1716743761,43.30178
1716743762,42.72051
1716743763,47.33219
1716743764,44.33712
1716743765,43.70089
1716743766,43.61406
1716743767,45.54747
1716743768,43.79034
1716743769,43.5627
1716743770,43.30658
1716743771,43.14635
1716743772,45.97853
1716743773,43.56122
1716743774,43.11316
1716743775,43.63614
1716743776,42.67411
1716743777,43.30097
1716743778,42.0831
1716743779,42.24611
1716743780,44.05198
1716743781,44.98104
1716743782,43.91351
1716743783,44.13572
1716743784,43.66647
1716743785,43.89376
1716743786,43.50465
1716743787,46.46957
1716743788,44.3576
1716743789,46.61801
1716743790,44.0113
1716743791,43.19254
1716743792,47.09294
1716743793,44.11891
1716743794,43.36347
1716743795,43.48267
1716743796,43.41949
1716743797,43.60573
1716743798,43.81883
1716743799,42.87552
1716743800,43.557
1716743801,43.3004
1716743802,44.60355
1716743803,44.02833
1716743804,43.58928
1716743805,43.92261
1716743806,43.05121
1716743807,43.39184
1716743808,45.07229
1716743809,43.37434
1716743810,45.11474
1716743811,44.96416
1716743812,44.85442
1716743813,44.12947
1716743814,44.33945
1716743815,44.48243
1716743816,44.15607
1716743817,43.98434
1716743818,45.42252
1716743819,44.54831
1716743820,44.76725
1716743821,44.28786
1716743822,44.04707
1716743823,44.43837
1716743824,44.23334
1716743825,44.16613
1716743826,44.11651
1716743827,47.66053
1716743828,45.78565
1716743829,46.86423
1716743830,44.58025
1716743831,44.60738
1716743832,44.02579
1716743833,44.18427
1716743834,44.05276
1716743835,44.04189
1716743836,46.21624
1716743837,46.73819
1716743838,45.70451
1716743839,46.46178
1716743840,45.65077
1716743841,45.59248
1716743842,45.5572
1716743843,45.6754
1716743844,45.76234
1716743845,45.18223
1716743846,47.50258
1716743847,45.54709
1716743848,45.89899
1716743849,45.41209
1716743850,48.85693
1716743851,46.27531
1716743852,45.57976
