fps,et
7,1716743610
10,1716743611
16,1716743612
16,1716743613
21,1716743614
13,1716743615
10,1716743616
4,1716743617
22,1716743618
8,1716743619
17,1716743620
12,1716743621
22,1716743622
15,1716743623
16,1716743624
20,1716743625
10,1716743626
12,1716743627
18,1716743628
18,1716743629
21,1716743630
15,1716743631
9,1716743632
21,1716743633
20,1716743634
17,1716743635
21,1716743636
16,1716743637
20,1716743638
18,1716743639
16,1716743640
21,1716743641
13,1716743642
17,1716743643
23,1716743644
22,1716743645
21,1716743646
18,1716743647
19,1716743648
4,1716743649
20,1716743650
22,1716743651
18,1716743652
16,1716743653
23,1716743654
15,1716743655
22,1716743656
12,1716743657
16,1716743658
11,1716743659
11,1716743660
17,1716743661
15,1716743662
13,1716743663
22,1716743664
20,1716743665
19,1716743666
19,1716743667
20,1716743668
20,1716743669
20,1716743670
17,1716743671
21,1716743672
17,1716743673
22,1716743674
19,1716743675
18,1716743676
19,1716743677
19,1716743678
18,1716743679
14,1716743680
8,1716743681
23,1716743682
22,1716743683
22,1716743684
18,1716743685
17,1716743686
20,1716743687
19,1716743688
20,1716743689
19,1716743690
18,1716743691
15,1716743692
10,1716743693
18,1716743694
19,1716743695
11,1716743696
16,1716743697
21,1716743698
18,1716743699
23,1716743700
19,1716743701
19,1716743702
12,1716743703
14,1716743704
17,1716743705
22,1716743706
19,1716743707
19,1716743708
20,1716743709
18,1716743710
21,1716743711
14,1716743712
7,1716743713
22,1716743714
18,1716743715
20,1716743716
17,1716743717
16,1716743718
22,1716743719
17,1716743720
8,1716743721
17,1716743722
20,1716743723
19,1716743724
19,1716743725
19,1716743726
19,1716743727
10,1716743728
7,1716743729
18,1716743730
18,1716743731
23,1716743732
15,1716743733
13,1716743734
9,1716743735
21,1716743736
19,1716743737
21,1716743738
18,1716743739
18,1716743740
19,1716743741
18,1716743742
6,1716743743
23,1716743744
23,1716743745
19,1716743746
18,1716743747
21,1716743748
17,1716743749
21,1716743750
17,1716743751
19,1716743752
15,1716743753
25,1716743754
21,1716743755
16,1716743756
12,1716743757
22,1716743758
19,1716743759
19,1716743760
13,1716743761
15,1716743762
0,1716743763
20,1716743764
22,1716743765
12,1716743766
10,1716743767
19,1716743768
19,1716743769
15,1716743770
9,1716743771
1,1716743772
19,1716743773
18,1716743774
22,1716743775
20,1716743776
19,1716743777
20,1716743778
14,1716743779
4,1716743780
22,1716743781
16,1716743782
21,1716743783
18,1716743784
20,1716743785
18,1716743786
12,1716743787
11,1716743788
16,1716743789
24,1716743790
18,1716743791
0,1716743792
19,1716743793
22,1716743794
13,1716743795
18,1716743796
8,1716743797
18,1716743798
10,1716743799
21,1716743800
15,1716743801
14,1716743802
18,1716743803
18,1716743804
19,1716743805
20,1716743806
18,1716743807
3,1716743808
22,1716743809
22,1716743810
19,1716743811
18,1716743812
20,1716743813
20,1716743814
17,1716743815
22,1716743816
12,1716743817
9,1716743818
20,1716743819
19,1716743820
18,1716743821
20,1716743822
14,1716743823
22,1716743824
22,1716743825
17,1716743826
10,1716743827
21,1716743828
3,1716743829
23,1716743830
18,1716743831
22,1716743832
18,1716743833
23,1716743834
12,1716743835
16,1716743836
9,1716743837
19,1716743838
19,1716743839
18,1716743840
6,1716743841
0,1716743842
22,1716743843
18,1716743844
13,1716743845
12,1716743846
18,1716743847
21,1716743848
13,1716743849
4,1716743850
22,1716743851
10,1716743852
