et,brisque
1717508659,38.46137
1717508660,39.24504
1717508661,38.87008
1717508662,39.37922
1717508663,39.07197
1717508664,39.22617
1717508665,39.33734
1717508666,41.88486
1717508667,42.50717
1717508668,40.56928
1717508669,41.48305
1717508670,57.73741
1717508671,41.9307
1717508672,40.6466
1717508673,40.84033
1717508674,40.4612
1717508675,40.42517
1717508676,40.49353
1717508677,40.40554
1717508678,79.97206
1717508679,79.93171
1717508680,78.82428
1717508681,78.08329
1717508682,80.4508
1717508683,77.87303
1717508684,78.06193
1717508685,77.96535
1717508686,80.06215
1717508687,77.11515
1717508688,75.81451
1717508689,75.38716
1717508690,70.02986
1717508691,69.56641
1717508692,69.06188
1717508693,68.89965
1717508694,69.11211
1717508695,68.51981
1717508696,68.5145
1717508697,44.50392
1717508698,42.85765
1717508699,42.21416
1717508700,43.02132
1717508701,42.79842
1717508702,44.01461
1717508703,43.10313
1717508704,43.10738
1717508705,41.56796
1717508706,41.15075
1717508707,41.16506
1717508708,39.70518
1717508709,40.11963
1717508710,71.81428
1717508711,40.23969
1717508712,39.64423
1717508713,38.5368
1717508714,39.29463
1717508715,39.24352
1717508716,39.16226
1717508717,39.99621
1717508718,40.03003
1717508719,39.5774
1717508720,39.29572
1717508721,39.31893
1717508722,39.97635
1717508723,40.41598
1717508724,40.55389
1717508725,40.40115
1717508726,40.56972
1717508727,39.08747
1717508728,38.49187
1717508729,38.88748
1717508730,38.89164
1717508731,39.11878
1717508732,40.89818
1717508733,40.61495
1717508734,40.59064
1717508735,40.56129
1717508736,80.297
1717508737,77.88903
1717508738,76.78111
1717508739,78.67355
1717508740,77.7462
1717508741,77.02844
1717508742,76.98345
1717508743,78.01979
1717508744,76.76045
1717508745,76.4481
1717508746,76.11916
1717508747,76.66882
1717508748,76.01039
1717508749,70.87749
1717508750,69.77605
1717508751,69.26446
1717508752,68.76684
1717508753,68.87967
1717508754,68.49673
1717508755,68.34209
1717508756,67.85113
1717508757,42.95559
1717508758,42.39785
1717508759,42.35438
1717508760,42.32348
1717508761,41.6987
1717508762,42.38747
1717508763,42.48066
1717508764,42.2923
1717508765,42.5688
1717508766,42.38704
1717508767,42.60494
1717508768,39.87344
1717508769,38.97832
1717508770,39.02471
1717508771,38.70875
1717508772,38.11919
1717508773,38.0958
1717508774,38.67351
1717508775,38.25154
1717508776,38.10298
1717508777,38.21604
1717508778,37.8173
1717508779,37.95766
1717508780,38.01865
1717508781,38.02863
1717508782,38.94494
1717508783,38.26052
1717508784,37.74804
1717508785,37.32521
1717508786,39.0582
1717508787,39.00634
1717508788,38.63034
1717508789,38.4045
1717508790,37.78881
1717508791,39.10007
1717508792,40.24271
1717508793,38.19181
1717508794,38.7696
1717508795,39.06081
1717508796,39.72526
1717508797,39.45922
1717508798,39.46438
1717508799,38.98176
1717508800,39.78973
1717508801,40.35866
1717508802,40.17459
1717508803,39.9926
1717508804,40.08966
1717508805,38.10878
1717508806,37.9248
1717508807,40.31675
1717508808,44.37546
1717508809,43.10798
1717508810,42.61602
1717508811,40.87487
1717508812,42.55564
1717508813,40.66899
1717508814,42.13281
1717508815,42.04416
1717508816,43.55163
1717508817,43.47392
1717508818,41.35346
1717508819,41.1768
1717508820,42.31622
1717508821,40.16909
1717508822,40.45526
1717508823,39.59741
1717508824,40.2035
1717508825,40.33838
1717508826,40.38671
1717508827,40.37494
1717508828,42.18371
1717508829,41.52395
1717508830,41.17183
1717508831,40.18621
1717508832,39.98151
1717508833,39.13267
1717508834,39.55389
1717508835,39.497
1717508836,39.34844
1717508837,39.60798
1717508838,39.23427
1717508839,39.7644
1717508840,39.5003
1717508841,39.57531
1717508842,39.61773
1717508843,39.58429
1717508844,42.73496
1717508845,41.99474
1717508846,41.6705
1717508847,42.11873
1717508848,41.41632
1717508849,41.26245
1717508850,41.32808
1717508851,41.01145
1717508852,41.62589
1717508853,41.12789
1717508854,41.28139
1717508855,40.92462
1717508856,41.38364
1717508857,41.27927
1717508858,41.02796
1717508859,41.55708
1717508860,41.57124
1717508861,41.10482
1717508862,40.47
1717508863,41.24981
1717508864,40.21682
1717508865,40.07596
1717508866,39.85236
1717508867,40.47406
1717508868,41.55206
1717508869,40.18617
1717508870,40.51512
1717508871,40.62046
1717508872,40.17188
1717508873,40.3707
1717508874,42.39242
1717508875,41.94972
1717508876,43.7839
1717508877,42.48147
1717508878,42.11826
1717508879,42.21668
1717508880,42.44977
1717508881,42.17333
1717508882,42.24738
1717508883,42.46166
1717508884,41.92796
1717508885,42.62803
1717508886,42.46547
1717508887,43.41196
1717508888,42.74278
1717508889,42.10292
1717508890,42.53717
1717508891,41.57393
1717508892,41.15869
1717508893,41.35533
1717508894,42.00668
1717508895,40.65751
1717508896,40.82756
1717508897,40.58387
1717508898,41.54485
1717508899,41.53119
1717508900,42.32742
