et,brisque,piqe
1717508659,38.46137,27.03773
1717508660,39.24504,26.54968
1717508661,38.87008,26.80032
1717508662,39.37922,26.06894
1717508663,39.07197,26.61806
1717508664,39.22617,25.94382
1717508665,39.33734,26.45158
1717508666,41.88486,27.60833
1717508667,42.50717,28.76585
1717508668,40.56928,26.98543
1717508669,41.48305,27.38386
1717508670,57.73741,19.40836
1717508671,41.9307,28.30849
1717508672,40.6466,28.4348
1717508673,40.84033,28.88347
1717508674,40.4612,29.08084
1717508675,40.42517,28.68221
1717508676,40.49353,28.934
1717508677,40.40554,29.16202
1717508678,79.97206,48.14201
1717508679,79.93171,50.45292
1717508680,78.82428,51.00702
1717508681,78.08329,48.57913
1717508682,80.4508,49.74142
1717508683,77.87303,49.85656
1717508684,78.06193,50.36689
1717508685,77.96535,49.73952
1717508686,80.06215,48.03271
1717508687,77.11515,49.17794
1717508688,75.81451,49.79905
1717508689,75.38716,50.42556
1717508690,70.02986,55.20349
1717508691,69.56641,56.34042
1717508692,69.06188,56.4754
1717508693,68.89965,56.07985
1717508694,69.11211,56.35668
1717508695,68.51981,56.15681
1717508696,68.5145,55.96537
1717508697,44.50392,40.05342
1717508698,42.85765,37.78364
1717508699,42.21416,38.66753
1717508700,43.02132,38.66574
1717508701,42.79842,37.41291
1717508702,44.01461,38.92808
1717508703,43.10313,38.87518
1717508704,43.10738,39.39175
1717508705,41.56796,38.19601
1717508706,41.15075,38.25312
1717508707,41.16506,31.54476
1717508708,39.70518,29.27279
1717508709,40.11963,29.61752
1717508710,71.81428,19.31033
1717508711,40.23969,29.10498
1717508712,39.64423,27.88688
1717508713,38.5368,22.4176
1717508714,39.29463,27.3654
1717508715,39.24352,28.58623
1717508716,39.16226,27.66016
1717508717,39.99621,29.00274
1717508718,40.03003,28.95494
1717508719,39.5774,29.56677
1717508720,39.29572,28.99458
1717508721,39.31893,27.64315
1717508722,39.97635,28.19851
1717508723,40.41598,27.64386
1717508724,40.55389,29.32343
1717508725,40.40115,29.00335
1717508726,40.56972,29.31443
1717508727,39.08747,29.10664
1717508728,38.49187,27.66042
1717508729,38.88748,28.25077
1717508730,38.89164,28.68841
1717508731,39.11878,30.2281
1717508732,40.89818,28.28451
1717508733,40.61495,29.63848
1717508734,40.59064,29.63232
1717508735,40.56129,30.07681
1717508736,80.297,49.62992
1717508737,77.88903,49.30987
1717508738,76.78111,49.53281
1717508739,78.67355,49.24208
1717508740,77.7462,49.13963
1717508741,77.02844,50.16692
1717508742,76.98345,52.04828
1717508743,78.01979,50.3121
1717508744,76.76045,51.28389
1717508745,76.4481,52.21033
1717508746,76.11916,50.13875
1717508747,76.66882,49.3131
1717508748,76.01039,50.53419
1717508749,70.87749,57.57783
1717508750,69.77605,56.34492
1717508751,69.26446,54.36693
1717508752,68.76684,56.82748
1717508753,68.87967,57.58223
1717508754,68.49673,56.65374
1717508755,68.34209,56.36925
1717508756,67.85113,55.62434
1717508757,42.95559,39.83588
1717508758,42.39785,39.03011
1717508759,42.35438,38.32511
1717508760,42.32348,38.46193
1717508761,41.6987,39.59486
1717508762,42.38747,38.5226
1717508763,42.48066,38.86466
1717508764,42.2923,38.06153
1717508765,42.5688,39.0017
1717508766,42.38704,39.40338
1717508767,42.60494,38.68435
1717508768,39.87344,29.97968
