bps,et
1600320,1716733846
1604640,1716733847
1608240,1716733848
1616240,1716733849
1616320,1716733850
1613920,1716733851
1623600,1716733852
1628400,1716733853
1624320,1716733854
1638320,1716733855
1644720,1716733856
1643680,1716733857
1651600,1716733858
1652320,1716733859
1649440,1716733860
1660960,1716733861
1660960,1716733862
1663680,1716733863
1662000,1716733864
1661520,1716733865
1666480,1716733866
1666000,1716733867
1673200,1716733868
1673200,1716733869
1678720,1716733870
1678720,1716733871
1674240,1716733872
1674960,1716733873
1685520,1716733874
1689440,1716733875
1696480,1716733876
1696400,1716733877
1708080,1716733878
1703280,1716733879
1712000,1716733880
1720000,1716733881
1712000,1716733882
1714000,1716733883
1722960,1716733884
1724560,1716733885
1723840,1716733886
1738320,1716733887
1725840,1716733888
1725840,1716733889
1731600,1716733890
1733760,1716733891
1734960,1716733892
1739040,1716733893
1739760,1716733894
1738080,1716733895
1735680,1716733896
1740240,1716733897
1742320,1716733898
1746160,1716733899
1751040,1716733900
1754400,1716733901
1756400,1716733902
1765760,1716733903
1760720,1716733904
1768640,1716733905
1773680,1716733906
1786800,1716733907
1790320,1716733908
1786320,1716733909
1802720,1716733910
1792000,1716733911
1802800,1716733912
1807360,1716733913
1808080,1716733914
1792000,1716733915
1811760,1716733916
1823040,1716733917
1809280,1716733918
1829200,1716733919
1829600,1716733920
1825600,1716733921
1837360,1716733922
1842480,1716733923
1846640,1716733924
1832000,1716733925
1849040,1716733926
1835920,1716733927
1842800,1716733928
1856640,1716733929
1847840,1716733930
1858480,1716733931
1852960,1716733932
1870480,1716733933
1863440,1716733934
1873040,1716733935
1872000,1716733936
1872000,1716733937
1872000,1716733938
1872000,1716733939
1888800,1716733940
1883920,1716733941
1889920,1716733942
1888560,1716733943
1887200,1716733944
1894800,1716733945
1899280,1716733946
1900160,1716733947
1898480,1716733948
1910000,1716733949
1908880,1716733950
1922240,1716733951
1922160,1716733952
1932720,1716733953
1931120,1716733954
1931120,1716733955
1938960,1716733956
1936880,1716733957
1936880,1716733958
1939120,1716733959
1946480,1716733960
1941920,1716733961
1954160,1716733962
1946800,1716733963
1952000,1716733964
1955360,1716733965
1962560,1716733966
1960000,1716733967
1960000,1716733968
1969680,1716733969
1971920,1716733970
1972800,1716733971
1967840,1716733972
1971280,1716733973
1970800,1716733974
1964640,1716733975
1979120,1716733976
1980000,1716733977
1986560,1716733978
1986320,1716733979
1992000,1716733980
1992000,1716733981
2002320,1716733982
2017120,1716733983
2004320,1716733984
2016400,1716733985
2010000,1716733986
2023440,1716733987
2014240,1716733988
2022240,1716733989
2027280,1716733990
2014720,1716733991
2028320,1716733992
2021760,1716733993
2018720,1716733994
2008480,1716733995
2016560,1716733996
2018560,1716733997
2012720,1716733998
2023360,1716733999
2024560,1716734000
2025120,1716734001
2026400,1716734002
2034800,1716734003
2031360,1716734004
2024880,1716734005
2030400,1716734006
2024320,1716734007
2018800,1716734008
2018160,1716734009
2018960,1716734010
2015200,1716734011
2013840,1716734012
2014000,1716734013
2014000,1716734014
2009520,1716734015
2004400,1716734016
2006720,1716734017
2014880,1716734018
2007280,1716734019
2004720,1716734020
2001760,1716734021
2002880,1716734022
2000400,1716734023
2009600,1716734024
2014880,1716734025
2004880,1716734026
2009520,1716734027
2018560,1716734028
2018160,1716734029
2017680,1716734030
2027840,1716734031
2023680,1716734032
2014880,1716734033
2014400,1716734034
2016320,1716734035
2016400,1716734036
2010800,1716734037
2014880,1716734038
2002480,1716734039
2011280,1716734040
2011040,1716734041
2008960,1716734042
2020720,1716734043
2012320,1716734044
2021120,1716734045
2012080,1716734046
2019120,1716734047
2010160,1716734048
2013280,1716734049
2025840,1716734050
2012000,1716734051
2013520,1716734052
2021360,1716734053
2036400,1716734054
2030640,1716734055
2026000,1716734056
2031840,1716734057
2014880,1716734058
2014880,1716734059
2020080,1716734060
2029440,1716734061
2022000,1716734062
2011040,1716734063
2010000,1716734064
2024080,1716734065
2014320,1716734066
2023360,1716734067
2030640,1716734068
2015520,1716734069
2027440,1716734070
2028560,1716734071
2028240,1716734072
2015600,1716734073
2023760,1716734074
2021280,1716734075
2020960,1716734076
2010400,1716734077
2006160,1716734078
2006160,1716734079
2001040,1716734080
2008080,1716734081
2017120,1716734082
2020240,1716734083
2022560,1716734084
2002800,1716734085
2023600,1716734086
2008000,1716734087
