bps,et
1597360,1716734972
1597680,1716734973
1604160,1716734974
1603120,1716734975
1608640,1716734976
1599440,1716734977
1599440,1716734978
1603760,1716734979
1609440,1716734980
1604560,1716734981
1617920,1716734982
1612800,1716734983
1612800,1716734984
1622400,1716734985
1620640,1716734986
1643520,1716734987
1634640,1716734988
1644480,1716734989
1644960,1716734990
1647360,1716734991
1652480,1716734992
1643600,1716734993
1651280,1716734994
1642880,1716734995
1680080,1716734996
1657760,1716734997
1672480,1716734998
1663440,1716734999
1668880,1716735000
1674400,1716735001
1686960,1716735002
1681360,1716735003
1667360,1716735004
1693680,1716735005
1684960,1716735006
1699680,1716735007
1701040,1716735008
1699920,1716735009
1700720,1716735010
1703280,1716735011
1710400,1716735012
1702160,1716735013
1712000,1716735014
1713840,1716735015
1708640,1716735016
1722880,1716735017
1727440,1716735018
1734320,1716735019
1727520,1716735020
1732400,1716735021
1738080,1716735022
1720000,1716735023
1754480,1716735024
1745360,1716735025
1747600,1716735026
1744320,1716735027
1774160,1716735028
1759360,1716735029
1761200,1716735030
1772240,1716735031
1756720,1716735032
1760320,1716735033
1784960,1716735034
1766240,1716735035
1751280,1716735036
1777040,1716735037
1780000,1716735038
1780240,1716735039
1781840,1716735040
1785360,1716735041
1758080,1716735042
1792000,1716735043
1792000,1716735044
1793360,1716735045
1792000,1716735046
1804480,1716735047
1809520,1716735048
1831280,1716735049
1829920,1716735050
1820480,1716735051
1834080,1716735052
1832000,1716735053
1835680,1716735054
1838080,1716735055
1840320,1716735056
1832000,1716735057
1842880,1716735058
1859040,1716735059
1847360,1716735060
1854640,1716735061
1857200,1716735062
1860000,1716735063
1868240,1716735064
1868240,1716735065
1855280,1716735066
1868880,1716735067
1859440,1716735068
1876000,1716735069
1872000,1716735070
1900000,1716735071
1872000,1716735072
1884800,1716735073
1889360,1716735074
1875840,1716735075
1888720,1716735076
1888720,1716735077
1872000,1716735078
1891200,1716735079
1853200,1716735080
1889760,1716735081
1872000,1716735082
1884000,1716735083
1898640,1716735084
1912000,1716735085
1905280,1716735086
1892640,1716735087
1912240,1716735088
1908560,1716735089
1939760,1716735090
1925120,1716735091
1934720,1716735092
1910720,1716735093
1940960,1716735094
1947520,1716735095
1939200,1716735096
1948880,1716735097
1958480,1716735098
1952000,1716735099
1951440,1716735100
1971760,1716735101
1982800,1716735102
1967680,1716735103
1986400,1716735104
1978080,1716735105
1953280,1716735106
1982960,1716735107
1976880,1716735108
1969920,1716735109
1952000,1716735110
1975680,1716735111
1975840,1716735112
1989680,1716735113
1987680,1716735114
1994400,1716735115
1992000,1716735116
1993520,1716735117
2003120,1716735118
2005200,1716735119
1992000,1716735120
1994400,1716735121
2003440,1716735122
1998080,1716735123
2009120,1716735124
2026000,1716735125
2017600,1716735126
2018480,1716735127
2025280,1716735128
2023280,1716735129
2022880,1716735130
2032000,1716735131
2020240,1716735132
2011840,1716735133
2035600,1716735134
2021520,1716735135
2007840,1716735136
2016560,1716735137
2008240,1716735138
2001360,1716735139
2001360,1716735140
2016480,1716735141
2014080,1716735142
1993360,1716735143
2012880,1716735144
2009760,1716735145
2005200,1716735146
2007840,1716735147
1992000,1716735148
1993520,1716735149
1986720,1716735150
1995760,1716735151
1992000,1716735152
2002080,1716735153
2004800,1716735154
2017600,1716735155
2016480,1716735156
2047840,1716735157
2026480,1716735158
2019200,1716735159
2017040,1716735160
2011360,1716735161
2016400,1716735162
2015360,1716735163
2014880,1716735164
2009920,1716735165
2013280,1716735166
2013040,1716735167
2014800,1716735168
2054080,1716735169
2038480,1716735170
1998720,1716735171
2021680,1716735172
1979120,1716735173
2002000,1716735174
2006880,1716735175
2003440,1716735176
1976960,1716735177
1982880,1716735178
2023920,1716735179
1999040,1716735180
2020400,1716735181
2022400,1716735182
2011680,1716735183
2024560,1716735184
2015920,1716735185
2004880,1716735187
1993600,1716735188
2005200,1716735189
1990080,1716735190
1998880,1716735191
1999040,1716735192
1995600,1716735193
2017600,1716735194
2010000,1716735195
1992000,1716735197
1993360,1716735199
2015520,1716735200
1990160,1716735201
1978080,1716735202
1961520,1716735203
1974960,1716735204
1991120,1716735205
1989760,1716735206
2004880,1716735207
1973840,1716735208
1996160,1716735209
1996480,1716735210
1990880,1716735211
2020000,1716735212
1952000,1716735213
