bps,et
2011680,1714916886
2005280,1714916887
2004960,1714916888
200416000,1714916889
2006080,1714916890
2003360,1714916891
2003280,1714916892
1997360,1714916893
2000960,1714916894
2007040,1714916895
2003920,1714916896
2003200,1714916897
1994880,1714916898
2011120,1714916899
2012080,1714916900
2011600,1714916901
2008480,1714916902
2012240,1714916903
2007680,1714916904
2004000,1714916905
2012400,1714916906
1802240,1714916907
1605280,1714916908
1405600,1714916909
1194400,1714916910
990000,1714916911
792000,1714916912
600480,1714916913
393760,1714916914
392000,1714916915
392000,1714916916
391920,1714916917
392080,1714916918
390000,1714916919
381520,1714916920
376160,1714916921
376160,1714916922
36416000,1714916923
358880,1714916924
355760,1714916925
352880,1714916926
349600,1714916927
361120,1714916928
368160,1714916929
378880,1714916930
394160,1714916931
409440,1714916932
426720,1714916933
442960,1714916934
458160,1714916935
479840,1714916936
510560,1714916937
537200,1714916938
576560,1714916939
618720,1714916940
667520,1714916941
721120,1714916942
779280,1714916943
826160,1714916944
869040,1714916945
9160000,1714916946
961520,1714916947
1006880,1714916948
1044319,1714916949
1087520,1714916950
1128400,1714916951
1181120,1714916952
1229040,1714916953
1276880,1714916954
1321920,1714916955
1352480,1714916956
1386000,1714916957
140456000,1714916958
142200000,1714916959
1434640,1714916960
1438160,1714916961
1438240,1714916962
1441760,1714916963
1442400,1714916964
1439040,1714916965
1438640,1714916966
1442960,1714916967
1439600,1714916968
1449600,1714916969
1445520,1714916970
1458080,1714916971
1461200,1714916972
1463120,1714916973
1466640,1714916974
1466640,1714916975
1465680,1714916976
1470800,1714916977
1471760,1714916978
1483200,1714916979
1476720,1714916980
1477600,1714916981
1482560,1714916982
1486800,1714916983
1492960,1714916984
1493360,1714916985
1498240,1714916986
1499680,1714916987
1499600,1714916988
1505920,1714916989
1504160,1714916990
1510960,1714916991
1516800,1714916992
1518000,1714916993
1515840,1714916994
1522560,1714916995
1520160,1714916996
1525440,1714916997
1488080,1714916998
1343760,1714916999
1190960,1714917000
1055200,1714917001
916960,1714917002
774960,1714917003
638400,1714917004
495600,1714917005
395040,1714917006
394240,1714917007
389520,1714917008
383440,1714917009
374640,1714917010
366880,1714917011
363840,1714917012
358560,1714917013
358640,1714917014
3616000,1714917015
369440,1714917016
378320,1714917017
378320,1714917018
390400,1714917019
408480,1714917020
418240,1714917021
431520,1714917022
435440,1714917023
432560,1714917024
431680,1714917025
425920,1714917026
412880,1714917027
391440,1714917028
376480,1714917029
360080,1714917030
352640,1714917031
345920,1714917032
338880,1714917033
339360,1714917034
347280,1714917035
35896000,1714917036
367920,1714917037
382240,1714917038
395760,1714917039
408400,1714917040
424640,1714917041
436080,1714917042
449200,1714917043
472320,1714917044
472320,1714917045
475520,1714917046
486640,1714917047
505600,1714917048
522640,1714917049
542000,1714917050
569040,1714917051
59768000,1714917052
620720,1714917053
659520,1714917054
692800,1714917055
727360,1714917056
769120,1714917057
806960,1714917058
837840,1714917059
869600,1714917060
887120,1714917061
907600,1714917062
924960,1714917063
93888000,1714917064
941520,1714917065
945360,1714917066
947680,1714917067
946400,1714917068
953600,1714917069
958720,1714917070
962400,1714917071
961520,1714917072
967840,1714917073
968400,1714917074
974320,1714917075
978640,1714917076
980480,1714917077
983760,1714917078
983760,1714917079
983520,1714917080
982720,1714917081
987200,1714917082
992800,1714917083
991360,1714917084
995680,1714917085
992880,1714917086
1000480,1714917087
1006320,1714917088
101528000,1714917089
1019040,1714917090
1008960,1714917091
1013280,1714917092
1010080,1714917093
1018640,1714917094
1011840,1714917095
1014800,1714917096
1010880,1714917097
1009120,1714917098
1021440,1714917099
1022560,1714917100
1031359,1714917101
1036720,1714917102
1040640,1714917103
1040400,1714917104
1045839,1714917105
1051280,1714917106
1053360,1714917107
1059200,1714917108
1060960,1714917109
1058480,1714917110
1067120,1714917111
1072240,1714917112
1078480,1714917113
1079760,1714917114
1085040,1714917115
1087280,1714917116
1088400,1714917117
1046560,1714917118
1012320,1714917119
980160,1714917120
946160,1714917121
919520,1714917122
904720,1714917123
889680,1714917124
884720,1714917125
918880,1714917126
951520,1714917127
