fps,et
3,1714917347
19,1714917348
18,1714917349
16,1714917350
21,1714917351
21,1714917352
20,1714917353
20,1714917354
20,1714917355
20,1714917356
19,1714917357
20,1714917358
20,1714917359
21,1714917360
20,1714917361
19,1714917362
20,1714917363
19,1714917364
17,1714917365
21,1714917366
21,1714917367
20,1714917368
19,1714917369
20,1714917370
20,1714917371
20,1714917372
18,1714917373
18,1714917374
19,1714917375
20,1714917376
20,1714917377
20,1714917378
20,1714917379
19,1714917380
19,1714917381
19,1714917382
7,1714917383
6,1714917384
3,1714917385
0,1714917386
16,1714917387
15,1714917388
15,1714917389
15,1714917390
19,1714917391
16,1714917392
16,1714917393
17,1714917394
17,1714917395
17,1714917396
16,1714917397
14,1714917398
17,1714917399
13,1714917400
17,1714917401
12,1714917402
14,1714917403
16,1714917404
15,1714917405
14,1714917406
14,1714917407
11,1714917408
9,1714917409
14,1714917410
16,1714917411
16,1714917412
16,1714917413
17,1714917414
16,1714917415
17,1714917416
15,1714917417
16,1714917418
13,1714917419
16,1714917420
16,1714917421
12,1714917422
15,1714917423
15,1714917424
15,1714917425
15,1714917426
15,1714917427
15,1714917428
15,1714917429
14,1714917430
15,1714917431
15,1714917432
13,1714917433
15,1714917434
14,1714917435
16,1714917436
14,1714917437
16,1714917438
13,1714917439
16,1714917440
15,1714917441
15,1714917442
15,1714917443
14,1714917444
16,1714917445
15,1714917446
15,1714917447
14,1714917448
16,1714917449
15,1714917450
15,1714917451
15,1714917452
15,1714917453
15,1714917454
15,1714917455
15,1714917456
14,1714917457
15,1714917458
15,1714917459
17,1714917460
21,1714917461
20,1714917462
18,1714917463
20,1714917464
20,1714917465
20,1714917466
20,1714917467
19,1714917468
21,1714917469
16,1714917470
23,1714917471
19,1714917472
19,1714917473
20,1714917474
19,1714917475
20,1714917476
20,1714917477
16,1714917478
13,1714917479
15,1714917480
15,1714917481
15,1714917482
16,1714917483
14,1714917484
15,1714917485
15,1714917486
20,1714917487
21,1714917488
8,1714917489
6,1714917490
0,1714917491
0,1714917492
7,1714917493
18,1714917494
17,1714917495
16,1714917496
17,1714917497
16,1714917498
17,1714917499
16,1714917500
18,1714917501
16,1714917502
14,1714917503
16,1714917504
15,1714917505
14,1714917506
15,1714917507
12,1714917508
15,1714917509
14,1714917510
16,1714917511
15,1714917512
15,1714917513
15,1714917514
16,1714917515
11,1714917516
14,1714917517
15,1714917518
17,1714917519
16,1714917520
15,1714917521
15,1714917522
12,1714917523
14,1714917524
16,1714917525
15,1714917526
14,1714917527
16,1714917528
14,1714917529
13,1714917530
16,1714917531
17,1714917532
15,1714917533
15,1714917534
14,1714917535
16,1714917536
15,1714917537
15,1714917538
13,1714917539
14,1714917540
15,1714917541
15,1714917542
16,1714917543
15,1714917544
15,1714917545
15,1714917546
15,1714917547
14,1714917548
15,1714917549
14,1714917550
16,1714917551
14,1714917552
16,1714917553
14,1714917554
15,1714917555
16,1714917556
14,1714917557
16,1714917558
15,1714917559
14,1714917560
14,1714917561
16,1714917562
13,1714917563
16,1714917564
15,1714917565
14,1714917566
11,1714917567
6,1714917568
5,1714917569
0,1714917570
0,1714917571
15,1714917572
17,1714917573
18,1714917574
17,1714917575
18,1714917576
17,1714917577
17,1714917578
16,1714917579
16,1714917580
17,1714917581
16,1714917582
17,1714917583
16,1714917584
17,1714917585
13,1714917586
14,1714917587
15,1714917588
13,1714917589
