fps,et,screenshots_num
18,1719222249,31
20,1719222250,37
21,1719222251,39
18,1719222252,41
20,1719222253,39
18,1719222254,42
22,1719222255,41
17,1719222256,41
14,1719222257,45
12,1719222258,48
14,1719222259,44
24,1719222260,38
19,1719222261,41
20,1719222262,41
5,1719222263,55
0,1719222264,58
21,1719222265,41
16,1719222266,44
17,1719222267,43
15,1719222268,45
14,1719222269,44
15,1719222270,45
15,1719222271,44
18,1719222272,44
22,1719222273,43
19,1719222274,41
17,1719222275,46
20,1719222276,43
13,1719222277,45
13,1719222278,48
7,1719222279,50
18,1719222280,44
16,1719222281,45
16,1719222282,44
17,1719222283,43
16,1719222284,43
16,1719222285,41
17,1719222286,43
17,1719222287,42
16,1719222288,41
20,1719222289,40
22,1719222290,42
20,1719222291,42
19,1719222292,42
16,1719222293,46
14,1719222294,44
8,1719222295,51
14,1719222296,48
17,1719222297,45
16,1719222298,44
16,1719222299,42
17,1719222300,45
16,1719222301,41
17,1719222302,42
16,1719222303,44
17,1719222304,40
19,1719222305,43
21,1719222306,38
21,1719222307,40
19,1719222308,43
20,1719222309,43
17,1719222310,43
22,1719222311,40
21,1719222312,40
19,1719222313,42
20,1719222314,43
20,1719222315,43
20,1719222316,44
20,1719222317,40
18,1719222318,42
13,1719222319,53
17,1719222320,43
11,1719222321,50
15,1719222322,47
25,1719222323,36
22,1719222324,36
21,1719222325,41
21,1719222326,42
21,1719222327,40
21,1719222328,41
21,1719222329,40
19,1719222330,42
20,1719222331,45
20,1719222332,42
20,1719222333,41
20,1719222334,38
20,1719222335,41
20,1719222336,43
20,1719222337,43
19,1719222338,41
21,1719222339,43
20,1719222340,40
20,1719222341,42
19,1719222342,42
20,1719222343,41
20,1719222344,42
18,1719222345,42
21,1719222346,42
20,1719222347,42
19,1719222348,40
20,1719222349,44
20,1719222350,43
20,1719222351,43
20,1719222352,46
20,1719222353,43
19,1719222354,41
19,1719222355,42
19,1719222356,44
20,1719222357,41
21,1719222358,38
19,1719222359,43
20,1719222360,42
20,1719222361,44
20,1719222362,41
18,1719222363,41
20,1719222364,44
12,1719222365,48
5,1719222366,54
0,1719222367,58
21,1719222368,40
16,1719222369,45
17,1719222370,43
14,1719222371,44
15,1719222372,47
15,1719222373,46
16,1719222374,44
20,1719222375,42
22,1719222376,36
19,1719222377,41
20,1719222378,43
17,1719222379,44
20,1719222380,45
19,1719222381,40
19,1719222382,43
20,1719222383,41
20,1719222384,43
20,1719222385,42
20,1719222386,38
18,1719222387,43
21,1719222388,40
19,1719222389,40
20,1719222390,40
20,1719222391,45
20,1719222392,42
19,1719222393,43
21,1719222394,45
19,1719222395,42
20,1719222396,45
20,1719222397,43
19,1719222398,40
20,1719222399,41
20,1719222400,42
19,1719222401,44
19,1719222402,41
20,1719222403,42
20,1719222404,42
20,1719222405,42
20,1719222406,44
20,1719222407,41
20,1719222408,42
19,1719222409,42
21,1719222410,41
19,1719222411,42
20,1719222412,43
20,1719222413,41
20,1719222414,43
20,1719222415,43
20,1719222416,40
20,1719222417,42
20,1719222418,45
19,1719222419,41
20,1719222420,39
20,1719222421,44
19,1719222422,42
20,1719222423,45
20,1719222424,42
20,1719222425,42
20,1719222426,41
20,1719222427,43
20,1719222428,42
20,1719222429,43
19,1719222430,43
20,1719222431,44
20,1719222432,42
20,1719222433,41
20,1719222434,44
20,1719222435,38
20,1719222436,43
19,1719222437,45
21,1719222438,40
19,1719222439,42
20,1719222440,41
19,1719222441,45
20,1719222442,43
19,1719222443,41
20,1719222444,45
20,1719222445,42
20,1719222446,41
20,1719222447,42
19,1719222448,45
19,1719222449,41
20,1719222450,42
19,1719222451,40
20,1719222452,42
19,1719222453,45
19,1719222454,41
21,1719222455,42
20,1719222456,43
20,1719222457,39
20,1719222458,40
19,1719222459,46
19,1719222460,41
19,1719222461,40
21,1719222462,45
20,1719222463,43
20,1719222464,42
19,1719222465,40
20,1719222466,41
20,1719222467,44
20,1719222468,42
19,1719222469,42
20,1719222470,41
20,1719222471,43
20,1719222472,42
19,1719222473,46
20,1719222474,41
20,1719222475,37
20,1719222476,41
20,1719222477,39
20,1719222478,42
20,1719222479,44
20,1719222480,42
19,1719222481,40
20,1719222482,37
20,1719222483,41
19,1719222484,40
20,1719222485,39
18,1719222486,39
20,1719222487,36
20,1719222488,43
19,1719222489,41
19,1719222490,43
