fps,et
3,1716564036
17,1716564037
10,1716564038
14,1716564039
22,1716564040
22,1716564041
21,1716564042
19,1716564043
17,1716564044
6,1716564045
10,1716564046
5,1716564047
3,1716564048
19,1716564049
5,1716564050
6,1716564051
0,1716564052
19,1716564053
14,1716564054
15,1716564055
18,1716564056
19,1716564057
18,1716564058
19,1716564059
16,1716564060
16,1716564061
15,1716564062
20,1716564063
15,1716564064
9,1716564065
8,1716564066
1,1716564067
4,1716564068
13,1716564069
7,1716564070
11,1716564071
21,1716564072
16,1716564073
20,1716564074
13,1716564075
16,1716564076
18,1716564077
14,1716564078
10,1716564079
14,1716564080
16,1716564081
6,1716564082
10,1716564083
0,1716564084
0,1716564085
8,1716564086
5,1716564087
2,1716564088
7,1716564089
13,1716564090
16,1716564091
16,1716564092
10,1716564093
0,1716564094
6,1716564095
1,1716564096
0,1716564097
19,1716564098
1,1716564099
0,1716564100
8,1716564101
11,1716564102
13,1716564103
16,1716564104
22,1716564105
17,1716564106
6,1716564107
1,1716564108
0,1716564109
13,1716564110
14,1716564111
10,1716564112
8,1716564113
10,1716564114
13,1716564115
10,1716564116
13,1716564117
8,1716564118
8,1716564119
0,1716564120
20,1716564121
19,1716564122
18,1716564123
10,1716564124
11,1716564125
19,1716564126
20,1716564127
18,1716564128
20,1716564129
10,1716564130
8,1716564131
18,1716564132
14,1716564133
8,1716564134
15,1716564135
16,1716564136
6,1716564137
14,1716564138
17,1716564139
7,1716564140
12,1716564141
18,1716564142
20,1716564143
14,1716564144
5,1716564145
16,1716564146
10,1716564147
15,1716564148
6,1716564149
13,1716564150
11,1716564151
0,1716564152
12,1716564153
8,1716564154
17,1716564155
5,1716564156
18,1716564157
14,1716564158
15,1716564159
4,1716564160
1,1716564161
14,1716564162
7,1716564163
8,1716564164
17,1716564165
8,1716564166
3,1716564167
17,1716564168
14,1716564169
0,1716564170
4,1716564171
18,1716564172
19,1716564173
14,1716564174
0,1716564175
23,1716564176
24,1716564177
16,1716564178
1,1716564179
7,1716564180
9,1716564181
14,1716564182
7,1716564183
13,1716564184
10,1716564185
18,1716564186
12,1716564187
14,1716564188
10,1716564189
11,1716564190
13,1716564191
21,1716564192
16,1716564193
19,1716564194
14,1716564195
0,1716564196
15,1716564197
13,1716564198
3,1716564199
5,1716564200
4,1716564201
7,1716564202
19,1716564203
15,1716564204
14,1716564205
20,1716564206
18,1716564207
18,1716564208
11,1716564209
9,1716564210
7,1716564211
0,1716564212
22,1716564213
15,1716564214
4,1716564215
17,1716564216
17,1716564217
8,1716564218
12,1716564219
14,1716564220
9,1716564221
19,1716564222
10,1716564223
9,1716564224
7,1716564225
14,1716564226
3,1716564227
3,1716564228
18,1716564229
20,1716564230
7,1716564231
5,1716564232
20,1716564233
12,1716564234
10,1716564235
5,1716564236
6,1716564237
1,1716564238
18,1716564239
2,1716564240
0,1716564241
15,1716564242
13,1716564243
13,1716564244
19,1716564245
7,1716564246
0,1716564247
2,1716564248
9,1716564249
12,1716564250
0,1716564251
12,1716564252
18,1716564253
13,1716564254
12,1716564255
9,1716564256
2,1716564257
5,1716564258
8,1716564259
16,1716564260
11,1716564261
2,1716564262
5,1716564263
18,1716564264
11,1716564265
13,1716564266
6,1716564267
19,1716564268
9,1716564269
15,1716564270
9,1716564271
1,1716564272
11,1716564273
5,1716564274
13,1716564275
10,1716564276
0,1716564277
0,1716564278
