et,brisque,piqe
1721398862,53.49609,31.30779
1721398863,54.62913,32.12204
1721398864,52.94144,31.09087
1721398865,53.34058,31.12433
1721398866,54.43983,31.32312
1721398867,53.3157,30.58431
1721398868,53.15862,30.60219
1721398869,52.34429,30.4511
1721398870,52.56393,31.12267
1721398871,51.92138,29.39815
1721398872,52.49072,29.47806
1721398873,52.75394,32.00447
1721398874,52.46131,30.84186
1721398875,52.97573,30.47235
1721398876,52.22612,31.30311
1721398877,52.30441,30.39632
1721398878,53.0263,30.67195
1721398879,55.43227,33.38811
1721398880,54.10216,33.19476
1721398881,53.1909,30.47397
1721398882,52.99759,29.38536
1721398883,53.3952,31.90561
1721398884,52.97203,30.52836
1721398885,53.13942,31.03488
1721398886,53.15194,31.75033
1721398887,53.00685,29.81503
1721398888,52.58832,30.97658
1721398889,53.21624,31.75289
1721398890,53.2128,30.52511
1721398891,53.30897,31.51399
1721398892,53.53687,32.57381
1721398893,53.08448,30.45982
1721398894,53.25178,31.60393
1721398895,52.82037,29.90849
1721398896,52.73337,29.16433
1721398897,52.89761,31.4834
1721398898,51.37861,29.13598
1721398899,51.87454,31.63807
1721398900,51.28839,30.13948
1721398901,80.40428,20.71856
1721398902,52.83648,32.19141
1721398903,53.10275,30.02427
1721398904,53.10626,30.77421
1721398905,53.18271,30.87858
1721398906,54.16306,32.70502
1721398907,52.58583,31.01978
1721398908,52.74242,31.01144
1721398909,52.56234,31.60068
1721398910,52.64932,30.18921
1721398911,53.68586,30.65922
1721398912,53.18189,31.00793
1721398913,53.00216,30.78551
1721398914,52.93634,29.55341
1721398915,53.46406,33.50168
1721398916,53.83161,31.30062
1721398917,52.54641,31.1663
1721398918,53.68325,32.96873
1721398919,54.39152,31.71679
1721398920,53.04078,30.97314
1721398921,52.64162,30.48157
1721398922,52.63227,31.39167
1721398923,52.80219,30.75291
1721398924,52.90093,30.48554
1721398925,52.89225,30.10746
1721398926,52.85482,31.3519
1721398927,52.82853,31.07072
1721398928,52.32329,31.63004
1721398929,52.49854,29.75811
1721398930,52.62479,30.86194
1721398931,53.01105,31.57849
1721398932,52.70512,30.8264
1721398933,53.07199,30.44371
1721398934,53.04187,31.34354
1721398935,53.39576,30.30884
1721398936,53.48419,31.32875
1721398937,53.32953,32.48006
1721398938,53.9386,31.82496
1721398939,53.07637,29.99327
1721398940,53.99953,29.8179
1721398941,53.81918,29.06589
1721398942,53.4157,31.17819
1721398943,53.32256,30.92571
1721398944,53.99113,31.23024
1721398945,53.52584,30.78017
1721398946,54.53873,32.43118
1721398947,54.94209,33.17443
1721398948,53.78241,31.25015
1721398949,53.57002,31.30727
1721398950,53.49602,31.52808
1721398951,53.14149,29.83063
1721398952,53.20827,30.18904
1721398953,53.28122,30.79613
1721398954,52.98566,28.73164
1721398955,52.82897,31.70077
1721398956,52.81806,30.1666
1721398957,52.88288,30.77278
1721398958,52.83848,31.85877
1721398959,54.18887,30.02678
1721398960,54.07223,31.00057
1721398961,53.72664,30.78431
1721398962,53.30198,29.79301
1721398963,52.95227,31.03906
1721398964,53.03294,31.68026
1721398965,54.16287,32.28672
1721398966,52.02454,30.22458
1721398967,52.62107,32.30783
1721398968,51.7849,32.49727
1721398969,51.72182,31.34631
1721398970,52.04185,31.37638
1721398971,52.85908,32.90153
1721398972,52.33785,31.24648
1721398973,50.19309,32.05536
1721398974,49.56631,31.40064
1721398975,50.27065,30.98255
1721398976,51.20792,31.31676
1721398977,50.1142,31.36469
1721398978,49.90542,29.29683
1721398979,49.7845,29.99976
1721398980,50.88268,29.48643
1721398981,50.94056,32.01838
1721398982,51.11909,32.62342
1721398983,50.31957,29.70479
1721398984,50.0731,31.00112
1721398985,49.99002,30.65484
1721398986,50.33737,31.27575
1721398987,50.09594,29.91873
1721398988,51.39059,31.6884
1721398989,51.31827,32.69723
1721398990,50.58373,30.92336
1721398991,50.8727,32.23296
1721398992,51.58175,33.91783
1721398993,50.55733,30.91391
1721398994,50.22219,31.22331
1721398995,50.21504,29.75447
1721398996,50.43208,30.06156
1721398997,50.91955,30.88925
1721398998,50.41499,31.11205
1721398999,51.25697,33.08601
1721399000,51.70063,32.79202
1721399001,50.43425,32.67207
1721399002,51.07433,30.83658
1721399003,50.52814,30.7955
1721399004,50.2958,29.31655
1721399005,50.87706,31.87474
1721399006,50.96926,32.01093
1721399007,51.0439,31.9256
1721399008,50.65715,30.80793
1721399009,50.12284,30.90245
1721399010,50.40005,31.13569
1721399011,50.1416,30.5903
1721399012,50.77052,31.63835
1721399013,50.2077,31.20094
1721399014,50.24554,31.01981
1721399015,51.3872,33.14211
1721399016,50.29606,31.48851
1721399017,51.11185,33.18275
1721399018,51.16667,31.95486
1721399019,52.23276,32.92109
1721399020,50.78962,30.87521
1721399021,51.22478,30.93666
1721399022,50.14288,29.83805
1721399023,51.0135,30.6214
1721399024,51.09679,31.60388
1721399025,50.36923,30.3569
1721399026,50.45197,30.98501
1721399027,50.79134,30.60109
1721399028,50.85793,32.12971
1721399029,50.31011,31.67118
1721399030,49.84795,31.16371
1721399031,50.10347,31.32989
1721399032,51.55989,32.80129
1721399033,50.74908,33.6717
1721399034,50.55747,32.68868
1721399035,50.36562,30.44303
1721399036,50.50555,31.86586
1721399037,52.52129,33.02557
1721399038,51.47894,30.66799
1721399039,49.74757,30.99135
1721399040,51.13386,33.9811
