et,brisque
1721398862,53.49609
1721398863,54.62913
1721398864,52.94144
1721398865,53.34058
1721398866,54.43983
1721398867,53.3157
1721398868,53.15862
1721398869,52.34429
1721398870,52.56393
1721398871,51.92138
1721398872,52.49072
1721398873,52.75394
1721398874,52.46131
1721398875,52.97573
1721398876,52.22612
1721398877,52.30441
1721398878,53.0263
1721398879,55.43227
1721398880,54.10216
1721398881,53.1909
1721398882,52.99759
1721398883,53.3952
1721398884,52.97203
1721398885,53.13942
1721398886,53.15194
1721398887,53.00685
1721398888,52.58832
1721398889,53.21624
1721398890,53.2128
1721398891,53.30897
1721398892,53.53687
1721398893,53.08448
1721398894,53.25178
1721398895,52.82037
1721398896,52.73337
1721398897,52.89761
1721398898,51.37861
1721398899,51.87454
1721398900,51.28839
1721398901,80.40428
1721398902,52.83648
1721398903,53.10275
1721398904,53.10626
1721398905,53.18271
1721398906,54.16306
1721398907,52.58583
1721398908,52.74242
1721398909,52.56234
1721398910,52.64932
1721398911,53.68586
1721398912,53.18189
1721398913,53.00216
1721398914,52.93634
1721398915,53.46406
1721398916,53.83161
1721398917,52.54641
1721398918,53.68325
1721398919,54.39152
1721398920,53.04078
1721398921,52.64162
1721398922,52.63227
1721398923,52.80219
1721398924,52.90093
1721398925,52.89225
1721398926,52.85482
1721398927,52.82853
1721398928,52.32329
1721398929,52.49854
1721398930,52.62479
1721398931,53.01105
1721398932,52.70512
1721398933,53.07199
1721398934,53.04187
1721398935,53.39576
1721398936,53.48419
1721398937,53.32953
1721398938,53.9386
1721398939,53.07637
1721398940,53.99953
1721398941,53.81918
1721398942,53.4157
1721398943,53.32256
1721398944,53.99113
1721398945,53.52584
1721398946,54.53873
1721398947,54.94209
1721398948,53.78241
1721398949,53.57002
1721398950,53.49602
1721398951,53.14149
1721398952,53.20827
1721398953,53.28122
1721398954,52.98566
1721398955,52.82897
1721398956,52.81806
1721398957,52.88288
1721398958,52.83848
1721398959,54.18887
1721398960,54.07223
1721398961,53.72664
1721398962,53.30198
1721398963,52.95227
1721398964,53.03294
1721398965,54.16287
1721398966,52.02454
1721398967,52.62107
1721398968,51.7849
1721398969,51.72182
1721398970,52.04185
1721398971,52.85908
1721398972,52.33785
1721398973,50.19309
1721398974,49.56631
1721398975,50.27065
1721398976,51.20792
1721398977,50.1142
1721398978,49.90542
1721398979,49.7845
1721398980,50.88268
1721398981,50.94056
1721398982,51.11909
1721398983,50.31957
1721398984,50.0731
1721398985,49.99002
1721398986,50.33737
1721398987,50.09594
1721398988,51.39059
1721398989,51.31827
1721398990,50.58373
1721398991,50.8727
1721398992,51.58175
1721398993,50.55733
1721398994,50.22219
1721398995,50.21504
1721398996,50.43208
1721398997,50.91955
1721398998,50.41499
1721398999,51.25697
1721399000,51.70063
1721399001,50.43425
1721399002,51.07433
1721399003,50.52814
1721399004,50.2958
1721399005,50.87706
1721399006,50.96926
1721399007,51.0439
1721399008,50.65715
1721399009,50.12284
1721399010,50.40005
1721399011,50.1416
1721399012,50.77052
1721399013,50.2077
1721399014,50.24554
1721399015,51.3872
1721399016,50.29606
1721399017,51.11185
1721399018,51.16667
1721399019,52.23276
1721399020,50.78962
1721399021,51.22478
1721399022,50.14288
1721399023,51.0135
1721399024,51.09679
1721399025,50.36923
1721399026,50.45197
1721399027,50.79134
1721399028,50.85793
1721399029,50.31011
1721399030,49.84795
1721399031,50.10347
1721399032,51.55989
1721399033,50.74908
1721399034,50.55747
1721399035,50.36562
1721399036,50.50555
1721399037,52.52129
1721399038,51.47894
1721399039,49.74757
1721399040,51.13386
1721399041,50.43055
1721399042,49.76424
1721399043,50.45447
1721399044,51.66145
1721399045,50.84515
1721399046,51.0002
1721399047,51.98062
1721399048,49.42707
1721399049,49.14545
1721399050,49.22357
1721399051,51.7817
1721399052,49.87313
1721399053,49.74041
1721399054,49.70312
1721399055,49.94049
1721399056,49.79352
1721399057,49.76084
1721399058,51.1087
1721399059,51.21984
1721399060,53.89758
1721399061,52.3097
1721399062,52.10324
1721399063,52.08852
1721399064,51.77028
1721399065,51.93254
1721399066,56.63387
1721399067,60.21186
1721399068,56.95995
1721399069,57.41126
1721399070,55.34187
1721399071,55.5756
1721399072,55.47507
1721399073,55.92833
1721399074,55.62182
1721399075,55.19089
1721399076,54.30904
1721399077,54.0345
1721399078,54.55255
1721399079,54.91151
1721399080,54.17671
1721399081,54.795
1721399082,54.22275
1721399083,53.95198
1721399084,53.36965
1721399085,53.5854
1721399086,54.13504
1721399087,54.98651
1721399088,53.82613
1721399089,54.59969
1721399090,53.64313
1721399091,53.50223
1721399092,55.7733
1721399093,56.84259
1721399094,56.24474
1721399095,55.89595
1721399096,55.58579
1721399097,55.26259
1721399098,55.37975
1721399099,54.79015
1721399100,54.98846
1721399101,54.82749
1721399102,54.49832
1721399103,54.44168
