et,brisque
1716565425,48.14818
1716565426,48.14934
1716565427,48.09111
1716565428,48.25684
1716565429,48.4338
1716565430,48.40008
1716565431,49.04812
1716565432,48.55316
1716565433,49.04306
1716565434,48.46885
1716565435,50.32143
1716565436,49.60885
1716565437,49.19345
1716565438,49.68614
1716565439,50.1252
1716565440,49.23351
1716565441,48.94873
1716565442,49.17845
1716565443,49.04348
1716565444,48.40457
1716565445,48.4633
1716565446,48.00476
1716565447,48.77783
1716565448,48.1952
1716565449,47.96633
1716565450,48.3136
1716565451,48.26339
1716565452,47.72786
1716565453,48.06695
1716565454,48.10023
1716565455,48.92734
1716565456,48.69665
1716565457,48.8133
1716565458,47.96832
1716565459,48.39039
1716565460,48.34463
1716565461,48.99106
1716565462,48.3201
1716565463,48.23613
1716565464,48.63595
1716565465,49.1042
1716565466,49.28994
1716565467,49.46541
1716565468,50.04426
1716565469,51.07059
1716565470,50.82008
1716565471,53.41584
1716565472,52.13469
1716565473,50.97261
1716565474,51.06642
1716565475,50.73055
1716565476,50.54427
1716565477,50.83108
1716565478,50.50607
1716565479,50.80904
1716565480,52.10277
1716565481,49.22188
1716565482,49.05257
1716565483,48.93001
1716565484,48.59253
1716565485,48.87125
1716565486,49.38363
1716565487,49.42582
1716565488,49.30925
1716565489,49.42878
1716565490,50.00653
1716565491,48.84795
1716565492,50.09565
1716565493,49.67391
1716565494,49.93045
1716565495,49.11742
1716565496,49.71425
1716565497,49.8145
1716565498,50.18502
1716565499,49.08399
1716565500,48.9501
1716565501,48.59828
1716565502,48.73855
1716565503,48.28916
1716565504,48.54417
1716565505,48.71131
1716565506,48.6488
1716565507,50.6193
1716565508,50.08421
1716565509,49.02333
1716565510,49.21474
1716565511,48.74673
1716565512,49.3482
1716565513,50.13819
1716565514,47.91578
1716565515,48.77613
1716565516,48.43012
1716565517,48.60193
1716565518,48.32081
1716565519,47.9134
1716565520,48.4038
1716565521,50.75712
1716565522,51.58173
1716565523,51.36521
1716565524,51.02416
1716565525,50.6583
1716565526,51.00285
1716565527,51.09924
1716565528,50.82311
1716565529,50.70098
1716565530,50.18773
1716565531,53.38823
1716565532,51.04524
1716565533,50.75488
1716565534,51.1989
1716565535,50.99027
1716565536,51.69279
1716565537,51.43434
1716565538,50.15313
1716565539,50.24974
1716565540,50.07807
1716565541,50.31002
1716565542,51.39163
1716565543,50.90341
1716565544,50.29164
1716565545,50.5201
1716565546,50.74125
1716565547,50.94866
1716565548,51.31159
1716565549,50.76347
1716565550,51.10251
1716565551,50.833
1716565552,51.82277
1716565553,50.80294
1716565554,51.22683
1716565555,50.8409
1716565556,51.16636
1716565557,51.28196
1716565558,51.24171
1716565559,51.23613
1716565560,51.17541
1716565561,45.63771
1716565562,46.06632
1716565563,46.30864
1716565564,46.59148
1716565565,46.34424
1716565566,46.01409
1716565567,46.00717
1716565568,46.15359
1716565569,46.23191
1716565570,46.97983
1716565571,46.38243
1716565572,46.62463
1716565573,46.09599
1716565574,46.6583
1716565575,46.67916
1716565576,46.01445
1716565577,46.13613
1716565578,46.60046
1716565579,46.28469
1716565580,46.13625
1716565581,46.42648
1716565582,46.29248
1716565583,46.30048
1716565584,45.15611
1716565585,44.93581
1716565586,45.50195
1716565587,46.24109
1716565588,45.76998
1716565589,46.02027
1716565590,46.22032
1716565591,45.73748
1716565592,46.67117
1716565593,46.68769
1716565594,46.06397
1716565595,46.45562
1716565596,45.30161
1716565597,45.40108
1716565598,45.63537
1716565599,46.51333
1716565600,46.59579
1716565601,45.68073
1716565602,46.48594
1716565603,45.77217
1716565604,46.42155
1716565605,46.45984
1716565606,46.66206
1716565607,47.32587
1716565608,48.00597
1716565609,47.68697
1716565610,47.25528
1716565611,46.52154
1716565612,45.95653
1716565613,46.34983
1716565614,45.32626
1716565615,44.59797
1716565616,44.83233
1716565617,45.05831
1716565618,45.01365
1716565619,44.55286
1716565620,45.42647
1716565621,44.85246
1716565622,45.1947
1716565623,44.93829
1716565624,45.6898
1716565625,48.43172
1716565626,49.85486
1716565627,49.04368
1716565628,49.43492
1716565629,49.77776
1716565630,50.54956
1716565631,50.36016
1716565632,50.43583
1716565633,50.1661
1716565634,49.39051
1716565635,49.06621
1716565636,49.32107
1716565637,49.33947
1716565638,50.54292
1716565639,51.29839
1716565640,50.84336
1716565641,50.34964
1716565642,50.18596
1716565643,49.95755
1716565644,49.99862
1716565645,50.44635
1716565646,50.17545
1716565647,50.62721
1716565648,50.36015
1716565649,50.3974
1716565650,51.31006
1716565651,52.77984
1716565652,51.39374
1716565653,50.92303
1716565654,51.34377
1716565655,51.24689
1716565656,51.30242
1716565657,51.42275
1716565658,51.38329
1716565659,50.36238
1716565660,51.31611
1716565661,51.25382
1716565662,50.56903
1716565663,50.86797
1716565664,50.87255
1716565665,51.20115
1716565666,51.21356
