fps,et
15,1716565423
19,1716565424
20,1716565425
19,1716565426
21,1716565427
20,1716565428
19,1716565429
20,1716565430
19,1716565431
21,1716565432
20,1716565433
19,1716565434
19,1716565435
19,1716565436
19,1716565437
20,1716565438
20,1716565439
21,1716565440
18,1716565441
20,1716565442
20,1716565443
20,1716565444
19,1716565445
18,1716565446
20,1716565447
21,1716565448
20,1716565449
18,1716565450
19,1716565451
20,1716565452
21,1716565453
20,1716565454
19,1716565455
18,1716565456
19,1716565457
18,1716565458
20,1716565459
20,1716565460
15,1716565461
20,1716565462
22,1716565463
21,1716565464
22,1716565465
19,1716565466
20,1716565467
19,1716565468
19,1716565469
19,1716565470
18,1716565471
19,1716565472
20,1716565473
20,1716565474
19,1716565475
19,1716565476
21,1716565477
19,1716565478
20,1716565479
19,1716565480
20,1716565481
20,1716565482
19,1716565483
20,1716565484
20,1716565485
19,1716565486
21,1716565487
20,1716565488
20,1716565489
20,1716565490
20,1716565491
19,1716565492
18,1716565493
20,1716565494
21,1716565495
20,1716565496
19,1716565497
19,1716565498
20,1716565499
20,1716565500
17,1716565501
21,1716565502
19,1716565503
20,1716565504
19,1716565505
18,1716565506
19,1716565507
19,1716565508
21,1716565509
19,1716565510
20,1716565511
18,1716565512
20,1716565513
21,1716565514
18,1716565515
20,1716565516
20,1716565517
19,1716565518
21,1716565519
20,1716565520
19,1716565521
21,1716565522
20,1716565523
20,1716565524
20,1716565525
19,1716565526
20,1716565527
21,1716565528
19,1716565529
21,1716565530
18,1716565531
20,1716565532
20,1716565533
20,1716565534
19,1716565535
21,1716565536
19,1716565537
20,1716565538
19,1716565539
20,1716565540
19,1716565541
21,1716565542
20,1716565543
20,1716565544
20,1716565545
20,1716565546
20,1716565547
20,1716565548
19,1716565549
19,1716565550
20,1716565551
20,1716565552
19,1716565553
19,1716565554
21,1716565555
19,1716565556
20,1716565557
19,1716565558
18,1716565559
20,1716565560
19,1716565561
21,1716565562
19,1716565563
19,1716565564
20,1716565565
19,1716565566
19,1716565567
21,1716565568
20,1716565569
19,1716565570
21,1716565571
18,1716565572
21,1716565573
19,1716565574
20,1716565575
19,1716565576
21,1716565577
19,1716565578
19,1716565579
21,1716565580
17,1716565581
20,1716565582
21,1716565583
19,1716565584
19,1716565585
20,1716565586
20,1716565587
20,1716565588
19,1716565589
17,1716565590
17,1716565591
19,1716565592
23,1716565593
22,1716565594
17,1716565595
21,1716565596
21,1716565597
20,1716565598
20,1716565599
20,1716565600
20,1716565601
19,1716565602
21,1716565603
20,1716565604
19,1716565605
20,1716565606
20,1716565607
19,1716565608
19,1716565609
21,1716565610
17,1716565611
20,1716565612
17,1716565613
20,1716565614
20,1716565615
19,1716565616
20,1716565617
20,1716565618
21,1716565619
18,1716565620
18,1716565621
20,1716565622
20,1716565623
19,1716565624
20,1716565625
20,1716565626
20,1716565627
20,1716565628
20,1716565629
18,1716565630
19,1716565631
21,1716565632
18,1716565633
19,1716565634
20,1716565635
21,1716565636
20,1716565637
19,1716565638
18,1716565639
21,1716565640
20,1716565641
20,1716565642
19,1716565643
18,1716565644
21,1716565645
20,1716565646
19,1716565647
19,1716565648
20,1716565649
20,1716565650
20,1716565651
20,1716565652
20,1716565653
20,1716565654
19,1716565655
20,1716565656
20,1716565657
20,1716565658
19,1716565659
19,1716565660
20,1716565661
21,1716565662
19,1716565663
20,1716565664
5,1716565665
