fps,et,screenshots_num
11,1719226630,21
20,1719226631,39
20,1719226632,38
19,1719226633,40
20,1719226634,42
20,1719226635,43
19,1719226636,39
20,1719226637,43
20,1719226638,42
19,1719226639,42
19,1719226640,42
20,1719226641,42
20,1719226642,38
20,1719226643,43
20,1719226644,41
19,1719226645,42
20,1719226646,38
20,1719226647,40
20,1719226648,41
20,1719226649,42
19,1719226650,41
20,1719226651,46
20,1719226652,39
20,1719226653,41
20,1719226654,40
18,1719226655,41
20,1719226656,38
20,1719226657,44
19,1719226658,44
21,1719226659,40
19,1719226660,40
20,1719226661,43
19,1719226662,39
19,1719226663,41
19,1719226664,41
6,1719226665,56
1,1719226666,58
0,1719226667,57
17,1719226668,48
15,1719226669,42
15,1719226670,43
17,1719226671,46
16,1719226672,44
16,1719226673,43
17,1719226674,45
16,1719226675,41
13,1719226676,48
15,1719226677,44
15,1719226678,44
14,1719226679,46
16,1719226680,44
15,1719226681,42
14,1719226682,46
15,1719226683,46
15,1719226684,45
15,1719226685,47
15,1719226686,43
15,1719226687,45
15,1719226688,46
15,1719226689,46
14,1719226690,44
16,1719226691,45
14,1719226692,43
16,1719226693,42
14,1719226694,48
16,1719226695,44
15,1719226696,46
14,1719226697,42
16,1719226698,44
14,1719226699,44
16,1719226700,46
15,1719226701,43
14,1719226702,44
16,1719226703,43
15,1719226704,45
15,1719226705,43
15,1719226706,46
15,1719226707,44
14,1719226708,43
15,1719226709,45
14,1719226710,43
15,1719226711,43
15,1719226712,43
14,1719226713,45
16,1719226714,45
15,1719226715,43
15,1719226716,45
15,1719226717,43
14,1719226718,44
16,1719226719,44
15,1719226720,43
14,1719226721,45
16,1719226722,44
15,1719226723,43
14,1719226724,44
16,1719226725,43
15,1719226726,45
15,1719226727,43
15,1719226728,43
14,1719226729,47
16,1719226730,44
15,1719226731,46
15,1719226732,43
15,1719226733,44
15,1719226734,45
15,1719226735,43
15,1719226736,43
15,1719226737,44
15,1719226738,46
13,1719226739,43
16,1719226740,46
15,1719226741,44
14,1719226742,44
16,1719226743,46
15,1719226744,45
14,1719226745,43
14,1719226746,43
15,1719226747,45
16,1719226748,46
15,1719226749,43
15,1719226750,44
14,1719226751,44
15,1719226752,44
14,1719226753,45
15,1719226754,46
16,1719226755,47
14,1719226756,46
16,1719226757,43
15,1719226758,43
18,1719226759,43
21,1719226760,40
19,1719226761,43
21,1719226762,40
19,1719226763,43
19,1719226764,44
21,1719226765,44
20,1719226766,41
19,1719226767,40
19,1719226768,42
20,1719226769,45
20,1719226770,41
21,1719226771,42
19,1719226772,43
19,1719226773,43
20,1719226774,41
20,1719226775,43
20,1719226776,43
21,1719226777,40
19,1719226778,42
19,1719226779,42
19,1719226780,46
20,1719226781,42
20,1719226782,45
21,1719226783,41
19,1719226784,43
20,1719226785,40
20,1719226786,44
19,1719226787,45
20,1719226788,44
20,1719226789,44
19,1719226790,43
20,1719226791,42
20,1719226792,48
20,1719226793,47
20,1719226794,47
21,1719226795,40
19,1719226796,41
20,1719226797,44
19,1719226798,45
19,1719226799,46
20,1719226800,41
20,1719226801,39
19,1719226802,38
20,1719226803,44
20,1719226804,43
20,1719226805,45
20,1719226806,43
20,1719226807,41
20,1719226808,43
19,1719226809,45
19,1719226810,44
20,1719226811,44
20,1719226812,42
20,1719226813,41
20,1719226814,44
20,1719226815,44
21,1719226816,45
19,1719226817,42
20,1719226818,42
20,1719226819,42
18,1719226820,42
21,1719226821,44
20,1719226822,46
19,1719226823,44
20,1719226824,41
19,1719226825,39
19,1719226826,43
21,1719226827,42
19,1719226828,42
20,1719226829,41
21,1719226830,40
19,1719226831,45
19,1719226832,42
19,1719226833,43
20,1719226834,46
20,1719226835,45
20,1719226836,41
20,1719226837,45
20,1719226838,46
20,1719226839,44
19,1719226840,42
19,1719226841,44
21,1719226842,41
19,1719226843,43
20,1719226844,43
16,1719226845,49
20,1719226846,43
12,1719226847,49
12,1719226848,48
4,1719226849,54
10,1719226850,48
21,1719226851,51
16,1719226852,44
16,1719226853,44
17,1719226854,44
16,1719226855,43
16,1719226856,44
17,1719226857,43
16,1719226858,44
17,1719226859,43
16,1719226860,44
15,1719226861,43
16,1719226862,46
13,1719226863,48
15,1719226864,44
16,1719226865,45
14,1719226866,43
15,1719226867,43
15,1719226868,43
16,1719226869,44
14,1719226870,46
14,1719226871,44
