fps,et
5,1716561945
20,1716561946
20,1716561947
19,1716561948
19,1716561949
21,1716561950
15,1716561951
21,1716561952
17,1716561953
22,1716561954
21,1716561955
19,1716561956
19,1716561957
19,1716561958
22,1716561959
19,1716561960
18,1716561961
19,1716561962
20,1716561963
19,1716561964
18,1716561965
20,1716561966
21,1716561967
18,1716561968
19,1716561969
21,1716561970
21,1716561971
17,1716561972
22,1716561973
18,1716561974
19,1716561975
19,1716561976
16,1716561977
18,1716561978
19,1716561979
20,1716561980
18,1716561981
18,1716561982
18,1716561983
17,1716561984
16,1716561985
16,1716561986
23,1716561987
19,1716561988
17,1716561989
19,1716561990
19,1716561991
20,1716561992
19,1716561993
21,1716561994
25,1716561995
19,1716561996
15,1716561997
19,1716561998
22,1716561999
22,1716562000
20,1716562001
20,1716562002
21,1716562003
19,1716562004
19,1716562005
20,1716562006
20,1716562007
19,1716562008
22,1716562009
16,1716562010
18,1716562011
22,1716562012
22,1716562013
20,1716562014
20,1716562015
18,1716562016
18,1716562017
19,1716562018
20,1716562019
23,1716562020
20,1716562021
20,1716562022
18,1716562023
19,1716562024
21,1716562025
21,1716562026
20,1716562027
20,1716562028
19,1716562029
18,1716562030
18,1716562031
17,1716562032
22,1716562033
16,1716562034
17,1716562035
19,1716562036
20,1716562037
21,1716562038
20,1716562039
20,1716562040
20,1716562041
18,1716562042
22,1716562043
20,1716562044
19,1716562045
19,1716562046
17,1716562047
16,1716562048
19,1716562049
22,1716562050
21,1716562051
17,1716562052
22,1716562053
24,1716562054
18,1716562055
19,1716562056
18,1716562057
22,1716562058
22,1716562059
21,1716562060
18,1716562061
19,1716562062
19,1716562063
20,1716562064
18,1716562065
19,1716562066
22,1716562067
19,1716562068
18,1716562069
20,1716562070
24,1716562071
19,1716562072
20,1716562073
19,1716562074
19,1716562075
17,1716562076
20,1716562077
23,1716562078
20,1716562079
18,1716562080
19,1716562081
18,1716562082
20,1716562083
18,1716562084
21,1716562085
21,1716562086
20,1716562087
20,1716562088
18,1716562089
21,1716562090
20,1716562091
20,1716562092
20,1716562093
19,1716562094
19,1716562095
19,1716562096
18,1716562097
18,1716562098
24,1716562099
16,1716562100
17,1716562101
21,1716562102
25,1716562103
18,1716562104
19,1716562105
19,1716562106
20,1716562107
20,1716562108
18,1716562109
22,1716562110
22,1716562111
19,1716562112
19,1716562113
16,1716562114
17,1716562115
17,1716562116
20,1716562117
26,1716562118
22,1716562119
19,1716562120
20,1716562121
19,1716562122
20,1716562123
19,1716562124
19,1716562125
17,1716562126
20,1716562127
19,1716562128
18,1716562129
22,1716562130
15,1716562131
20,1716562132
23,1716562133
20,1716562134
21,1716562135
20,1716562136
18,1716562137
19,1716562138
20,1716562139
23,1716562140
16,1716562141
20,1716562142
18,1716562143
23,1716562144
20,1716562145
22,1716562146
18,1716562147
19,1716562148
20,1716562149
21,1716562150
18,1716562151
19,1716562152
22,1716562153
20,1716562154
19,1716562155
20,1716562156
16,1716562157
15,1716562158
17,1716562159
17,1716562160
21,1716562161
20,1716562162
18,1716562163
19,1716562164
21,1716562165
14,1716562166
22,1716562167
18,1716562168
17,1716562169
15,1716562170
19,1716562171
15,1716562172
18,1716562173
18,1716562174
19,1716562175
21,1716562176
18,1716562177
19,1716562178
21,1716562179
18,1716562180
21,1716562181
20,1716562182
19,1716562183
20,1716562184
22,1716562185
19,1716562186
15,1716562187
