bps,et
2017200,1716561946
1947840,1716561947
1814080,1716561948
1724320,1716561949
1654960,1716561950
1625600,1716561951
1541200,1716561952
1501920,1716561953
1444080,1716561954
1515920,1716561955
1607040,1716561956
1671120,1716561957
1749760,1716561958
1800880,1716561959
1860960,1716561960
1886400,1716561961
1960800,1716561962
1956160,1716561963
1998800,1716561964
1998960,1716561965
2020160,1716561966
2012480,1716561967
2012160,1716561968
2006960,1716561969
2014880,1716561970
2043840,1716561971
1991040,1716561972
2053520,1716561973
2015360,1716561974
2010800,1716561975
2022160,1716561976
2030560,1716561977
1969760,1716561978
1934160,1716561979
1934160,1716561980
1958480,1716561981
1923120,1716561982
1896960,1716561983
1877280,1716561984
1846480,1716561985
1805280,1716561986
1825520,1716561987
1850320,1716561988
1847600,1716561989
1818880,1716561990
1840960,1716561991
1851200,1716561992
1883840,1716561993
1908320,1716561994
1963200,1716561995
1992000,1716561996
2001520,1716561997
2002800,1716561998
2016400,1716561999
2078639,1716562000
2070080,1716562001
2108480,1716562002
2073280,1716562003
2043040,1716562004
2057600,1716562005
2078239,1716562006
2082480,1716562007
2046800,1716562008
2048560,1716562009
2032000,1716562010
1995120,1716562011
1995360,1716562012
2024160,1716562013
2019840,1716562014
2022560,1716562015
2022560,1716562016
2015920,1716562017
2009360,1716562018
1961360,1716562019
2014320,1716562020
2028960,1716562021
2011360,1716562022
2009040,1716562023
1989440,1716562024
1995760,1716562025
2015840,1716562026
2077920,1716562027
2061440,1716562028
1988160,1716562029
1934960,1716562030
1934960,1716562031
1912320,1716562032
1872960,1716562033
1838880,1716562034
1816720,1716562035
1749920,1716562036
1783120,1716562037
1868480,1716562038
1910080,1716562039
1960800,1716562040
2038240,1716562041
2054480,1716562042
2061040,1716562043
2109520,1716562044
2063760,1716562045
2035280,1716562046
2043680,1716562047
2016560,1716562048
1945840,1716562049
1947680,1716562050
1981840,1716562051
1990160,1716562052
1966560,1716562053
2008320,1716562054
2037920,1716562055
2050159,1716562056
2101200,1716562057
2077199,1716562058
2065920,1716562059
2056880,1716562060
2100960,1716562061
2027040,1716562062
1927680,1716562063
1882320,1716562064
1825200,1716562065
1840560,1716562066
1790480,1716562067
1766240,1716562068
1736560,1716562069
1741280,1716562070
1818080,1716562071
1818080,1716562072
1872000,1716562073
1929520,1716562074
1942480,1716562075
1964080,1716562076
1978880,1716562077
1979200,1716562078
2011040,1716562079
2006880,1716562080
2002640,1716562081
1985360,1716562082
2006160,1716562083
2009680,1716562084
1993600,1716562085
2045840,1716562086
2029440,1716562087
2032000,1716562088
2032000,1716562089
2044800,1716562090
2021680,1716562091
2031120,1716562092
2052000,1716562093
2019680,1716562094
2037120,1716562095
2014640,1716562096
2012240,1716562097
1982320,1716562098
1942640,1716562099
1893760,1716562100
1824160,1716562101
1762480,1716562102
1790400,1716562103
1766640,1716562104
1721040,1716562105
1726800,1716562106
1768880,1716562107
1768880,1716562108
18200000,1716562109
1908000,1716562110
1972480,1716562111
1928720,1716562112
1928720,1716562113
1950240,1716562114
2002960,1716562115
2008480,1716562116
1952000,1716562117
1894080,1716562118
1793520,1716562119
1710160,1716562120
1633440,1716562121
1579200,1716562122
1517920,1716562123
1502480,1716562124
1527360,1716562125
1555840,1716562126
1630320,1716562127
1683440,1716562128
1782160,1716562129
1824640,1716562130
1854160,1716562131
1915200,1716562132
1909520,1716562133
1979040,1716562134
2000160,1716562135
2016960,1716562136
2005760,1716562137
2034560,1716562138
2044160,1716562139
1991440,1716562140
2074480,1716562141
2029920,1716562142
1974480,1716562143
1973280,1716562144
1970160,1716562145
2007520,1716562146
2018160,1716562147
2042560,1716562148
1990800,1716562149
2010560,1716562150
2049280,1716562151
2073840,1716562152
2032000,1716562153
2008880,1716562154
2008880,1716562155
2017520,1716562156
2023840,1716562157
2029520,1716562158
1984720,1716562159
1941680,1716562160
1888960,1716562161
1828240,1716562162
1688640,1716562163
1564800,1716562164
1472880,1716562165
1386640,1716562166
1371680,1716562167
1342000,1716562168
1334400,1716562169
1361040,1716562170
1402240,1716562171
1431600,1716562172
1452080,1716562173
1462880,1716562174
1443200,1716562175
1446000,1716562176
1457760,1716562177
1476160,1716562178
1488080,1716562179
1545600,1716562180
1581120,1716562181
1632960,1716562182
1669600,1716562183
1724160,1716562184
1765760,1716562185
1819280,1716562186
1878160,1716562187
1906160,1716562188
