fps,et,screenshots_num
14,1719225950,24
20,1719225951,39
20,1719225952,39
19,1719225953,36
18,1719225954,40
21,1719225955,38
19,1719225956,43
20,1719225957,40
19,1719225958,42
18,1719225959,38
20,1719225960,42
17,1719225961,40
21,1719225962,41
22,1719225963,40
19,1719225964,42
19,1719225965,40
20,1719225966,41
20,1719225967,44
19,1719225968,40
20,1719225969,41
12,1719225970,48
3,1719225971,56
0,1719225972,58
13,1719225973,47
14,1719225974,46
16,1719225975,43
15,1719225976,41
15,1719225977,40
15,1719225978,45
15,1719225979,44
16,1719225980,43
20,1719225981,42
21,1719225982,41
20,1719225983,42
16,1719225984,47
14,1719225985,45
11,1719225986,51
1,1719225987,57
22,1719225988,41
17,1719225989,42
16,1719225990,41
16,1719225991,37
17,1719225992,40
16,1719225993,43
17,1719225994,40
15,1719225995,44
16,1719225996,43
19,1719225997,41
20,1719225998,37
21,1719225999,39
17,1719226000,44
20,1719226001,43
20,1719226002,40
20,1719226003,40
20,1719226004,40
18,1719226005,40
21,1719226006,39
20,1719226007,39
16,1719226008,43
15,1719226009,43
21,1719226010,35
24,1719226011,34
21,1719226012,37
19,1719226013,38
20,1719226014,41
19,1719226015,41
20,1719226016,41
19,1719226017,38
21,1719226018,41
19,1719226019,40
20,1719226020,40
20,1719226021,37
19,1719226022,40
20,1719226023,40
19,1719226024,41
19,1719226025,38
20,1719226026,39
20,1719226027,41
19,1719226028,39
21,1719226029,40
19,1719226030,40
19,1719226031,41
19,1719226032,40
20,1719226033,40
20,1719226034,41
20,1719226035,39
20,1719226036,41
18,1719226037,39
20,1719226038,39
20,1719226039,38
20,1719226040,38
19,1719226041,40
19,1719226042,42
20,1719226043,40
20,1719226044,40
20,1719226045,38
20,1719226046,42
21,1719226047,39
20,1719226048,39
19,1719226049,37
20,1719226050,39
20,1719226051,42
20,1719226052,37
21,1719226053,38
18,1719226054,38
20,1719226055,37
20,1719226056,40
21,1719226057,38
20,1719226058,40
13,1719226059,44
6,1719226060,54
2,1719226061,56
17,1719226062,43
17,1719226063,44
17,1719226064,44
16,1719226065,43
16,1719226066,42
16,1719226067,42
15,1719226068,44
15,1719226069,43
15,1719226070,46
15,1719226071,44
15,1719226072,43
15,1719226073,42
15,1719226074,44
15,1719226075,43
15,1719226076,46
16,1719226077,45
15,1719226078,44
14,1719226079,47
14,1719226080,44
16,1719226081,44
14,1719226082,43
16,1719226083,43
14,1719226084,44
15,1719226085,44
16,1719226086,45
14,1719226087,45
15,1719226088,46
16,1719226089,43
14,1719226090,44
16,1719226091,44
14,1719226092,44
15,1719226093,44
19,1719226094,44
22,1719226095,41
21,1719226096,42
20,1719226097,41
20,1719226098,46
20,1719226099,42
20,1719226100,40
20,1719226101,43
19,1719226102,45
20,1719226103,41
20,1719226104,41
19,1719226105,42
20,1719226106,42
19,1719226107,43
19,1719226108,40
19,1719226109,42
20,1719226110,41
19,1719226111,44
21,1719226112,40
19,1719226113,41
19,1719226114,41
20,1719226115,42
19,1719226116,43
21,1719226117,40
20,1719226118,40
20,1719226119,44
20,1719226120,43
20,1719226121,38
19,1719226122,40
19,1719226123,41
20,1719226124,42
20,1719226125,44
19,1719226126,43
20,1719226127,42
21,1719226128,39
18,1719226129,42
20,1719226130,43
19,1719226131,43
20,1719226132,42
20,1719226133,45
21,1719226134,42
19,1719226135,41
20,1719226136,40
20,1719226137,42
20,1719226138,41
20,1719226139,41
17,1719226140,45
20,1719226141,40
21,1719226142,41
19,1719226143,44
19,1719226144,42
20,1719226145,39
19,1719226146,41
20,1719226147,42
19,1719226148,44
19,1719226149,40
19,1719226150,40
20,1719226151,39
20,1719226152,46
20,1719226153,41
19,1719226154,44
19,1719226155,45
19,1719226156,42
20,1719226157,43
20,1719226158,45
20,1719226159,41
20,1719226160,43
19,1719226161,42
21,1719226162,42
20,1719226163,42
20,1719226164,42
19,1719226165,43
20,1719226166,42
20,1719226167,46
19,1719226168,41
19,1719226169,42
19,1719226170,41
20,1719226171,45
19,1719226172,43
20,1719226173,42
19,1719226174,41
20,1719226175,41
20,1719226176,40
20,1719226177,41
17,1719226178,41
20,1719226179,41
20,1719226180,43
20,1719226181,44
20,1719226182,41
20,1719226183,40
20,1719226184,43
19,1719226185,40
19,1719226186,41
20,1719226187,42
20,1719226188,43
20,1719226189,42
20,1719226190,42
20,1719226191,41
