et,brisque
1719225951,43.77279
1719225952,43.82426
1719225953,44.2958
1719225954,43.82259
1719225955,43.48292
1719225956,43.33671
1719225957,43.51171
1719225958,43.61596
1719225959,44.24918
1719225960,43.96238
1719225961,44.92711
1719225962,44.35031
1719225963,44.62148
1719225964,44.3528
1719225965,44.18309
1719225966,43.83289
1719225967,46.13709
1719225968,44.47528
1719225969,44.00787
1719225970,43.92381
1719225971,44.66321
1719225972,53.7097
1719225973,49.91497
1719225974,49.72527
1719225975,48.1374
1719225976,49.11774
1719225977,48.88555
1719225978,50.93491
1719225979,48.47629
1719225980,48.45111
1719225981,48.2838
1719225982,47.51565
1719225983,47.14861
1719225984,46.87556
1719225985,46.8708
1719225986,47.02505
1719225987,48.71438
1719225988,49.1711
1719225989,47.88953
1719225990,47.94172
1719225991,47.51712
1719225992,50.63586
1719225993,48.52073
1719225994,48.12749
1719225995,47.52836
1719225996,48.69684
1719225997,48.27115
1719225998,47.93691
1719225999,47.99481
1719226000,48.26208
1719226001,46.99356
1719226002,47.11314
1719226003,46.55864
1719226004,46.12273
1719226005,45.28886
1719226006,44.99451
1719226007,44.63836
1719226008,44.4314
1719226009,44.14516
1719226010,45.59016
1719226011,42.8152
1719226012,42.70106
1719226013,42.21338
1719226014,41.73219
1719226015,42.61787
1719226016,42.50301
1719226017,42.74259
1719226018,42.77406
1719226019,42.77329
1719226020,42.97516
1719226021,42.73746
1719226022,42.30898
1719226023,42.08542
1719226024,42.7908
1719226025,42.47212
1719226026,42.81936
1719226027,42.92799
1719226028,42.9948
1719226029,42.7144
1719226030,42.97842
1719226031,43.11863
1719226032,42.58161
1719226033,43.29728
1719226034,42.8346
1719226035,43.08828
1719226036,42.56239
1719226037,42.29486
1719226038,42.46802
1719226039,42.53322
1719226040,42.0465
1719226041,42.87602
1719226042,42.38779
1719226043,42.81103
1719226044,42.20155
1719226045,42.50149
1719226046,43.23703
1719226047,42.20165
1719226048,42.14965
1719226049,42.13258
1719226050,41.28737
1719226051,42.13313
1719226052,41.9372
1719226053,42.23065
1719226054,42.51807
1719226055,42.54649
1719226056,43.13518
1719226057,43.89523
1719226058,42.65554
1719226059,43.92367
1719226060,43.80196
1719226061,51.28414
1719226062,54.9477
1719226063,50.25576
1719226064,49.48928
1719226065,49.16937
1719226066,48.20316
1719226067,48.23845
1719226068,48.61774
1719226069,49.06206
1719226070,48.93597
1719226071,48.9232
1719226072,48.5695
1719226073,48.61134
1719226074,47.87995
1719226075,48.65406
1719226076,47.29943
1719226077,47.85661
1719226078,47.8697
1719226079,47.00588
1719226080,47.22172
1719226081,47.41202
1719226082,47.81336
1719226083,47.80184
1719226084,47.06467
1719226085,47.33417
1719226086,47.46087
1719226087,47.33199
1719226088,47.42976
1719226089,46.7118
1719226090,46.68705
1719226091,47.34987
1719226092,46.92526
1719226093,46.89781
1719226094,47.30146
1719226095,47.19914
1719226096,47.16376
1719226097,47.89589
1719226098,47.29426
1719226099,47.59923
1719226100,47.21953
1719226101,47.27914
1719226102,47.51385
1719226103,46.76238
1719226104,47.50873
1719226105,47.27003
1719226106,47.25668
1719226107,47.17495
1719226108,47.50433
1719226109,47.687
1719226110,47.57055
1719226111,46.98417
1719226112,47.16569
1719226113,47.18525
1719226114,47.85281
1719226115,47.66206
1719226116,46.75901
1719226117,47.42205
1719226118,47.17153
1719226119,47.33349
1719226120,47.21234
1719226121,46.95238
1719226122,47.43636
1719226123,47.4651
1719226124,47.55302
1719226125,47.06768
1719226126,46.95813
1719226127,47.30541
1719226128,47.06008
1719226129,50.37306
1719226130,50.52901
1719226131,48.73347
1719226132,48.03191
1719226133,48.00248
1719226134,47.9385
1719226135,47.49345
1719226136,47.90154
1719226137,47.98697
1719226138,47.37707
1719226139,47.76148
1719226140,47.79841
1719226141,47.57149
1719226142,47.85116
1719226143,47.92811
1719226144,47.70252
1719226145,47.59115
1719226146,46.97949
1719226147,46.34396
1719226148,46.38132
1719226149,46.85886
1719226150,46.69335
1719226151,46.5971
1719226152,46.66193
1719226153,46.45524
1719226154,46.01482
1719226155,46.47752
1719226156,47.79493
1719226157,47.28791
1719226158,47.28871
1719226159,47.10343
1719226160,48.46526
1719226161,47.66291
1719226162,47.99917
1719226163,48.04497
1719226164,48.33947
1719226165,47.78081
1719226166,47.93751
1719226167,47.76469
1719226168,47.56076
1719226169,47.8198
1719226170,47.82233
1719226171,47.82801
1719226172,47.78453
1719226173,48.31861
1719226174,47.74965
1719226175,47.99361
1719226176,47.99983
1719226177,46.86159
1719226178,47.95942
1719226179,46.48334
1719226180,45.93001
1719226181,46.15229
1719226182,46.17756
1719226183,46.07819
1719226184,45.87096
1719226185,45.91687
1719226186,46.46839
1719226187,46.23725
1719226188,46.47459
1719226189,45.90776
1719226190,45.7464
1719226191,45.71319
1719226192,45.18313
