et,brisque,piqe
1719225951,43.77279,22.70085
1719225952,43.82426,24.93576
1719225953,44.2958,24.27524
1719225954,43.82259,25.05465
1719225955,43.48292,24.40899
1719225956,43.33671,25.09243
1719225957,43.51171,23.86153
1719225958,43.61596,24.64747
1719225959,44.24918,23.06685
1719225960,43.96238,23.17026
1719225961,44.92711,26.12712
1719225962,44.35031,23.56374
1719225963,44.62148,23.45312
1719225964,44.3528,22.88104
1719225965,44.18309,23.29211
1719225966,43.83289,21.23236
1719225967,46.13709,24.60185
1719225968,44.47528,24.68853
1719225969,44.00787,25.70858
1719225970,43.92381,23.50144
1719225971,44.66321,25.10495
1719225972,53.7097,39.44159
1719225973,49.91497,37.26244
1719225974,49.72527,36.66353
1719225975,48.1374,36.55468
1719225976,49.11774,37.68849
1719225977,48.88555,35.8991
1719225978,50.93491,36.28224
1719225979,48.47629,37.58901
1719225980,48.45111,36.42076
1719225981,48.2838,36.50647
1719225982,47.51565,35.18658
1719225983,47.14861,34.01432
1719225984,46.87556,34.56147
1719225985,46.8708,35.36611
1719225986,47.02505,28.10856
1719225987,48.71438,36.62358
1719225988,49.1711,37.08871
1719225989,47.88953,35.89988
1719225990,47.94172,35.72333
1719225991,47.51712,36.65541
1719225992,50.63586,37.49883
1719225993,48.52073,36.60366
1719225994,48.12749,36.09469
1719225995,47.52836,35.22635
1719225996,48.69684,35.79222
1719225997,48.27115,35.50715
1719225998,47.93691,35.38124
1719225999,47.99481,35.77936
1719226000,48.26208,29.08203
1719226001,46.99356,25.83927
1719226002,47.11314,25.7099
1719226003,46.55864,24.98271
1719226004,46.12273,24.73441
1719226005,45.28886,23.69982
1719226006,44.99451,23.17413
1719226007,44.63836,22.77264
1719226008,44.4314,23.01456
1719226009,44.14516,22.72157
1719226010,45.59016,25.74782
1719226011,42.8152,22.89045
1719226012,42.70106,22.6949
1719226013,42.21338,22.28417
1719226014,41.73219,23.20809
1719226015,42.61787,24.04066
1719226016,42.50301,22.61116
1719226017,42.74259,21.63808
1719226018,42.77406,21.99748
1719226019,42.77329,23.09381
1719226020,42.97516,21.04945
1719226021,42.73746,23.47717
1719226022,42.30898,23.85644
1719226023,42.08542,21.65048
1719226024,42.7908,22.07569
1719226025,42.47212,23.52089
1719226026,42.81936,23.75282
1719226027,42.92799,23.22771
1719226028,42.9948,22.5148
1719226029,42.7144,21.99799
1719226030,42.97842,24.37832
1719226031,43.11863,24.48128
1719226032,42.58161,21.31057
1719226033,43.29728,23.44557
1719226034,42.8346,22.75313
1719226035,43.08828,23.15988
1719226036,42.56239,23.10905
1719226037,42.29486,22.00481
1719226038,42.46802,24.09281
1719226039,42.53322,22.48523
1719226040,42.0465,24.65673
1719226041,42.87602,23.3323
1719226042,42.38779,22.46974
1719226043,42.81103,23.8237
1719226044,42.20155,22.18734
1719226045,42.50149,23.9553
1719226046,43.23703,24.15063
1719226047,42.20165,22.03343
1719226048,42.14965,21.77492
1719226049,42.13258,19.89954
1719226050,41.28737,22.6087
1719226051,42.13313,22.26279
1719226052,41.9372,20.6568
1719226053,42.23065,21.66139
1719226054,42.51807,22.36323
1719226055,42.54649,20.19318
1719226056,43.13518,21.41489
1719226057,43.89523,20.48989
1719226058,42.65554,23.13961
1719226059,43.92367,24.66683
1719226060,43.80196,24.40781
1719226061,51.28414,38.59072
1719226062,54.9477,39.49356
1719226063,50.25576,37.39469
1719226064,49.48928,34.92972
1719226065,49.16937,35.19749
1719226066,48.20316,35.10019
1719226067,48.23845,35.85805
1719226068,48.61774,35.73602
1719226069,49.06206,34.91771
1719226070,48.93597,36.59306
1719226071,48.9232,35.62912
1719226072,48.5695,34.92301
1719226073,48.61134,35.40676
1719226074,47.87995,35.54878
1719226075,48.65406,37.71953
1719226076,47.29943,36.78662
1719226077,47.85661,35.21398
1719226078,47.8697,36.19842
1719226079,47.00588,35.8972
1719226080,47.22172,36.08268
1719226081,47.41202,34.29426
1719226082,47.81336,34.3835
1719226083,47.80184,34.23535
1719226084,47.06467,34.36036
1719226085,47.33417,34.19657
1719226086,47.46087,32.88885
1719226087,47.33199,35.20665
1719226088,47.42976,34.52811
1719226089,46.7118,35.35196
1719226090,46.68705,35.44968
1719226091,47.34987,34.08306
1719226092,46.92526,34.63662
1719226093,46.89781,34.2305
1719226094,47.30146,34.33548
1719226095,47.19914,34.3569
1719226096,47.16376,35.41983
1719226097,47.89589,34.41875
1719226098,47.29426,34.99368
1719226099,47.59923,35.14306
1719226100,47.21953,34.62361
1719226101,47.27914,34.65735
1719226102,47.51385,35.28306
1719226103,46.76238,33.38087
1719226104,47.50873,34.75932
1719226105,47.27003,34.83243
1719226106,47.25668,33.06295
1719226107,47.17495,34.20346
1719226108,47.50433,34.5922
1719226109,47.687,34.80087
1719226110,47.57055,35.61129
1719226111,46.98417,34.65393
1719226112,47.16569,35.39135
1719226113,47.18525,33.96075
1719226114,47.85281,34.74888
1719226115,47.66206,34.00581
1719226116,46.75901,34.24146
1719226117,47.42205,35.22109
1719226118,47.17153,32.84693
1719226119,47.33349,34.66238
1719226120,47.21234,33.23521
1719226121,46.95238,34.78278
1719226122,47.43636,34.32307
1719226123,47.4651,33.58549
1719226124,47.55302,35.16262
1719226125,47.06768,34.16466
1719226126,46.95813,33.8145
1719226127,47.30541,33.94675
1719226128,47.06008,33.08306
1719226129,50.37306,38.24838
1719226130,50.52901,36.67687
1719226131,48.73347,36.20349
1719226132,48.03191,35.56818
1719226133,48.00248,36.02814
1719226134,47.9385,34.91672
1719226135,47.49345,35.06158
1719226136,47.90154,33.93866
1719226137,47.98697,34.33944
1719226138,47.37707,35.38458
1719226139,47.76148,34.7596
1719226140,47.79841,35.33582
1719226141,47.57149,34.38062
1719226142,47.85116,35.00632
1719226143,47.92811,33.81811
1719226144,47.70252,34.51358
1719226145,47.59115,34.93415
1719226146,46.97949,34.57527
1719226147,46.34396,34.51139
1719226148,46.38132,35.19052
1719226149,46.85886,35.36791
1719226150,46.69335,35.09724
1719226151,46.5971,34.68816
1719226152,46.66193,35.21992
1719226153,46.45524,34.78074
1719226154,46.01482,34.85858
1719226155,46.47752,34.81377
1719226156,47.79493,36.1206
1719226157,47.28791,35.74918
1719226158,47.28871,35.53647
1719226159,47.10343,35.43704
1719226160,48.46526,36.16947
1719226161,47.66291,34.68431
1719226162,47.99917,36.48452
1719226163,48.04497,33.98937
1719226164,48.33947,34.23463
1719226165,47.78081,35.5638
1719226166,47.93751,34.79615
1719226167,47.76469,34.86477
1719226168,47.56076,35.21817
1719226169,47.8198,33.8341
1719226170,47.82233,33.85211
1719226171,47.82801,34.42098
1719226172,47.78453,34.3828
1719226173,48.31861,34.43695
1719226174,47.74965,34.15893
1719226175,47.99361,34.89749
1719226176,47.99983,36.11105
1719226177,46.86159,34.90823
1719226178,47.95942,27.63788
1719226179,46.48334,25.05316
1719226180,45.93001,25.30607
1719226181,46.15229,26.73676
1719226182,46.17756,24.88722
1719226183,46.07819,24.74866
1719226184,45.87096,25.8164
1719226185,45.91687,25.36935
1719226186,46.46839,25.42927
1719226187,46.23725,24.82825
1719226188,46.47459,24.69382
1719226189,45.90776,24.8412
1719226190,45.7464,24.31677
1719226191,45.71319,23.57536
1719226192,45.18313,24.43952
