bps,et
2006480,1716562566
2007760,1716562567
2000560,1716562568
2018720,1716562569
1961360,1716562570
1915360,1716562571
1915360,1716562572
1877680,1716562573
1845840,1716562574
1829520,1716562575
1790640,1716562576
1792000,1716562577
1762240,1716562578
1826640,1716562579
1810640,1716562580
1804720,1716562581
1833840,1716562582
1792000,1716562583
1807200,1716562584
1794000,1716562585
1794880,1716562586
1789840,1716562587
1837840,1716562588
1904080,1716562589
1904080,1716562590
1855920,1716562591
1883280,1716562592
1906080,1716562593
1900320,1716562594
1870640,1716562595
1836800,1716562596
1864480,1716562597
1824320,1716562598
1794480,1716562599
1819200,1716562600
1818080,1716562601
1845520,1716562602
1909360,1716562603
1934640,1716562604
1925760,1716562605
1952000,1716562606
2014960,1716562607
2036640,1716562608
2011040,1716562609
2044960,1716562610
1933040,1716562611
1881360,1716562612
1832000,1716562613
1832000,1716562614
1823760,1716562615
1780160,1716562616
1764960,1716562617
1544720,1716562618
1433920,1716562619
1322800,1716562620
1186000,1716562621
1011600,1716562622
869040,1716562623
735680,1716562624
735680,1716562625
612800,1716562626
638880,1716562627
692080,1716562628
716400,1716562629
752000,1716562630
796400,1716562631
844160,1716562632
891680,1716562633
958800,1716562634
1014320,1716562635
1106320,1716562636
1207920,1716562637
1302000,1716562638
1363760,1716562639
1493920,1716562640
1510720,1716562641
1497360,1716562642
1572880,1716562643
1586240,1716562644
1597360,1716562645
1598720,1716562646
1675840,1716562647
1643520,1716562648
1706160,1716562649
1792000,1716562650
1852400,1716562651
1890800,1716562652
1928880,1716562653
1959520,1716562654
1966160,1716562655
1980080,1716562656
2004800,1716562657
2034080,1716562658
2016400,1716562659
2003440,1716562660
2000720,1716562661
2016320,1716562662
2014320,1716562663
2017360,1716562664
2000400,1716562665
2000400,1716562666
2017520,1716562667
1991920,1716562668
1979280,1716562669
1913840,1716562670
1869840,1716562671
1808000,1716562672
1752640,1716562673
1794960,1716562674
1647840,1716562675
1508240,1716562676
1412320,1716562677
1359600,1716562678
1305920,1716562679
1253840,1716562680
1199520,1716562681
1112000,1716562682
1176000,1716562683
1272000,1716562684
1361760,1716562685
1498320,1716562686
1545920,1716562687
1606400,1716562688
1712000,1716562689
1792000,1716562690
1823440,1716562691
1912320,1716562692
1934080,1716562693
1911280,1716562694
1953280,1716562695
1987680,1716562696
2008880,1716562697
1990640,1716562698
2000320,1716562699
1967280,1716562700
1972240,1716562701
2006080,1716562702
2008640,1716562703
2013520,1716562704
1997440,1716562705
2012320,1716562706
2027440,1716562707
2027440,1716562708
2013760,1716562709
2068960,1716562710
2004080,1716562711
2026880,1716562712
2004320,1716562713
2030080,1716562714
2006400,1716562715
2012560,1716562716
2005040,1716562717
1974000,1716562718
1988400,1716562719
1966880,1716562720
1959040,1716562721
1892720,1716562722
1783760,1716562723
1716800,1716562724
1654240,1716562725
1643280,1716562726
1620880,1716562727
1604000,1716562728
1592320,1716562729
1615600,1716562730
1738320,1716562731
1762000,1716562732
1883520,1716562733
1883520,1716562734
1885200,1716562735
1919040,1716562736
1937120,1716562737
1978400,1716562738
1986560,1716562739
2005280,1716562740
2046800,1716562741
2012080,1716562742
2018560,1716562743
2016320,1716562744
1966000,1716562745
1903920,1716562746
1887840,1716562747
1846960,1716562748
1855040,1716562749
1848320,1716562750
1836560,1716562751
1854400,1716562752
1896880,1716562753
1957680,1716562754
1997360,1716562755
1997360,1716562756
2027680,1716562757
2000960,1716562758
1950800,1716562759
1902880,1716562760
1858880,1716562761
1842480,1716562762
1811840,1716562763
1791920,1716562764
1764080,1716562765
1780240,1716562766
1826080,1716562767
1897920,1716562768
1931120,1716562769
1949440,1716562770
2019200,1716562771
1992800,1716562772
2028240,1716562773
2008720,1716562774
2037200,1716562775
2033120,1716562776
1999440,1716562777
2027040,1716562778
1963920,1716562779
2014720,1716562780
1983600,1716562781
1943760,1716562782
1870480,1716562783
1812800,1716562784
1817920,1716562785
1776000,1716562786
1764560,1716562787
1744080,1716562788
1708400,1716562789
1773840,1716562790
1810160,1716562791
1823360,1716562792
1874560,1716562793
1945040,1716562794
1988080,1716562795
1972320,1716562796
2033680,1716562797
2040960,1716562798
2071280,1716562799
2119520,1716562800
2067840,1716562801
2044480,1716562802
2030000,1716562803
2066320,1716562804
2027600,1716562805
2011200,1716562806
2030560,1716562807
2013520,1716562808
