fps,et
14,1716562565
19,1716562566
19,1716562567
6,1716562568
22,1716562569
17,1716562570
16,1716562571
15,1716562572
13,1716562573
20,1716562574
12,1716562575
19,1716562576
14,1716562577
22,1716562578
19,1716562579
23,1716562580
18,1716562581
15,1716562582
14,1716562583
17,1716562584
17,1716562585
6,1716562586
21,1716562587
14,1716562588
12,1716562589
9,1716562590
15,1716562591
11,1716562592
14,1716562593
13,1716562594
16,1716562595
13,1716562596
15,1716562597
17,1716562598
23,1716562599
19,1716562600
17,1716562601
21,1716562602
19,1716562603
21,1716562604
10,1716562605
17,1716562606
16,1716562607
5,1716562608
10,1716562609
0,1716562610
0,1716562611
0,1716562612
0,1716562613
0,1716562614
0,1716562615
0,1716562616
15,1716562617
14,1716562618
16,1716562619
16,1716562620
16,1716562621
15,1716562622
17,1716562623
14,1716562624
16,1716562625
21,1716562626
19,1716562627
20,1716562628
16,1716562629
21,1716562630
20,1716562631
19,1716562632
8,1716562633
22,1716562634
25,1716562635
23,1716562636
15,1716562637
10,1716562638
17,1716562639
18,1716562640
16,1716562641
18,1716562642
22,1716562643
15,1716562644
20,1716562645
21,1716562646
12,1716562647
20,1716562648
10,1716562649
18,1716562650
20,1716562651
19,1716562652
15,1716562653
24,1716562654
10,1716562655
19,1716562656
15,1716562657
19,1716562658
21,1716562659
18,1716562660
23,1716562661
23,1716562662
16,1716562663
19,1716562664
22,1716562665
9,1716562666
18,1716562667
16,1716562668
18,1716562669
23,1716562670
14,1716562671
21,1716562672
4,1716562673
9,1716562674
13,1716562675
10,1716562676
14,1716562677
6,1716562678
17,1716562679
18,1716562680
18,1716562681
19,1716562682
21,1716562683
19,1716562684
11,1716562685
15,1716562686
20,1716562687
22,1716562688
9,1716562689
15,1716562690
13,1716562691
19,1716562692
18,1716562693
14,1716562694
22,1716562695
23,1716562696
17,1716562697
19,1716562698
21,1716562699
11,1716562700
21,1716562701
16,1716562702
20,1716562703
18,1716562704
19,1716562705
18,1716562706
21,1716562707
17,1716562708
15,1716562709
19,1716562710
16,1716562711
19,1716562712
11,1716562713
5,1716562714
17,1716562715
17,1716562716
21,1716562717
20,1716562718
17,1716562719
5,1716562720
17,1716562721
15,1716562722
19,1716562723
12,1716562724
17,1716562725
17,1716562726
18,1716562727
23,1716562728
12,1716562729
20,1716562730
15,1716562731
22,1716562732
18,1716562733
10,1716562734
21,1716562735
18,1716562736
18,1716562737
17,1716562738
22,1716562739
16,1716562740
19,1716562741
10,1716562742
22,1716562743
12,1716562744
10,1716562745
14,1716562746
19,1716562747
18,1716562748
19,1716562749
16,1716562750
17,1716562751
24,1716562752
15,1716562753
23,1716562754
19,1716562755
21,1716562756
17,1716562757
21,1716562758
19,1716562759
19,1716562760
22,1716562761
17,1716562762
18,1716562763
24,1716562764
18,1716562765
18,1716562766
21,1716562767
19,1716562768
12,1716562769
20,1716562770
15,1716562771
20,1716562772
23,1716562773
18,1716562774
16,1716562775
19,1716562776
23,1716562777
10,1716562778
18,1716562779
17,1716562780
19,1716562781
15,1716562782
12,1716562783
21,1716562784
3,1716562785
4,1716562786
20,1716562787
17,1716562788
13,1716562789
16,1716562790
14,1716562791
14,1716562792
21,1716562793
17,1716562794
18,1716562795
22,1716562796
23,1716562797
14,1716562798
12,1716562799
22,1716562800
17,1716562801
17,1716562802
17,1716562803
20,1716562804
17,1716562805
16,1716562806
6,1716562807
