,precision,recall,f1
0,0.5782828282828283,0.5524066576698156,0.5633903133903134
1,0.6867816091954023,0.6694805194805196,0.6768209666439755
2,0.38076923076923075,0.35304449648711944,0.36309523809523814
3,0.5726775956284152,0.5642633228840125,0.5676937441643325
4,0.7310606060606061,0.6428571428571428,0.6719756621331424
5,0.6807692307692308,0.625,0.6438461538461538
6,0.7192307692307692,0.6136363636363636,0.6398565573770492
7,0.5610119047619048,0.6006944444444445,0.579326923076923
8,0.5590909090909091,0.5887005649717514,0.573295985060691
9,0.8782051282051282,0.7418032786885246,0.7886904761904763
