,precision,recall,f1
0,0.572502210433245,0.5780476833108412,0.5752508361204013
1,0.9414483821263483,0.7320346320346321,0.8046783625730995
2,0.45502645502645506,0.4652615144418423,0.4600614439324116
3,0.5108932461873638,0.5961337513061651,0.5416666666666666
4,0.8628472222222222,0.623991673172001,0.6864615384615385
5,0.8358974358974359,0.5638888888888888,0.6351794871794871
6,0.8015873015873015,0.6262626262626262,0.6852941176470589
7,0.44068504594820385,0.5642361111111112,0.4696969696969697
8,0.5212201591511937,0.5774011299435028,0.5452743713613278
9,0.8646953405017921,0.8336065573770491,0.8480958493795463
