bps,et
1756240,1716744887
1758560,1716744888
1755360,1716744889
1772640,1716744890
1770160,1716744891
1760800,1716744892
1768720,1716744893
1764480,1716744894
1765920,1716744895
1766160,1716744896
1770880,1716744897
1758240,1716744898
1751280,1716744899
1754480,1716744900
1754720,1716744901
1757920,1716744902
1753360,1716744903
1749920,1716744904
1743280,1716744905
1750080,1716744906
1754000,1716744907
1754000,1716744908
1749280,1716744909
1739840,1716744910
1740880,1716744911
1745760,1716744912
1748960,1716744913
1739520,1716744914
1712000,1716744915
1753840,1716744916
1767920,1716744917
1778240,1716744918
1776400,1716744919
1780240,1716744920
1784000,1716744921
1802080,1716744922
1799200,1716744923
1771040,1716744924
1763040,1716744925
1762640,1716744926
1767520,1716744927
1764240,1716744928
1769440,1716744929
1771440,1716744930
1786400,1716744931
1750560,1716744932
1741600,1716744933
1772880,1716744934
1759760,1716744935
1759440,1716744936
1746560,1716744937
1751280,1716744938
1743760,1716744939
1778240,1716744940
1791600,1716744941
1753360,1716744942
1756000,1716744943
1762400,1716744944
1763680,1716744945
1756480,1716744946
1768000,1716744947
1763600,1716744948
1776320,1716744949
1768800,1716744950
1776160,1716744951
1775280,1716744952
1786640,1716744953
1787120,1716744954
1791360,1716744955
1792000,1716744956
1789680,1716744957
1792000,1716744958
1790960,1716744959
1786000,1716744960
1788160,1716744961
1783920,1716744962
1774720,1716744963
1773440,1716744964
1766880,1716744965
1770480,1716744966
1770480,1716744967
1759920,1716744968
1749760,1716744969
1712000,1716744970
1684560,1716744971
1732240,1716744972
1725920,1716744973
1625280,1716744974
1530320,1716744975
1453520,1716744976
1410800,1716744977
1351040,1716744978
1323760,1716744979
1246160,1716744980
1207760,1716744981
1294320,1716744982
1363680,1716744983
1425520,1716744984
1460880,1716744985
1515120,1716744986
1515120,1716744987
1567440,1716744988
1584160,1716744989
1632000,1716744990
1674720,1716744991
1709600,1716744992
1755280,1716744993
1789200,1716744994
1938720,1716744995
1943760,1716744996
1952000,1716744997
1885360,1716744998
1861200,1716744999
1880000,1716745000
1890160,1716745001
1881200,1716745002
1762640,1716745003
1756960,1716745004
1643280,1716745005
1632000,1716745006
1650400,1716745007
1580400,1716745008
1556160,1716745009
1552000,1716745010
1564320,1716745011
1587280,1716745012
1725760,1716745013
1800000,1716745014
1807920,1716745015
1856400,1716745016
1884240,1716745017
1915840,1716745018
1895360,1716745019
1915120,1716745020
1909520,1716745021
1906560,1716745022
1878480,1716745023
1870880,1716745024
1848160,1716745025
1814400,1716745026
1830720,1716745027
1781520,1716745028
1754080,1716745029
1708640,1716745030
1632000,1716745031
1531440,1716745032
1468320,1716745033
1424400,1716745034
1305600,1716745035
1271200,1716745036
1241360,1716745037
1342240,1716745038
1392320,1716745039
1488720,1716745040
1549920,1716745041
1632400,1716745042
1779120,1716745043
1832000,1716745044
1912000,1716745045
1866080,1716745046
1912000,1716745047
1912000,1716745048
1912800,1716745049
1824720,1716745050
1741280,1716745051
1692880,1716745052
1608480,1716745053
1552320,1716745054
1503120,1716745055
1439840,1716745056
1399840,1716745057
1424160,1716745058
1398480,1716745059
1389520,1716745060
1389520,1716745061
1407760,1716745062
1407760,1716745063
1402880,1716745064
1402880,1716745065
1433840,1716745066
1445040,1716745067
1431840,1716745068
1469280,1716745069
1498880,1716745070
1509760,1716745071
1525760,1716745072
1529600,1716745073
1554640,1716745074
1574560,1716745075
1593200,1716745076
1627360,1716745077
1629920,1716745078
1650720,1716745079
1665760,1716745080
1691760,1716745081
1703520,1716745082
1713840,1716745083
1751680,1716745084
1730160,1716745085
1780720,1716745086
1776320,1716745087
1825360,1716745088
1801920,1716745089
1812640,1716745090
1809360,1716745091
1780640,1716745092
1820480,1716745093
1805200,1716745094
1823840,1716745095
1783920,1716745096
1815760,1716745097
1791920,1716745098
1832000,1716745099
1854400,1716745100
1863440,1716745101
1859600,1716745102
1862560,1716745103
1859600,1716745104
1808000,1716745105
1742880,1716745106
1639120,1716745107
1563200,1716745108
1512480,1716745109
1459200,1716745110
1430560,1716745111
1408960,1716745112
1436160,1716745113
1520160,1716745114
1581520,1716745115
1640560,1716745116
1666000,1716745117
1712000,1716745118
1741680,1716745119
1762880,1716745120
1790640,1716745121
1809120,1716745122
1795440,1716745123
1787200,1716745124
1798720,1716745125
1796720,1716745126
1788960,1716745127
1792000,1716745128
1776960,1716745129
