bps,et
1866400,1716563675
1805040,1716563676
1845760,1716563677
1806000,1716563678
1892480,1716563679
1985440,1716563680
1998320,1716563681
1945200,1716563682
1984800,1716563683
2010400,1716563684
2052320,1716563685
2055040,1716563686
2067600,1716563687
1924960,1716563688
1959360,1716563689
1995280,1716563690
2025200,1716563691
2011040,1716563692
1983040,1716563693
2011200,1716563694
1972240,1716563695
1977840,1716563696
1960720,1716563697
2000240,1716563698
1979280,1716563699
1972800,1716563700
1984720,1716563701
1966240,1716563702
1984160,1716563703
2007680,1716563704
2007680,1716563705
2009040,1716563706
2004000,1716563707
2006960,1716563708
2009040,1716563709
1988080,1716563710
2006080,1716563711
19824000,1716563712
1973520,1716563713
1985840,1716563714
1963120,1716563715
1976240,1716563716
2017360,1716563717
1997200,1716563718
1989520,1716563719
2000400,1716563720
2000400,1716563721
1998640,1716563722
1979760,1716563723
1961760,1716563724
1989920,1716563725
1930480,1716563726
1974880,1716563727
2002560,1716563728
2010160,1716563729
2003920,1716563730
2013440,1716563731
2033760,1716563732
1989840,1716563733
1979760,1716563734
1968800,1716563735
1914400,1716563736
1921040,1716563737
1898160,1716563738
1894320,1716563739
1842960,1716563740
1832320,1716563741
1904800,1716563742
1921200,1716563743
1959280,1716563744
1916400,1716563745
1975040,1716563746
1992000,1716563747
2048000,1716563748
2038480,1716563749
2018080,1716563750
2010400,1716563751
2008480,1716563752
2027760,1716563753
2010720,1716563754
1968720,1716563755
1962800,1716563756
2003600,1716563757
2007520,1716563758
2015200,1716563759
1977840,1716563760
1982880,1716563761
1978000,1716563762
2012640,1716563763
2033760,1716563764
2023200,1716563765
1975520,1716563766
1967840,1716563767
2006640,1716563768
2005120,1716563769
1992000,1716563770
1977280,1716563771
2012320,1716563772
1987520,1716563773
2020320,1716563774
2020320,1716563775
2035040,1716563776
2026320,1716563777
2019600,1716563778
2014800,1716563779
2048239,1716563780
1985360,1716563781
1992800,1716563782
2012320,1716563783
1974400,1716563784
1973760,1716563785
1969360,1716563786
1978320,1716563787
1927760,1716563788
1959520,1716563789
1983680,1716563790
1971520,1716563791
1996960,1716563792
1979040,1716563793
1980400,1716563794
2000240,1716563795
2029440,1716563796
2042320,1716563797
2007760,1716563798
1991600,1716563799
2000480,1716563800
2008960,1716563801
2008960,1716563802
2031840,1716563803
2009840,1716563804
2007040,1716563805
1988560,1716563806
1985600,1716563807
1998720,1716563808
1970560,1716563809
1973040,1716563810
1964240,1716563811
1972560,1716563812
2002000,1716563813
1981760,1716563814
2029680,1716563815
1996080,1716563816
1983840,1716563817
2003200,1716563818
1994000,1716563819
1994640,1716563820
1944080,1716563821
1986560,1716563822
1952000,1716563823
1983840,1716563824
2020720,1716563825
1992000,1716563826
1976480,1716563827
1990000,1716563828
2023200,1716563829
2000720,1716563830
2006720,1716563831
2000480,1716563832
1994080,1716563833
2007600,1716563834
2016640,1716563835
2018960,1716563836
1980240,1716563837
1983760,1716563838
1987600,1716563839
1974560,1716563840
1991760,1716563841
1964000,1716563842
1950160,1716563843
1961440,1716563844
1988240,1716563845
1998640,1716563846
1968480,1716563847
1992960,1716563848
19800000,1716563849
1984320,1716563850
2000880,1716563851
2015840,1716563852
1972720,1716563853
1962000,1716563854
1962960,1716563855
1954320,1716563856
1932400,1716563857
2004080,1716563858
1986400,1716563859
1909680,1716563860
1951440,1716563861
2011920,1716563862
2027440,1716563863
2025840,1716563864
2020000,1716563865
1988960,1716563866
2005600,1716563867
2005600,1716563868
2051440,1716563869
2055040,1716563870
1989040,1716563871
2006560,1716563872
1985120,1716563873
2023200,1716563874
2019680,1716563875
2058639,1716563876
2025120,1716563877
2062719,1716563878
2058960,1716563879
2022240,1716563880
2048639,1716563881
1997200,1716563882
2004800,1716563883
2026400,1716563884
2009920,1716563885
1959360,1716563886
1996400,1716563887
2020240,1716563888
2025520,1716563889
2049520,1716563890
2060000,1716563891
1990000,1716563892
2038880,1716563893
2057520,1716563894
1990560,1716563895
2000640,1716563896
1977680,1716563897
1982480,1716563898
1964960,1716563899
1999520,1716563900
1951200,1716563901
1952000,1716563902
1998640,1716563903
1986320,1716563904
1955360,1716563905
1977200,1716563906
1949360,1716563907
1933120,1716563908
2003440,1716563909
2003120,1716563910
1991360,1716563911
1995120,1716563912
2004160,1716563913
2003680,1716563914
2018800,1716563915
2049440,1716563916
