fps,et
5,1716563674
14,1716563675
14,1716563676
18,1716563677
20,1716563678
20,1716563679
10,1716563680
15,1716563681
17,1716563682
0,1716563683
15,1716563684
16,1716563685
17,1716563686
18,1716563687
10,1716563688
16,1716563689
13,1716563690
9,1716563691
23,1716563692
20,1716563693
19,1716563694
9,1716563695
12,1716563696
10,1716563697
13,1716563698
19,1716563699
16,1716563700
20,1716563701
16,1716563702
10,1716563703
2,1716563704
2,1716563705
8,1716563706
11,1716563707
23,1716563708
20,1716563709
17,1716563710
19,1716563711
15,1716563712
7,1716563713
14,1716563714
3,1716563715
9,1716563716
12,1716563717
11,1716563718
18,1716563719
19,1716563720
15,1716563721
12,1716563722
18,1716563723
16,1716563724
20,1716563725
17,1716563726
22,1716563727
10,1716563728
12,1716563729
10,1716563730
10,1716563731
15,1716563732
14,1716563733
7,1716563734
15,1716563735
2,1716563736
18,1716563737
15,1716563738
2,1716563739
19,1716563740
19,1716563741
18,1716563742
14,1716563743
18,1716563744
13,1716563745
17,1716563746
16,1716563747
14,1716563748
17,1716563749
19,1716563750
18,1716563751
14,1716563752
13,1716563753
12,1716563754
8,1716563755
9,1716563756
19,1716563757
14,1716563758
16,1716563759
13,1716563760
11,1716563761
18,1716563762
20,1716563763
14,1716563764
0,1716563765
25,1716563766
20,1716563767
20,1716563768
17,1716563769
12,1716563770
18,1716563771
19,1716563772
16,1716563773
12,1716563774
18,1716563775
15,1716563776
10,1716563777
21,1716563778
19,1716563779
2,1716563780
0,1716563781
16,1716563782
18,1716563783
19,1716563784
17,1716563785
15,1716563786
2,1716563787
2,1716563788
12,1716563789
12,1716563790
4,1716563791
17,1716563792
16,1716563793
18,1716563794
8,1716563795
25,1716563796
16,1716563797
14,1716563798
17,1716563799
5,1716563800
21,1716563801
15,1716563802
17,1716563803
4,1716563804
9,1716563805
12,1716563806
17,1716563807
15,1716563808
23,1716563809
20,1716563810
18,1716563811
17,1716563812
16,1716563813
11,1716563814
13,1716563815
14,1716563816
9,1716563817
15,1716563818
22,1716563819
12,1716563820
20,1716563821
14,1716563822
20,1716563823
16,1716563824
13,1716563825
9,1716563826
15,1716563827
18,1716563828
19,1716563829
13,1716563830
7,1716563831
19,1716563832
9,1716563833
18,1716563834
13,1716563835
22,1716563836
18,1716563837
15,1716563838
4,1716563839
19,1716563840
18,1716563841
20,1716563842
21,1716563843
14,1716563844
19,1716563845
7,1716563846
9,1716563847
11,1716563848
16,1716563849
6,1716563850
14,1716563851
11,1716563852
0,1716563853
11,1716563854
2,1716563855
26,1716563856
13,1716563857
7,1716563858
22,1716563859
17,1716563860
17,1716563861
21,1716563862
11,1716563863
17,1716563864
18,1716563865
22,1716563866
10,1716563867
17,1716563868
15,1716563869
7,1716563870
24,1716563871
14,1716563872
21,1716563873
16,1716563874
15,1716563875
22,1716563876
16,1716563877
8,1716563878
22,1716563879
19,1716563880
9,1716563881
21,1716563882
15,1716563883
17,1716563884
3,1716563885
18,1716563886
17,1716563887
19,1716563888
13,1716563889
12,1716563890
16,1716563891
7,1716563892
19,1716563893
2,1716563894
16,1716563895
16,1716563896
8,1716563897
6,1716563898
15,1716563899
7,1716563900
19,1716563901
7,1716563902
21,1716563903
20,1716563904
15,1716563905
21,1716563906
10,1716563907
21,1716563908
5,1716563909
22,1716563910
13,1716563911
11,1716563912
14,1716563913
23,1716563914
16,1716563915
1,1716563916
