fps,et,screenshots_num
10,1719221844,17
19,1719221845,43
20,1719221846,45
19,1719221847,45
21,1719221848,46
19,1719221849,40
19,1719221850,43
20,1719221851,45
20,1719221852,43
21,1719221853,43
20,1719221854,45
19,1719221855,41
20,1719221856,42
21,1719221857,41
19,1719221858,44
19,1719221859,44
21,1719221860,39
19,1719221861,44
19,1719221862,43
22,1719221863,42
18,1719221864,41
21,1719221865,42
20,1719221866,41
20,1719221867,42
20,1719221868,43
20,1719221869,45
19,1719221870,44
21,1719221871,38
19,1719221872,46
19,1719221873,43
20,1719221874,41
19,1719221875,45
20,1719221876,44
21,1719221877,40
20,1719221878,46
18,1719221879,44
20,1719221880,42
19,1719221881,41
20,1719221882,44
20,1719221883,42
19,1719221884,44
19,1719221885,44
20,1719221886,43
22,1719221887,41
20,1719221888,46
19,1719221889,42
18,1719221890,43
20,1719221891,38
22,1719221892,43
17,1719221893,43
15,1719221894,48
17,1719221895,45
21,1719221896,41
24,1719221897,35
22,1719221898,36
19,1719221899,40
8,1719221900,53
5,1719221901,54
22,1719221902,39
16,1719221903,42
16,1719221904,42
17,1719221905,44
16,1719221906,44
16,1719221907,46
15,1719221908,43
15,1719221909,42
17,1719221910,44
19,1719221911,42
22,1719221912,42
18,1719221913,45
20,1719221914,43
20,1719221915,42
20,1719221916,45
20,1719221917,42
19,1719221918,45
20,1719221919,44
20,1719221920,43
20,1719221921,42
17,1719221922,47
22,1719221923,44
19,1719221924,41
20,1719221925,45
19,1719221926,45
19,1719221927,45
19,1719221928,45
20,1719221929,43
19,1719221930,44
20,1719221931,41
20,1719221932,44
20,1719221933,43
19,1719221934,40
19,1719221935,44
9,1719221936,52
0,1719221937,58
14,1719221938,43
15,1719221939,47
15,1719221940,45
15,1719221941,45
15,1719221942,47
15,1719221943,47
15,1719221944,46
21,1719221945,41
21,1719221946,41
17,1719221947,47
19,1719221948,44
19,1719221949,45
20,1719221950,41
15,1719221951,45
13,1719221952,51
2,1719221953,56
5,1719221954,55
21,1719221955,39
16,1719221956,41
17,1719221957,44
15,1719221958,44
15,1719221959,46
18,1719221960,45
21,1719221961,46
22,1719221962,42
20,1719221963,44
20,1719221964,46
18,1719221965,44
20,1719221966,46
17,1719221967,45
22,1719221968,41
17,1719221969,45
21,1719221970,39
21,1719221971,39
20,1719221972,47
18,1719221973,47
20,1719221974,46
20,1719221975,43
20,1719221976,42
20,1719221977,43
20,1719221978,43
20,1719221979,43
19,1719221980,43
20,1719221981,43
20,1719221982,44
21,1719221983,45
19,1719221984,45
21,1719221985,44
19,1719221986,44
19,1719221987,42
20,1719221988,44
21,1719221989,43
20,1719221990,44
20,1719221991,42
20,1719221992,47
18,1719221993,41
19,1719221994,43
20,1719221995,44
21,1719221996,41
20,1719221997,47
20,1719221998,45
19,1719221999,42
19,1719222000,42
21,1719222001,41
20,1719222002,41
18,1719222003,47
17,1719222004,44
19,1719222005,43
22,1719222006,43
22,1719222007,41
19,1719222008,43
21,1719222009,45
19,1719222010,42
18,1719222011,46
21,1719222012,46
19,1719222013,45
18,1719222014,42
20,1719222015,42
18,1719222016,45
19,1719222017,45
19,1719222018,37
20,1719222019,33
20,1719222020,41
21,1719222021,43
20,1719222022,41
19,1719222023,41
20,1719222024,43
20,1719222025,45
18,1719222026,41
19,1719222027,42
21,1719222028,42
19,1719222029,42
19,1719222030,40
20,1719222031,42
17,1719222032,45
23,1719222033,41
18,1719222034,41
22,1719222035,42
18,1719222036,42
20,1719222037,41
15,1719222038,43
10,1719222039,49
12,1719222040,47
18,1719222041,43
24,1719222042,34
24,1719222043,38
21,1719222044,38
22,1719222045,34
21,1719222046,43
20,1719222047,41
18,1719222048,44
19,1719222049,42
19,1719222050,41
19,1719222051,44
19,1719222052,42
20,1719222053,39
18,1719222054,41
21,1719222055,42
19,1719222056,45
19,1719222057,42
20,1719222058,39
19,1719222059,42
19,1719222060,42
21,1719222061,42
19,1719222062,43
20,1719222063,40
20,1719222064,40
20,1719222065,39
21,1719222066,43
19,1719222067,44
19,1719222068,42
19,1719222069,41
20,1719222070,43
21,1719222071,41
20,1719222072,41
20,1719222073,41
20,1719222074,43
19,1719222075,43
20,1719222076,43
19,1719222077,42
20,1719222078,39
20,1719222079,43
19,1719222080,42
20,1719222081,41
19,1719222082,37
20,1719222083,38
20,1719222084,47
20,1719222085,40
