fps,et
3,1716566374
20,1716566375
19,1716566376
21,1716566377
19,1716566378
19,1716566379
20,1716566380
16,1716566381
21,1716566382
16,1716566383
24,1716566384
15,1716566385
20,1716566386
18,1716566387
23,1716566388
21,1716566389
20,1716566390
20,1716566391
20,1716566392
19,1716566393
19,1716566394
21,1716566395
19,1716566396
20,1716566397
20,1716566398
20,1716566399
20,1716566400
16,1716566401
20,1716566402
20,1716566403
19,1716566404
20,1716566405
20,1716566406
18,1716566407
21,1716566408
20,1716566409
20,1716566410
19,1716566411
21,1716566412
20,1716566413
19,1716566414
20,1716566415
21,1716566416
18,1716566417
19,1716566418
20,1716566419
20,1716566420
19,1716566421
20,1716566422
21,1716566423
19,1716566424
20,1716566425
19,1716566426
20,1716566427
20,1716566428
18,1716566429
12,1716566430
21,1716566431
20,1716566432
19,1716566433
20,1716566434
20,1716566435
18,1716566436
19,1716566437
20,1716566438
19,1716566439
16,1716566440
17,1716566441
25,1716566442
18,1716566443
19,1716566444
17,1716566445
21,1716566446
20,1716566447
20,1716566448
20,1716566449
20,1716566450
20,1716566451
20,1716566452
20,1716566453
20,1716566454
19,1716566455
21,1716566456
20,1716566457
20,1716566458
20,1716566459
20,1716566460
15,1716566461
20,1716566462
21,1716566463
20,1716566464
19,1716566465
19,1716566466
20,1716566467
20,1716566468
19,1716566469
19,1716566470
20,1716566471
20,1716566472
20,1716566473
19,1716566474
20,1716566475
20,1716566476
20,1716566477
20,1716566478
18,1716566479
19,1716566480
21,1716566481
19,1716566482
19,1716566483
21,1716566484
18,1716566485
19,1716566486
22,1716566487
20,1716566488
20,1716566489
20,1716566490
19,1716566491
19,1716566492
20,1716566493
20,1716566494
19,1716566495
20,1716566496
19,1716566497
20,1716566498
21,1716566499
19,1716566500
20,1716566501
20,1716566502
20,1716566503
20,1716566504
19,1716566505
21,1716566506
21,1716566507
19,1716566508
19,1716566509
20,1716566510
20,1716566511
19,1716566512
20,1716566513
20,1716566514
19,1716566515
19,1716566516
20,1716566517
17,1716566518
22,1716566519
19,1716566520
18,1716566521
22,1716566522
19,1716566523
20,1716566524
20,1716566525
20,1716566526
15,1716566527
16,1716566528
18,1716566529
15,1716566530
23,1716566531
21,1716566532
20,1716566533
18,1716566534
16,1716566535
20,1716566536
21,1716566537
20,1716566538
20,1716566539
19,1716566540
20,1716566541
18,1716566542
21,1716566543
18,1716566544
20,1716566545
18,1716566546
20,1716566547
19,1716566548
18,1716566549
9,1716566550
19,1716566551
13,1716566552
17,1716566553
19,1716566554
20,1716566555
21,1716566556
19,1716566557
19,1716566558
17,1716566559
20,1716566560
18,1716566561
21,1716566562
19,1716566563
20,1716566564
20,1716566565
19,1716566566
21,1716566567
18,1716566568
20,1716566569
18,1716566570
21,1716566571
20,1716566572
18,1716566573
20,1716566574
19,1716566575
19,1716566576
20,1716566577
20,1716566578
20,1716566579
19,1716566580
19,1716566581
19,1716566582
19,1716566583
21,1716566584
21,1716566585
17,1716566586
20,1716566587
20,1716566588
18,1716566589
20,1716566590
21,1716566591
20,1716566592
19,1716566593
20,1716566594
20,1716566595
20,1716566596
20,1716566597
20,1716566598
19,1716566599
20,1716566600
19,1716566601
19,1716566602
18,1716566603
22,1716566604
19,1716566605
20,1716566606
19,1716566607
21,1716566608
6,1716566609
0,1716566610
0,1716566611
0,1716566612
16,1716566613
20,1716566614
19,1716566615
16,1716566616
