bps,et
2018000,1716566375
2021280,1716566376
2017520,1716566377
2012640,1716566378
2015040,1716566379
2028480,1716566380
2018240,1716566381
2009440,1716566382
1999840,1716566383
1994880,1716566384
2014480,1716566385
1992800,1716566386
1992000,1716566387
1948400,1716566388
2018640,1716566389
2025920,1716566390
2035040,1716566391
2051440,1716566392
2026160,1716566393
2054880,1716566394
2041360,1716566395
2090480,1716566396
2020000,1716566397
2017680,1716566398
2033120,1716566399
2010080,1716566400
2015440,1716566401
2012880,1716566402
2020320,1716566403
2015120,1716566404
2019520,1716566405
2010320,1716566406
2005440,1716566407
2014480,1716566408
2014480,1716566409
2019760,1716566410
2022160,1716566411
2023840,1716566412
2016560,1716566413
2027920,1716566414
2026720,1716566415
2033840,1716566416
2030080,1716566417
2026320,1716566418
2012560,1716566419
2021280,1716566420
2023600,1716566421
2010800,1716566422
2016240,1716566423
2016240,1716566424
2009760,1716566425
2015040,1716566426
2022640,1716566427
2027840,1716566428
2021120,1716566429
2016800,1716566430
2028480,1716566431
2022560,1716566432
2024480,1716566433
2023120,1716566434
2016640,1716566435
2009760,1716566436
2013680,1716566437
2019120,1716566438
2008560,1716566439
2017360,1716566440
1981600,1716566441
1977280,1716566442
1992000,1716566443
2016000,1716566444
2002400,1716566445
2001200,1716566446
1996640,1716566447
2015760,1716566448
2051120,1716566449
2055760,1716566450
2040400,1716566451
2018640,1716566452
2039600,1716566453
2030560,1716566454
2040320,1716566455
2020640,1716566456
2013360,1716566457
2021600,1716566458
2010800,1716566459
2021520,1716566460
2008640,1716566461
2022400,1716566462
2022880,1716566463
2015760,1716566464
2020240,1716566465
2007040,1716566466
2007040,1716566467
2016080,1716566468
2013840,1716566469
2007920,1716566470
2012320,1716566471
2002160,1716566472
2015440,1716566473
2000880,1716566474
2003120,1716566475
2006800,1716566476
2006080,1716566477
2011840,1716566478
1993600,1716566479
2007120,1716566480
1990320,1716566481
2005600,1716566482
2006400,1716566483
1998800,1716566484
1997360,1716566485
1981520,1716566486
1996880,1716566487
1988080,1716566488
2012320,1716566489
2007200,1716566490
2004560,1716566491
2016480,1716566492
2007440,1716566493
2033600,1716566494
2020960,1716566495
2028160,1716566496
2021760,1716566497
2017360,1716566498
2022240,1716566499
2015600,1716566500
2023520,1716566501
2010960,1716566502
2025280,1716566503
2012720,1716566504
2004480,1716566505
2020320,1716566506
2017920,1716566507
2012560,1716566508
2011520,1716566509
2025200,1716566510
2011360,1716566511
2011360,1716566512
2011520,1716566513
2016800,1716566514
2004000,1716566515
2017600,1716566516
2012720,1716566517
2019360,1716566518
2006800,1716566519
2023760,1716566520
2028000,1716566521
2019920,1716566522
2025920,1716566523
2017680,1716566524
2022480,1716566525
2020960,1716566526
2023600,1716566527
1974560,1716566528
1948800,1716566529
1914480,1716566530
1890320,1716566531
1875440,1716566532
1897840,1716566533
1899280,1716566534
1894720,1716566535
1928640,1716566536
1928640,1716566537
1958080,1716566538
1992000,1716566539
2029120,1716566540
2032000,1716566541
2017360,1716566542
2016800,1716566543
2020960,1716566544
2035280,1716566545
2046960,1716566546
2018800,1716566547
2006560,1716566548
2007920,1716566549
2021360,1716566550
2010560,1716566551
2011120,1716566552
1991200,1716566553
1996480,1716566554
2014080,1716566555
2020720,1716566556
2019280,1716566557
2012800,1716566558
2016800,1716566559
2013920,1716566560
2031680,1716566561
2031680,1716566562
2010800,1716566563
2011680,1716566564
2009040,1716566565
2018240,1716566566
2011280,1716566567
2012880,1716566568
2014160,1716566569
2010640,1716566570
2017680,1716566571
2019760,1716566572
2025680,1716566573
2015840,1716566574
2014720,1716566575
2019200,1716566576
2023760,1716566577
2010240,1716566578
2011680,1716566579
2021200,1716566580
2013440,1716566581
2009120,1716566582
2023120,1716566583
2013200,1716566584
2008800,1716566585
2021360,1716566586
2013520,1716566587
2014800,1716566588
2008720,1716566589
2023040,1716566590
2015120,1716566591
2018000,1716566592
2017920,1716566593
2017040,1716566594
2018320,1716566595
2007040,1716566596
2015680,1716566597
2015680,1716566598
2013920,1716566599
2016000,1716566600
2019680,1716566601
2017920,1716566602
2023040,1716566603
2024560,1716566604
2027680,1716566605
2019200,1716566606
2012400,1716566607
2015360,1716566608
2013440,1716566609
2011840,1716566610
1996880,1716566611
1996880,1716566612
1997360,1716566613
1997040,1716566614
2006640,1716566615
2011280,1716566616
2003920,1716566617
