et,brisque,piqe
1716566375,52.05802,32.16899
1716566376,50.86321,32.77436
1716566377,50.37906,31.14254
1716566378,50.32647,31.81484
1716566379,50.3114,31.22007
1716566380,50.14571,32.02485
1716566381,51.5574,31.09652
1716566382,50.27384,31.17916
1716566383,49.95293,32.11999
1716566384,50.24283,32.60465
1716566385,50.88985,31.01963
1716566386,50.49232,32.03012
1716566387,50.9011,32.24154
1716566388,49.99492,30.11905
1716566389,50.89916,31.69985
1716566390,52.13909,30.95816
1716566391,50.18442,31.72398
1716566392,51.03716,31.61816
1716566393,51.61233,33.31432
1716566394,51.45725,32.53524
1716566395,51.09481,31.84581
1716566396,50.1967,31.452
1716566397,50.04887,31.07467
1716566398,50.1062,32.50892
1716566399,51.67141,31.96875
1716566400,52.55035,29.82625
1716566401,52.41019,31.0227
1716566402,50.30594,32.80542
1716566403,50.69301,30.50031
1716566404,51.62935,31.29537
1716566405,49.63933,31.13635
1716566406,48.36061,32.72601
1716566407,47.73647,31.29907
1716566408,48.88782,32.75084
1716566409,49.05137,32.33404
1716566410,48.14005,30.5931
1716566411,48.25736,32.30671
1716566412,47.5417,30.62163
1716566413,47.67298,29.87423
1716566414,47.93631,30.72133
1716566415,48.8648,31.10268
1716566416,48.74242,30.78269
1716566417,49.05557,33.05581
1716566418,49.23138,29.73565
1716566419,48.74132,32.05032
1716566420,49.43115,31.12309
1716566421,48.95324,31.58077
1716566422,47.952,31.5202
1716566423,48.34659,30.70512
1716566424,47.68379,30.77714
1716566425,48.77636,30.60369
1716566426,47.55773,32.85694
1716566427,49.11066,32.19239
1716566428,47.85997,31.1361
1716566429,49.2775,32.77453
1716566430,49.35464,32.0213
1716566431,49.86618,32.69792
1716566432,50.44905,30.98865
1716566433,49.74779,32.0955
1716566434,48.62187,31.19905
1716566435,48.38222,30.49973
1716566436,48.1817,29.908
1716566437,48.17576,30.43489
1716566438,48.59437,31.7694
1716566439,48.66625,32.42539
1716566440,49.12243,33.66642
1716566441,47.75932,31.96055
1716566442,49.08907,32.55936
1716566443,49.09391,31.84599
1716566444,48.36238,30.44257
1716566445,49.50347,31.87832
1716566446,47.99892,31.90108
1716566447,48.6578,30.9868
1716566448,49.0218,32.79973
1716566449,51.01165,33.90918
1716566450,50.39346,32.30678
1716566451,49.81353,30.87865
1716566452,48.74301,31.7672
1716566453,48.94863,32.30334
1716566454,50.39177,31.9979
1716566455,50.07065,33.07342
1716566456,49.91308,32.12147
1716566457,49.17273,30.91027
1716566458,48.44295,31.85231
1716566459,48.65942,31.44911
1716566460,48.74182,31.86786
1716566461,49.30889,32.07259
1716566462,49.10864,30.39441
1716566463,48.93245,30.27598
1716566464,48.54702,31.02894
1716566465,48.82059,31.20527
1716566466,48.79785,31.70375
1716566467,48.89311,31.698
1716566468,48.5854,30.71533
1716566469,48.84236,32.09351
1716566470,48.40877,31.62766
1716566471,49.28245,31.36858
1716566472,48.69437,31.02141
1716566473,47.48878,30.95739
1716566474,48.61643,30.22228
1716566475,48.93287,32.33896
1716566476,48.74874,32.57498
1716566477,48.19397,29.75724
1716566478,48.50502,30.59458
1716566479,48.69781,31.6634
1716566480,48.88211,29.98906
1716566481,49.15759,31.57745
1716566482,48.66254,31.00859
1716566483,48.36538,31.61933
1716566484,48.7128,31.10422
1716566485,48.24161,31.82031
1716566486,48.87909,32.23942
1716566487,49.94121,31.42239
1716566488,49.76302,32.34328
1716566489,49.80987,33.07317
1716566490,51.45191,34.31233
1716566491,50.08537,31.82048
1716566492,49.421,31.00561
1716566493,49.20007,30.89896
1716566494,48.70296,31.92568
1716566495,48.61618,30.73986
1716566496,48.55218,30.73099
1716566497,47.88974,31.78321
1716566498,48.93293,31.04169
1716566499,48.49198,31.41089
1716566500,48.00451,30.74126
1716566501,48.47648,31.32472
1716566502,49.53686,30.84499
1716566503,49.16609,31.52868
1716566504,49.10391,30.90477
1716566505,49.02361,31.61543
1716566506,49.70815,30.44954
1716566507,49.28123,31.05731
1716566508,49.45367,31.1666
1716566509,48.95866,31.9792
1716566510,48.82387,31.29402
1716566511,48.54917,32.81776
1716566512,50.64601,31.40408
1716566513,52.32333,33.57394
1716566514,51.50717,31.14484
1716566515,51.64488,31.50918
1716566516,51.05515,31.58531
1716566517,50.40196,32.51487
1716566518,49.88534,29.59804
1716566519,49.87738,30.60754
1716566520,49.61709,32.35978
1716566521,50.52491,31.8213
1716566522,50.46225,32.53046
1716566523,48.21857,31.99043
1716566524,46.19143,30.40932
1716566525,45.68442,31.02566
1716566526,46.00208,32.48245
1716566527,46.74353,30.38201
1716566528,45.50609,31.19122
1716566529,45.75905,30.72538
1716566530,45.08238,30.20635
1716566531,45.10289,30.83775
1716566532,45.33069,29.64386
1716566533,44.69898,32.15077
1716566534,45.30653,31.23715
1716566535,45.08428,30.52138
1716566536,44.6505,29.84719
1716566537,44.96457,30.82057
1716566538,45.04971,30.12195
1716566539,44.72701,29.18199
1716566540,44.38863,30.54487
1716566541,44.51431,29.82195
1716566542,44.9487,30.38991
1716566543,44.26302,30.93926
1716566544,47.74034,33.34853
1716566545,45.52984,31.14007
1716566546,46.03803,31.52601
1716566547,44.42292,31.09154
1716566548,45.17121,32.32719
1716566549,46.48105,32.24302
1716566550,46.3894,31.74601
1716566551,45.95513,32.68872
1716566552,46.2727,31.32756
1716566553,46.63639,31.36815
1716566554,46.33758,32.24466
1716566555,45.32408,32.20747
1716566556,44.34909,30.11474
1716566557,44.8087,30.98767
1716566558,44.79408,30.87059
1716566559,45.1872,31.04462
1716566560,44.67006,31.3206
1716566561,44.38659,29.44801
1716566562,43.96023,28.32326
1716566563,44.28875,29.42465
1716566564,43.8766,29.7695
1716566565,43.19417,29.85992
1716566566,44.62717,30.29549
1716566567,45.03666,31.12672
1716566568,44.22431,31.18977
1716566569,43.85054,29.91055
1716566570,43.45699,30.38613
1716566571,43.18254,30.57934
1716566572,43.09792,29.94097
1716566573,43.54357,29.35886
1716566574,42.8913,29.75703
1716566575,43.03106,32.11243
1716566576,43.39534,30.64822
1716566577,42.77158,29.15568
1716566578,42.59801,29.77776
1716566579,42.52424,28.88038
1716566580,51.65976,18.15475
1716566581,43.05089,30.51074
1716566582,42.64192,30.21648
1716566583,47.2301,30.04263
1716566584,48.35889,30.69761
1716566585,46.41349,32.16886
1716566586,46.48559,32.49875
1716566587,45.50635,31.63398
1716566588,45.25649,31.09567
1716566589,44.69891,30.32959
1716566590,45.03513,31.29581
1716566591,44.82538,30.36291
1716566592,45.29007,31.42465
