,precision,recall,f1
0,0.20113378684807254,0.22187056640838151,0.15271395271395272
1,0.5418811668811669,0.53850557421986,0.5293528222099652
2,0.1173469387755102,0.0391156462585034,0.0586734693877551
3,0.10119047619047618,0.05059523809523809,0.06746031746031746
4,0.572278911564626,0.5840005232862376,0.5699054032387365
5,0.4692551656837371,0.4716785827413005,0.4694531658817373
6,0.622108843537415,0.6304945054945055,0.6171985157699443
7,0.25170068027210885,0.12507631257631258,0.11659038901601829
8,0.2272727272727273,0.2488226059654631,0.16358543417366947
9,0.19285714285714287,0.04223356009070295,0.06573498964803312
