et,brisque,piqe
1716732597,43.72027,22.81863
1716732598,44.42888,24.11379
1716732599,43.4076,23.57766
1716732600,43.85291,25.78284
1716732601,45.42153,27.04661
1716732602,46.34251,26.28265
1716732603,46.99141,28.04895
1716732604,46.67567,27.3372
1716732605,45.0489,25.69484
1716732606,45.05554,25.57065
1716732607,46.37473,24.96089
1716732608,49.05597,27.76186
1716732609,46.66444,27.06783
1716732610,45.13987,25.84823
1716732611,47.17366,27.33393
1716732612,46.86733,26.51346
1716732613,44.6987,27.60031
1716732614,45.94589,23.99713
1716732615,44.75863,26.16021
1716732616,44.13478,24.47157
1716732617,46.37965,23.89799
1716732618,44.29925,22.1044
1716732619,43.04248,22.87345
1716732620,42.77786,23.39643
1716732621,44.03171,23.26853
1716732622,45.8078,22.38666
1716732623,45.63929,25.43313
1716732624,45.49289,25.06785
1716732625,44.24809,25.46642
1716732626,44.42409,25.83062
1716732627,44.66416,26.29534
1716732628,44.18953,25.92324
1716732629,44.58848,26.22675
1716732630,44.45866,25.64791
1716732631,44.19353,25.32177
1716732632,43.66055,24.21691
1716732633,44.92237,25.06382
1716732634,44.32621,24.54389
1716732635,44.62844,24.96501
1716732636,44.28117,25.91299
1716732637,43.00466,22.97397
1716732638,42.49754,22.66814
1716732639,43.76831,24.08874
1716732640,42.5701,24.54136
1716732641,42.56312,25.08489
1716732642,43.8229,24.59224
1716732643,43.2572,24.21736
1716732644,43.38433,25.10726
1716732645,41.6149,21.91899
1716732646,42.4441,23.35367
1716732647,43.30953,24.4647
1716732648,42.10719,23.348
1716732649,43.71848,23.74225
1716732650,43.34884,24.85926
1716732651,45.06243,27.12922
1716732652,45.05308,25.41133
1716732653,43.53385,25.45397
1716732654,43.57923,26.19577
1716732655,44.37371,26.80382
1716732656,43.31962,26.89207
1716732657,45.0172,24.71134
1716732658,43.41334,25.00876
1716732659,44.02744,24.57407
1716732660,43.84545,25.28793
1716732661,43.8228,25.43646
1716732662,42.51048,22.7901
1716732663,43.25199,25.22103
1716732664,42.39631,24.62471
1716732665,45.1949,23.18754
1716732666,45.88149,23.19268
1716732667,45.42302,25.77123
1716732668,41.8493,23.94456
1716732669,41.44933,24.58842
1716732670,43.53205,24.04757
1716732671,41.76513,22.86604
1716732672,41.54117,24.91652
1716732673,40.7557,23.41014
1716732674,42.22332,23.98493
1716732675,40.30737,23.18929
1716732676,41.98184,25.38511
1716732677,42.87954,25.94432
1716732678,42.65428,24.73278
1716732679,42.4151,24.63157
1716732680,41.04042,23.46547
1716732681,44.17452,22.97882
1716732682,46.01835,22.8765
1716732683,46.80054,21.93818
1716732684,45.45005,23.61523
1716732685,43.14134,22.90266
1716732686,42.99335,25.77162
1716732687,42.38101,23.48176
1716732688,43.06174,24.32704
1716732689,44.35779,25.90873
1716732690,42.73877,23.7117
1716732691,42.02233,22.99775
1716732692,42.56788,22.4803
1716732693,43.48379,24.56778
1716732694,43.973,24.67026
1716732695,42.03933,23.88855
1716732696,42.94903,23.98631
1716732697,42.86081,23.70639
1716732698,43.78609,25.04079
1716732699,43.37137,24.12369
1716732700,42.24446,23.39191
1716732701,43.44585,22.77763
1716732702,76.43205,17.47728
1716732703,44.79771,24.3306
1716732704,43.77016,23.97176
1716732705,42.73482,22.20239
1716732706,43.63514,24.28835
1716732707,43.33451,23.80992
1716732708,43.46901,25.75273
1716732709,43.74452,25.29769
1716732710,42.10335,23.6983
1716732711,43.01358,24.35973
1716732712,43.70614,24.28668
1716732713,45.53939,25.53635
1716732714,44.548,24.7333
1716732715,42.44142,22.13384
1716732716,44.38762,24.96413
1716732717,43.71778,23.79049
1716732718,44.08161,25.13672
1716732719,43.0325,23.76288
1716732720,44.19008,24.926
1716732721,42.72867,24.42832
1716732722,44.14147,26.62762
1716732723,42.8464,24.91638
1716732724,46.50364,25.70924
1716732725,44.50271,25.33086
1716732726,44.97757,24.47203
1716732727,43.49246,22.90816
1716732728,76.51031,18.17001
1716732729,44.33879,25.89156
1716732730,43.16112,24.9119
1716732731,44.02601,25.08665
1716732732,44.6591,23.74353
1716732733,43.32676,23.40923
1716732734,44.05602,25.57669
1716732735,43.67858,24.22091
1716732736,42.4528,24.27268
1716732737,44.81162,25.39585
1716732738,42.75191,21.81891
1716732739,44.35032,25.57402
1716732740,43.0985,22.47769
1716732741,44.08134,24.10435
1716732742,43.85809,24.30737
1716732743,44.22226,23.64787
1716732744,44.16346,22.22342
1716732745,43.61385,23.42319
1716732746,44.50049,23.31419
1716732747,48.13671,26.41478
1716732748,43.97649,26.61546
1716732749,45.24166,26.1508
1716732750,44.28883,25.19318
1716732751,43.90947,24.54595
1716732752,43.79967,25.20902
1716732753,42.92806,25.13635
1716732754,43.46203,24.438
1716732755,43.6798,24.31948
1716732756,43.885,23.45058
1716732757,42.00479,23.58549
1716732758,45.02762,24.61643
1716732759,42.78365,25.00077
1716732760,42.72812,23.90607
1716732761,44.1619,23.98747
1716732762,45.70496,24.89138
1716732763,43.41337,23.98143
1716732764,43.11158,25.67527
1716732765,43.23916,23.62083
1716732766,42.88626,25.79452
1716732767,43.26645,24.87997
1716732768,41.71259,22.29496
1716732769,42.24048,24.02277
1716732770,43.89348,24.28602
1716732771,42.09899,21.62764
1716732772,44.27908,24.17554
1716732773,42.65413,23.82625
1716732774,42.17765,23.35983
1716732775,42.59577,25.49343
1716732776,42.67434,24.10803
1716732777,42.59132,20.88222
1716732778,44.98085,25.54035
1716732779,43.41211,25.15505
1716732780,42.42548,22.88775
1716732781,41.70057,24.20518
1716732782,44.01006,26.06835
1716732783,42.17846,21.41629
1716732784,42.81247,23.97948
1716732785,42.06896,25.34402
1716732786,41.85619,23.58632
1716732787,41.85884,23.90575
1716732788,42.40869,22.72924
1716732789,42.11578,23.33282
1716732790,43.75771,25.53277
1716732791,46.33552,25.64302
1716732792,42.0856,23.01992
1716732793,43.69201,25.93696
1716732794,42.63989,23.70772
1716732795,43.14962,24.64693
1716732796,43.57856,25.40929
1716732797,43.00954,22.37066
1716732798,43.20332,24.43063
1716732799,41.66169,22.34938
1716732800,42.95723,24.17982
1716732801,45.90133,25.41138
1716732802,43.12024,22.4483
1716732803,41.48419,22.8596
1716732804,41.81572,22.02364
1716732805,43.6666,23.68055
1716732806,43.23109,24.88069
1716732807,43.30081,22.68192
1716732808,44.81261,23.08237
1716732809,42.3798,24.64621
1716732810,45.29051,24.98088
1716732811,44.13047,24.77113
1716732812,44.13112,23.45968
1716732813,43.86588,25.73577
1716732814,45.48335,26.54091
1716732815,43.52935,23.07621
1716732816,45.20587,26.70131
1716732817,43.43782,25.09666
1716732818,42.73012,22.10174
1716732819,43.99161,24.97067
1716732820,43.28467,24.53938
1716732821,42.76011,23.68981
1716732822,45.05258,25.18723
1716732823,43.67084,23.72192
1716732824,44.52282,25.60261
1716732825,45.49804,24.75294
1716732826,43.47967,23.51165
1716732827,42.32123,23.69031
1716732828,43.19024,23.88605
1716732829,44.12217,23.58061
1716732830,43.16791,21.9964
1716732831,42.10544,23.62428
1716732832,42.86674,22.66164
1716732833,43.40469,23.98875
1716732834,43.03006,21.18492
1716732835,42.27947,22.45189
1716732836,43.91099,22.90146
1716732837,42.87374,23.00669
1716732838,45.11553,22.35557
