bps,et
2003200,1716732597
1963360,1716732598
1932560,1716732599
1944000,1716732600
1939840,1716732601
1937280,1716732602
1936800,1716732603
1952000,1716732604
1894800,1716732605
1937520,1716732606
1943120,1716732607
1952000,1716732608
1983360,1716732609
1983360,1716732610
1983360,1716732611
1964640,1716732612
1982240,1716732613
1970000,1716732614
1990640,1716732615
1974960,1716732616
1981360,1716732617
1979600,1716732618
1962080,1716732619
1979840,1716732620
1981440,1716732621
1969040,1716732622
1985440,1716732623
1996080,1716732624
2016320,1716732625
2003280,1716732626
2040560,1716732627
1992000,1716732628
1982480,1716732629
1993040,1716732630
1993040,1716732631
1979920,1716732632
1995920,1716732633
2037760,1716732634
1852560,1716732635
1842400,1716732636
1847520,1716732637
1873120,1716732638
1855360,1716732639
1837680,1716732640
1836560,1716732641
1788400,1716732642
1936000,1716732643
1992000,1716732644
2002960,1716732645
1952000,1716732646
1954400,1716732647
2026000,1716732648
1971280,1716732649
1992000,1716732650
2001120,1716732651
1992000,1716732652
1986800,1716732653
2010400,1716732654
2004000,1716732655
2001040,1716732656
1988080,1716732657
1983360,1716732658
1948640,1716732659
1946160,1716732660
1991600,1716732661
1940320,1716732662
1943520,1716732663
1939920,1716732664
1939920,1716732665
1947360,1716732666
1962800,1716732667
1952000,1716732668
1916800,1716732669
1966800,1716732670
1952000,1716732671
1939600,1716732672
1966400,1716732673
1952000,1716732674
1962720,1716732675
1972240,1716732676
1983840,1716732677
1983840,1716732678
1981360,1716732679
1984160,1716732680
1967520,1716732681
1973040,1716732682
1974160,1716732683
2015600,1716732684
1982480,1716732685
1980400,1716732686
1970640,1716732687
2000720,1716732688
1986880,1716732689
2034560,1716732690
1974880,1716732691
1912000,1716732692
1950240,1716732693
1994400,1716732694
1948160,1716732695
1942000,1716732696
2007600,1716732697
1905840,1716732698
2018320,1716732699
1992000,1716732700
1989600,1716732701
1931760,1716732702
1986560,1716732703
1952000,1716732704
1968080,1716732705
1975360,1716732706
1931360,1716732707
1963600,1716732708
1975280,1716732709
1977920,1716732710
2024880,1716732711
1992000,1716732712
1952000,1716732713
2012000,1716732714
2012000,1716732715
1996640,1716732716
2013760,1716732717
1984400,1716732718
1981760,1716732719
1960000,1716732720
1945360,1716732721
1935120,1716732722
1921760,1716732723
1961280,1716732724
1931840,1716732725
1966720,1716732726
1967520,1716732727
1951120,1716732728
1993440,1716732729
1995760,1716732730
2036240,1716732731
1997840,1716732732
2012320,1716732733
1992000,1716732734
2024560,1716732735
1945680,1716732736
1947520,1716732737
1952000,1716732738
1921120,1716732739
1955200,1716732740
1947360,1716732741
1960000,1716732742
1942880,1716732743
1999600,1716732744
2037200,1716732745
1992000,1716732746
2004640,1716732747
1996640,1716732748
1984400,1716732749
2010720,1716732750
1992000,1716732751
1988560,1716732752
1947440,1716732753
1984000,1716732754
1974320,1716732755
1958960,1716732756
1958960,1716732757
1989440,1716732758
1943920,1716732759
1985360,1716732760
1987600,1716732761
1989680,1716732762
1998640,1716732763
2003600,1716732764
2025280,1716732765
2013840,1716732766
2063120,1716732767
2000800,1716732768
2002320,1716732769
2017920,1716732770
2020720,1716732771
1988880,1716732772
1979360,1716732773
1980000,1716732774
1942320,1716732775
1975360,1716732776
2000480,1716732777
1992000,1716732778
1979680,1716732779
2040880,1716732780
1996720,1716732781
1992000,1716732782
2032000,1716732783
1902080,1716732784
1873440,1716732785
1858960,1716732786
1870000,1716732787
1827120,1716732788
1852080,1716732789
1859920,1716732790
1819440,1716732791
1945040,1716732792
1951040,1716732793
1960000,1716732794
1948240,1716732795
1960000,1716732796
1952000,1716732797
1964560,1716732798
1953520,1716732799
1967680,1716732800
1971200,1716732801
1971680,1716732802
1968640,1716732803
1952000,1716732804
1969280,1716732805
1961040,1716732806
1961760,1716732807
1952000,1716732808
1960400,1716732809
1954720,1716732810
1954720,1716732811
1966960,1716732812
2003040,1716732813
1982480,1716732814
1973120,1716732815
2001680,1716732816
1967200,1716732817
1978560,1716732818
1980800,1716732819
1983360,1716732820
1962560,1716732821
2013280,1716732822
1988000,1716732823
1975600,1716732824
2036160,1716732825
2003040,1716732826
2001840,1716732827
2008880,1716732828
1992000,1716732829
1978800,1716732830
2040560,1716732831
2009440,1716732832
1971680,1716732833
2008000,1716732834
2026240,1716732835
1988320,1716732836
1997840,1716732837
1987600,1716732838
