fps,et
18,1716566776
19,1716566777
21,1716566778
19,1716566779
20,1716566780
17,1716566781
21,1716566782
20,1716566783
20,1716566784
16,1716566785
20,1716566786
19,1716566787
21,1716566788
19,1716566789
20,1716566790
20,1716566791
18,1716566792
19,1716566793
20,1716566794
18,1716566795
21,1716566796
19,1716566797
18,1716566798
21,1716566799
16,1716566800
19,1716566801
17,1716566802
10,1716566803
22,1716566804
21,1716566805
18,1716566806
19,1716566807
19,1716566808
7,1716566809
16,1716566810
14,1716566811
5,1716566812
13,1716566813
9,1716566814
9,1716566815
20,1716566816
19,1716566817
19,1716566818
18,1716566819
19,1716566820
17,1716566821
21,1716566822
17,1716566823
22,1716566824
16,1716566825
21,1716566826
20,1716566827
18,1716566828
19,1716566829
18,1716566830
19,1716566831
20,1716566832
18,1716566833
20,1716566834
21,1716566835
18,1716566836
19,1716566837
21,1716566838
17,1716566839
22,1716566840
20,1716566841
19,1716566842
19,1716566843
19,1716566844
19,1716566845
21,1716566846
20,1716566847
21,1716566848
20,1716566849
18,1716566850
19,1716566851
21,1716566852
19,1716566853
16,1716566854
18,1716566855
18,1716566856
20,1716566857
19,1716566858
19,1716566859
20,1716566860
20,1716566861
19,1716566862
22,1716566863
20,1716566864
19,1716566865
19,1716566866
19,1716566867
20,1716566868
20,1716566869
19,1716566870
20,1716566871
19,1716566872
22,1716566873
17,1716566874
22,1716566875
20,1716566876
19,1716566877
18,1716566878
17,1716566879
20,1716566880
14,1716566881
19,1716566882
20,1716566883
18,1716566884
21,1716566885
20,1716566886
16,1716566887
0,1716566888
0,1716566889
0,1716566890
0,1716566891
10,1716566892
19,1716566893
19,1716566894
21,1716566895
17,1716566896
21,1716566897
19,1716566898
19,1716566899
19,1716566900
20,1716566901
17,1716566902
21,1716566903
17,1716566904
17,1716566905
20,1716566906
20,1716566907
19,1716566908
18,1716566909
21,1716566910
19,1716566911
17,1716566912
19,1716566913
20,1716566914
20,1716566915
16,1716566916
18,1716566917
16,1716566918
22,1716566919
19,1716566920
19,1716566921
18,1716566922
19,1716566923
18,1716566924
22,1716566925
18,1716566926
19,1716566927
19,1716566928
20,1716566929
18,1716566930
17,1716566931
16,1716566932
19,1716566933
17,1716566934
19,1716566935
20,1716566936
19,1716566937
21,1716566938
18,1716566939
19,1716566940
17,1716566941
20,1716566942
17,1716566943
20,1716566944
20,1716566945
18,1716566946
17,1716566947
18,1716566948
17,1716566949
18,1716566950
18,1716566951
19,1716566952
19,1716566953
21,1716566954
19,1716566955
17,1716566956
21,1716566957
18,1716566958
20,1716566959
19,1716566960
19,1716566961
19,1716566962
20,1716566963
18,1716566964
19,1716566965
16,1716566966
17,1716566967
21,1716566968
18,1716566969
19,1716566970
21,1716566971
20,1716566972
17,1716566973
20,1716566974
20,1716566975
19,1716566976
20,1716566977
19,1716566978
18,1716566979
21,1716566980
19,1716566981
21,1716566982
16,1716566983
21,1716566984
19,1716566985
19,1716566986
20,1716566987
17,1716566988
20,1716566989
19,1716566990
18,1716566991
18,1716566992
20,1716566993
20,1716566994
20,1716566995
19,1716566996
20,1716566997
19,1716566998
19,1716566999
21,1716567000
17,1716567001
18,1716567002
19,1716567003
19,1716567004
17,1716567005
20,1716567006
16,1716567007
15,1716567008
18,1716567009
21,1716567010
20,1716567011
18,1716567012
21,1716567013
18,1716567014
21,1716567015
20,1716567016
18,1716567017
1,1716567018
