et,brisque
1716566776,50.09287
1716566777,49.1286
1716566778,47.57009
1716566779,48.15092
1716566780,47.9748
1716566781,47.87772
1716566782,48.23395
1716566783,48.41803
1716566784,47.99134
1716566785,48.57582
1716566786,48.31512
1716566787,47.77381
1716566788,47.32704
1716566789,46.69054
1716566790,47.38649
1716566791,47.5426
1716566792,48.41895
1716566793,48.26607
1716566794,48.44345
1716566795,48.21038
1716566796,48.61009
1716566797,48.36754
1716566798,48.11291
1716566799,49.48592
1716566800,49.89821
1716566801,48.37235
1716566802,47.88297
1716566803,47.16026
1716566804,47.17115
1716566805,47.89233
1716566806,47.35206
1716566807,47.62004
1716566808,47.50047
1716566809,47.44752
1716566810,48.19289
1716566811,47.39108
1716566812,46.77645
1716566813,47.74396
1716566814,48.05246
1716566815,47.70588
1716566816,47.90298
1716566817,47.37031
1716566818,47.87232
1716566819,47.64563
1716566820,47.50778
1716566821,47.27373
1716566822,47.83861
1716566823,47.79443
1716566824,47.34795
1716566825,47.45106
1716566826,47.15656
1716566827,47.26633
1716566828,47.49796
1716566829,47.54743
1716566830,47.51964
1716566831,47.96143
1716566832,50.62702
1716566833,50.0522
1716566834,48.22634
1716566835,48.38589
1716566836,47.65918
1716566837,47.52423
1716566838,48.05345
1716566839,47.33422
1716566840,48.61727
1716566841,47.5791
1716566842,47.53383
1716566843,47.89938
1716566844,47.70359
1716566845,48.6878
1716566846,48.16785
1716566847,48.31845
1716566848,48.65068
1716566849,48.7596
1716566850,48.48717
1716566851,48.519
1716566852,48.39048
1716566853,47.99278
1716566854,48.99193
1716566855,48.08554
1716566856,45.02056
1716566857,49.0944
1716566858,48.73196
1716566859,48.66742
1716566860,48.50552
1716566861,48.03822
1716566862,48.47204
1716566863,47.32777
1716566864,47.54935
1716566865,48.92729
1716566866,49.75103
1716566867,49.86908
1716566868,52.01009
1716566869,50.26169
1716566870,52.04589
1716566871,51.93647
1716566872,51.26899
1716566873,51.88132
1716566874,50.75477
1716566875,50.47833
1716566876,50.66344
1716566877,49.39238
1716566878,50.01677
1716566879,53.30212
1716566880,52.44968
1716566881,51.88944
1716566882,52.81728
1716566883,52.99903
1716566884,52.59213
1716566885,52.48214
1716566886,52.00987
1716566887,53.34139
1716566888,53.41038
1716566889,53.47965
1716566890,53.50369
1716566891,53.50708
1716566892,50.2701
1716566893,48.22364
1716566894,47.98871
1716566895,48.82341
1716566896,48.0558
1716566897,47.46931
1716566898,48.35508
1716566899,46.3186
1716566900,47.40998
1716566901,46.16346
1716566902,46.37118
1716566903,46.95996
1716566904,46.75324
1716566905,47.36236
1716566906,46.18068
1716566907,45.83654
1716566908,45.36193
1716566909,45.93054
1716566910,46.48668
1716566911,46.06653
1716566912,47.46475
1716566913,47.07239
1716566914,46.73385
1716566915,47.33925
1716566916,47.53905
1716566917,47.70039
1716566918,47.67634
1716566919,48.33948
1716566920,46.87183
1716566921,47.26527
1716566922,47.19032
1716566923,49.12006
1716566924,49.03293
1716566925,48.66988
1716566926,48.21382
1716566927,48.83373
1716566928,48.41818
1716566929,47.86583
1716566930,48.09103
1716566931,48.00482
1716566932,47.65003
1716566933,48.61889
1716566934,47.94798
1716566935,48.17409
1716566936,48.88473
1716566937,48.5808
1716566938,48.08701
1716566939,48.61553
1716566940,47.89651
1716566941,48.15895
1716566942,47.30666
1716566943,49.69704
1716566944,49.03665
1716566945,48.79815
1716566946,49.96542
1716566947,48.28734
1716566948,48.98191
1716566949,48.87657
1716566950,48.64819
1716566951,48.25168
1716566952,48.05892
1716566953,48.05726
1716566954,47.29298
1716566955,47.54767
1716566956,48.06664
1716566957,47.34565
1716566958,48.08686
1716566959,47.57138
1716566960,47.75412
1716566961,49.90071
1716566962,47.95503
1716566963,48.45215
1716566964,48.28642
1716566965,49.91762
1716566966,49.08787
1716566967,48.36383
1716566968,48.21075
1716566969,49.07762
1716566970,49.04924
1716566971,50.36593
1716566972,50.41229
1716566973,49.79698
1716566974,49.60419
1716566975,49.9501
1716566976,49.65583
1716566977,49.27044
1716566978,49.22162
1716566979,48.59932
1716566980,49.08957
1716566981,48.79911
1716566982,48.81854
1716566983,48.95097
1716566984,49.70994
1716566985,49.61376
1716566986,49.7618
1716566987,48.09367
1716566988,49.16062
1716566989,49.18754
1716566990,48.89389
1716566991,48.2514
1716566992,50.36038
1716566993,49.56242
1716566994,49.61302
1716566995,50.1486
1716566996,47.39629
1716566997,48.09427
1716566998,49.23655
1716566999,47.66717
1716567000,48.36266
1716567001,48.47779
1716567002,48.40167
1716567003,49.0259
1716567004,48.06079
1716567005,47.66548
1716567006,48.07367
1716567007,47.71159
1716567008,48.81037
1716567009,47.66786
1716567010,48.02861
1716567011,48.15692
1716567012,48.00517
1716567013,50.016
1716567014,48.52339
1716567015,50.61424
1716567016,49.61476
1716567017,49.03117
