et,brisque,piqe
1716744512,44.45612,27.58068
1716744513,45.07802,26.09484
1716744514,45.21109,25.74662
1716744515,45.36276,26.50097
1716744516,45.0932,25.02301
1716744517,45.09172,26.4071
1716744518,45.5272,26.36175
1716744519,45.09692,26.03717
1716744520,44.86401,25.63515
1716744521,45.13453,26.2139
1716744522,44.33071,25.07952
1716744523,44.69777,24.42794
1716744524,43.68836,24.91641
1716744525,44.09545,26.80008
1716744526,43.37886,26.00589
1716744527,43.05578,26.25334
1716744528,42.21926,26.65521
1716744529,42.63171,24.92921
1716744530,43.07956,25.78963
1716744531,42.65223,24.9505
1716744532,44.50858,24.15959
1716744533,42.98353,24.38215
1716744534,43.23842,25.28953
1716744535,42.34202,23.53499
1716744536,42.93221,24.50407
1716744537,42.12675,24.94318
1716744538,42.67255,22.29244
1716744539,41.96714,22.72883
1716744540,42.83363,24.31455
1716744541,43.51856,27.47548
1716744542,42.5409,25.4835
1716744543,42.48092,24.01374
1716744544,45.09374,26.36178
1716744545,43.72538,26.01394
1716744546,43.89211,25.71376
1716744547,43.32741,25.37266
1716744548,43.19598,25.85561
1716744549,42.77922,24.97138
1716744550,44.80398,27.32979
1716744551,43.06232,23.65968
1716744552,42.67082,25.81797
1716744553,42.91152,25.38882
1716744554,43.45445,25.4303
1716744555,45.15006,27.23996
1716744556,43.79977,27.11669
1716744557,43.80975,24.39373
1716744558,42.91659,24.37613
1716744559,43.6486,26.28591
1716744560,44.00706,25.91796
1716744561,45.77818,26.40242
1716744562,45.62364,29.1728
1716744563,45.52365,28.95098
1716744564,46.34106,29.71414
1716744565,45.54133,28.82457
1716744566,45.4579,28.3571
1716744567,45.42011,28.55826
1716744568,44.82213,29.36066
1716744569,44.9173,30.22255
1716744570,44.82684,28.9955
1716744571,43.5637,27.72662
1716744572,44.20877,27.97997
1716744573,45.20484,29.43504
1716744574,45.88021,29.41793
1716744575,45.93269,29.89916
1716744576,45.01651,29.26719
1716744577,44.62799,26.2327
1716744578,44.59599,26.55981
1716744579,44.61071,26.17856
1716744580,44.64162,26.18166
1716744581,43.93012,28.94457
1716744582,44.9531,29.08154
1716744583,45.01182,29.61646
1716744584,44.977,29.47273
1716744585,45.7668,30.83345
1716744586,46.12215,32.64223
1716744587,45.48424,31.0262
1716744588,45.48056,30.71614
1716744589,45.35702,31.08533
1716744590,45.41324,30.79313
1716744591,44.15315,28.70363
1716744592,45.59869,30.38795
1716744593,44.15094,28.9037
1716744594,44.60792,29.64739
1716744595,45.44318,29.2091
1716744596,44.40141,29.34872
1716744597,43.82353,29.37759
1716744598,44.1628,27.82471
1716744599,45.91196,32.12894
1716744600,43.91892,28.08261
1716744601,43.70269,29.68394
1716744602,43.73881,29.48881
1716744603,46.5511,30.10079
1716744604,46.72192,30.52513
1716744605,44.80246,29.9063
1716744606,44.79035,29.61814
1716744607,45.32556,30.62068
1716744608,44.74854,30.11138
1716744609,44.39232,28.54346
1716744610,44.3978,28.62463
1716744611,44.80328,30.4088
1716744612,44.33356,27.77958
1716744613,45.40871,30.04541
1716744614,45.41546,30.5259
1716744615,45.4573,29.85429
1716744616,47.11216,31.79306
1716744617,46.31362,32.07318
1716744618,45.77375,29.20009
1716744619,44.70378,28.46689
1716744620,45.68707,30.97881
1716744621,44.74306,28.20834
1716744622,44.64652,28.20031
1716744623,44.63635,28.27893
1716744624,45.81723,29.43224
1716744625,44.69529,28.97888
1716744626,44.75376,29.26552
1716744627,45.43315,27.36217
1716744628,45.08332,28.19673
1716744629,45.0697,28.11406
1716744630,45.11148,28.16865
1716744631,45.10259,28.24272
1716744632,47.34907,32.11611
1716744633,44.95424,30.2106
1716744634,44.61868,28.77479
1716744635,45.53906,29.54756
1716744636,44.12027,29.15142
1716744637,44.86763,30.15273
1716744638,44.82285,29.54362
1716744639,44.81403,30.29908
1716744640,44.85325,29.64575
1716744641,46.57987,31.62341
1716744642,43.92043,30.05779
1716744643,43.8648,30.07959
1716744644,43.90075,30.13216
1716744645,44.24125,29.72406
1716744646,44.12278,29.62428
1716744647,43.85376,30.04937
1716744648,43.91182,29.04157
1716744649,45.9812,30.84815
1716744650,44.97921,31.1517
1716744651,44.578,29.60751
1716744652,44.587,29.49325
1716744653,44.57265,29.209
1716744654,44.58267,29.16002
1716744655,43.68913,28.01177
1716744656,43.5438,28.42849
1716744657,43.60701,29.01474
1716744658,45.00001,29.52823
1716744659,43.59484,29.3767
1716744660,43.66313,29.40977
1716744661,45.19507,31.12896
1716744662,43.86144,28.9849
1716744663,44.23075,31.18331
1716744664,45.45278,30.82362
1716744665,45.40352,30.99545
1716744666,45.50529,31.04828
1716744667,45.23,29.45568
1716744668,44.18607,29.67811
1716744669,44.26922,31.0805
1716744670,44.03655,30.0396
1716744671,43.88122,30.39406
1716744672,43.4528,29.67499
1716744673,43.37306,30.15874
1716744674,46.05926,30.91178
1716744675,43.46376,29.12588
1716744676,43.32547,29.26963
1716744677,42.85417,28.35374
1716744678,45.59287,30.52487
1716744679,43.32588,28.23197
1716744680,42.84987,27.33503
1716744681,42.94038,27.57276
1716744682,42.87012,27.92102
1716744683,42.96706,27.38734
1716744684,43.98861,28.92947
1716744685,44.13887,29.81097
1716744686,45.20497,31.21536
1716744687,44.57194,29.1708
1716744688,46.14019,30.37787
1716744689,44.62331,29.63642
1716744690,44.26252,30.26998
1716744691,43.28276,27.93704
1716744692,43.0294,29.6388
1716744693,42.9772,28.2358
1716744694,56.11945,19.13853
1716744695,44.52994,29.51075
1716744696,43.75877,29.896
1716744697,44.22139,30.02568
1716744698,43.18664,30.27009
1716744699,45.42044,30.8293
1716744700,44.9777,30.41614
1716744701,43.71245,29.69197
1716744702,43.7142,29.93044
1716744703,44.48354,29.79284
1716744704,45.49336,32.04156
