et,brisque
1716734603,44.65883
1716734604,45.54079
1716734605,43.88965
1716734606,43.50506
1716734607,44.43357
1716734608,44.3723
1716734609,44.35134
1716734610,44.43802
1716734611,48.57408
1716734612,44.75801
1716734613,43.90945
1716734614,44.42329
1716734615,45.20662
1716734616,45.06792
1716734617,45.1
1716734618,45.08893
1716734619,44.66221
1716734620,44.86469
1716734621,44.79141
1716734622,44.90495
1716734623,44.94766
1716734624,44.89466
1716734625,43.90634
1716734626,44.76585
1716734627,44.31598
1716734628,43.84132
1716734629,43.91636
1716734630,44.81497
1716734631,44.45891
1716734632,44.337
1716734633,44.74211
1716734634,44.66992
1716734635,45.17892
1716734636,44.38443
1716734637,43.62088
1716734638,43.40042
1716734639,43.09106
1716734640,43.23054
1716734641,42.9605
1716734642,44.07955
1716734643,44.38549
1716734644,43.58114
1716734645,43.57347
1716734646,43.68059
1716734647,44.51418
1716734648,44.64882
1716734649,44.81943
1716734650,44.16104
1716734651,44.91692
1716734652,44.95426
1716734653,44.48382
1716734654,44.3655
1716734655,44.45109
1716734656,44.52262
1716734657,43.94358
1716734658,44.55478
1716734659,44.04047
1716734660,43.67627
1716734661,44.25426
1716734662,43.88523
1716734663,45.73138
1716734664,44.34405
1716734665,44.40585
1716734666,44.97401
1716734667,46.2765
1716734668,44.69273
1716734669,44.05604
1716734670,44.88768
1716734671,45.18106
1716734672,43.06593
1716734673,43.64449
1716734674,42.7797
1716734675,43.17724
1716734676,42.88974
1716734677,42.65328
1716734678,44.84981
1716734679,43.76064
1716734680,44.5073
1716734681,43.33994
1716734682,43.07819
1716734683,42.88659
1716734684,43.03452
1716734685,43.41264
1716734686,42.66904
1716734687,42.83444
1716734688,42.83945
1716734689,43.24911
1716734690,42.87419
1716734691,42.21427
1716734692,42.46658
1716734693,43.17595
1716734694,42.46834
1716734695,43.30232
1716734696,42.35438
1716734697,42.75481
1716734698,43.16034
1716734699,42.5252
1716734700,42.08468
1716734701,43.43726
1716734702,43.72796
1716734703,42.79599
1716734704,43.19245
1716734705,42.86615
1716734706,44.24017
1716734707,43.11063
1716734708,42.90925
1716734709,42.85046
1716734710,43.1662
1716734711,42.55769
1716734712,42.23267
1716734713,42.50268
1716734714,42.44176
1716734715,42.43742
1716734716,42.75995
1716734717,43.07312
1716734718,43.13973
1716734719,42.81274
1716734720,43.21407
1716734721,43.22231
1716734722,44.77194
1716734723,45.69626
1716734724,44.95376
1716734725,44.54583
1716734726,43.78803
1716734727,43.45882
1716734728,44.47763
1716734729,44.48763
1716734730,44.37264
1716734731,42.55773
1716734732,43.72716
1716734733,44.00578
1716734734,44.52365
1716734735,43.04581
1716734736,42.50362
1716734737,43.09167
1716734738,43.23261
1716734739,42.72298
1716734740,42.6481
1716734741,43.61771
1716734742,44.18643
1716734743,43.81679
1716734744,42.90764
1716734745,42.38616
1716734746,43.10325
1716734747,43.002
1716734748,43.56916
1716734749,43.41471
1716734750,43.41492
1716734751,42.99068
1716734752,43.65027
1716734753,42.51628
1716734754,42.86854
1716734755,43.76871
1716734756,42.53621
1716734757,42.90155
1716734758,42.90615
1716734759,42.19608
1716734760,42.9917
1716734761,43.53791
1716734762,43.56929
1716734763,43.28934
1716734764,43.0496
1716734765,43.04605
1716734766,43.11827
1716734767,42.77788
1716734768,42.13389
1716734769,43.27302
1716734770,43.12604
1716734771,43.13056
1716734772,42.17125
1716734773,42.96471
1716734774,42.23208
1716734775,42.0278
1716734776,42.92618
1716734777,42.40775
1716734778,42.99206
1716734779,43.02221
1716734780,43.96286
1716734781,43.40531
1716734782,42.38739
1716734783,43.53499
1716734784,43.01706
1716734785,43.0311
1716734786,43.04918
1716734787,42.41614
1716734788,42.38982
1716734789,41.84132
1716734790,41.99367
1716734791,41.78151
1716734792,42.49315
1716734793,43.53646
1716734794,42.74398
1716734795,43.14715
1716734796,44.83882
1716734797,43.9801
1716734798,44.36942
1716734799,43.32737
1716734800,43.23472
1716734801,43.16351
1716734802,42.92795
1716734803,42.45754
1716734804,42.12603
1716734805,43.08671
1716734806,43.5459
1716734807,43.24952
1716734808,43.38035
1716734809,43.07865
1716734810,42.87968
1716734811,42.94479
1716734812,43.07439
1716734813,43.1037
1716734814,43.72174
1716734815,44.46814
1716734816,44.00958
1716734817,44.04143
1716734818,50.4728
1716734819,48.88281
1716734820,47.17279
1716734821,47.2812
1716734822,46.02047
1716734823,47.54289
1716734824,48.44221
1716734825,46.31427
1716734826,45.74517
1716734827,43.81883
1716734828,44.6238
1716734829,45.63676
1716734830,44.08181
1716734831,42.62917
1716734832,43.67359
1716734833,42.86808
1716734834,42.42054
1716734835,42.08039
1716734836,43.04942
1716734837,43.18806
1716734838,43.11336
1716734839,42.70416
1716734840,42.46454
1716734841,43.37256
1716734842,43.2638
1716734843,43.3982
1716734844,42.34774
