,precision,recall,f1
0,0.9167950693374424,0.8857399910031489,0.8994252873563218
1,0.665948275862069,0.6516233766233765,0.6575901974132063
2,0.3210382513661202,0.344847775175644,0.33145491803278687
3,0.5232323232323233,0.5339602925809822,0.5285053929121726
4,0.734375,0.674473067915691,0.6983333333333333
5,0.6480532786885246,0.6520833333333333,0.650051652892562
6,0.6349206349206349,0.5821371610845295,0.5968137254901962
7,0.5133928571428571,0.5451388888888888,0.5280448717948718
8,0.5232323232323233,0.5497175141242937,0.5359477124183006
9,0.44246031746031744,0.3668032786885246,0.3941532258064516
